am_sid,probability,loiczid
Fis-22832,0.17,70260.0
Fis-22832,0.18,69539.0
Fis-22832,0.18,69540.0
Fis-22832,0,68815.0
Fis-22832,0.15,68816.0
Fis-22832,0.16,68096.0
Fis-22832,0.15,68817.0
Fis-22832,0.17,68818.0
Fis-22832,0.16,68097.0
Fis-22832,0.17,68098.0
Fis-22832,0.18,68819.0
Fis-22832,0.18,68820.0
Fis-22832,0.18,68099.0
Fis-22832,0.18,68100.0
Fis-22832,0.06,67376.0
Fis-22832,0.13,67377.0
Fis-22832,0.16,67378.0
Fis-22832,0.13,66658.0
Fis-22832,0.16,67379.0
Fis-22832,0.16,67380.0
Fis-22832,0.15,66659.0
Fis-22832,0.16,66660.0
Fis-22832,0.08,65938.0
Fis-22832,0.09,65218.0
Fis-22832,0.09,65939.0
Fis-22832,0.1,65940.0
Fis-22832,0.07,65219.0
Fis-22832,0.07,65220.0
Fis-22832,0,64499.0
Fis-22832,0.02,64500.0
Fis-22832,0.04,63780.0
Fis-22832,0.17,70261.0
Fis-22832,0.17,70262.0
Fis-22832,0.18,69541.0
Fis-22832,0.18,69542.0
Fis-22832,0.16,70263.0
Fis-22832,0.08,70264.0
Fis-22832,0.18,69543.0
Fis-22832,0.18,69544.0
Fis-22832,0.17,69545.0
Fis-22832,0.17,69546.0
Fis-22832,0.17,69547.0
Fis-22832,0.15,69549.0
Fis-22832,0.17,69550.0
Fis-22832,0.18,68821.0
Fis-22832,0.18,68822.0
Fis-22832,0.18,68101.0
Fis-22832,0.18,68102.0
Fis-22832,0.19,68823.0
Fis-22832,0.19,68824.0
Fis-22832,0.19,68103.0
Fis-22832,0.19,68104.0
Fis-22832,0.18,68825.0
Fis-22832,0.17,68826.0
Fis-22832,0.18,68105.0
Fis-22832,0.18,68106.0
Fis-22832,0.16,68827.0
Fis-22832,0.17,68828.0
Fis-22832,0.18,68107.0
Fis-22832,0.18,68108.0
Fis-22832,0.16,68829.0
Fis-22832,0.16,68830.0
Fis-22832,0.17,68109.0
Fis-22832,0.17,68110.0
Fis-22832,0.15,67381.0
Fis-22832,0.15,67382.0
Fis-22832,0.15,66661.0
Fis-22832,0.15,66662.0
Fis-22832,0.16,67383.0
Fis-22832,0.16,67384.0
Fis-22832,0.16,66663.0
Fis-22832,0.16,66664.0
Fis-22832,0.17,67385.0
Fis-22832,0.17,67386.0
Fis-22832,0.17,66665.0
Fis-22832,0.17,66666.0
Fis-22832,0.17,67387.0
Fis-22832,0.17,67388.0
Fis-22832,0.17,66667.0
Fis-22832,0.17,66668.0
Fis-22832,0.17,67389.0
Fis-22832,0.17,67390.0
Fis-22832,0.17,66669.0
Fis-22832,0.17,66670.0
Fis-22832,0.1,65941.0
Fis-22832,0.11,65942.0
Fis-22832,0.09,65221.0
Fis-22832,0.1,65222.0
Fis-22832,0.12,65943.0
Fis-22832,0.12,65944.0
Fis-22832,0.11,65223.0
Fis-22832,0.12,65224.0
Fis-22832,0.14,65945.0
Fis-22832,0.14,65946.0
Fis-22832,0.14,65225.0
Fis-22832,0.14,65226.0
Fis-22832,0.15,65947.0
Fis-22832,0.16,65948.0
Fis-22832,0.15,65227.0
Fis-22832,0.14,65228.0
Fis-22832,0.16,65949.0
Fis-22832,0.14,65950.0
Fis-22832,0.13,65229.0
Fis-22832,0.14,65230.0
Fis-22832,0.14,70997.0
Fis-22832,0.14,70998.0
Fis-22832,0.16,69551.0
Fis-22832,0.16,69552.0
Fis-22832,0.15,70273.0
Fis-22832,0.14,70274.0
Fis-22832,0.17,69553.0
Fis-22832,0.17,69554.0
Fis-22832,0.15,70275.0
Fis-22832,0.16,70276.0
Fis-22832,0.17,69555.0
Fis-22832,0.17,69556.0
Fis-22832,0.16,70277.0
Fis-22832,0.17,70278.0
Fis-22832,0.17,69557.0
Fis-22832,0.17,69558.0
Fis-22832,0.16,70279.0
Fis-22832,0.16,70280.0
Fis-22832,0.17,69559.0
Fis-22832,0.16,69560.0
Fis-22832,0.17,68831.0
Fis-22832,0.17,68832.0
Fis-22832,0.18,68111.0
Fis-22832,0.18,68112.0
Fis-22832,0.17,68833.0
Fis-22832,0.17,68834.0
Fis-22832,0.18,68113.0
Fis-22832,0.18,68114.0
Fis-22832,0.17,68835.0
Fis-22832,0.17,68836.0
Fis-22832,0.17,68115.0
Fis-22832,0.17,68116.0
Fis-22832,0.17,68837.0
Fis-22832,0.17,68838.0
Fis-22832,0.17,68117.0
Fis-22832,0.17,68118.0
Fis-22832,0.17,68839.0
Fis-22832,0.17,68840.0
Fis-22832,0.17,68119.0
Fis-22832,0.16,68120.0
Fis-22832,0.16,67391.0
Fis-22832,0.16,67392.0
Fis-22832,0.16,66671.0
Fis-22832,0.16,66672.0
Fis-22832,0.17,67393.0
Fis-22832,0.17,67394.0
Fis-22832,0.17,66673.0
Fis-22832,0.17,66674.0
Fis-22832,0.17,67395.0
Fis-22832,0.17,67396.0
Fis-22832,0.17,66675.0
Fis-22832,0.17,66676.0
Fis-22832,0.17,67397.0
Fis-22832,0.17,67398.0
Fis-22832,0.17,66677.0
Fis-22832,0.17,66678.0
Fis-22832,0.17,67399.0
Fis-22832,0.16,67400.0
Fis-22832,0.17,66679.0
Fis-22832,0.16,66680.0
Fis-22832,0.14,65951.0
Fis-22832,0.14,65952.0
Fis-22832,0.13,65231.0
Fis-22832,0.13,65232.0
Fis-22832,0.14,65953.0
Fis-22832,0.14,65954.0
Fis-22832,0.14,65233.0
Fis-22832,0.13,65234.0
Fis-22832,0.15,65955.0
Fis-22832,0.16,65956.0
Fis-22832,0.14,65235.0
Fis-22832,0.14,65236.0
Fis-22832,0.17,65957.0
Fis-22832,0.16,65958.0
Fis-22832,0.16,65237.0
Fis-22832,0.16,65959.0
Fis-22832,0.03,64501.0
Fis-22832,0.05,64502.0
Fis-22832,0.03,63781.0
Fis-22832,0.04,63782.0
Fis-22832,0.07,64503.0
Fis-22832,0.07,64504.0
Fis-22832,0.04,63783.0
Fis-22832,0.06,63784.0
Fis-22832,0.07,64505.0
Fis-22832,0.12,64506.0
Fis-22832,0.07,63785.0
Fis-22832,0.07,63786.0
Fis-22832,0.13,64507.0
Fis-22832,0.13,64508.0
Fis-22832,0.09,63787.0
Fis-22832,0.07,63788.0
Fis-22832,0.07,63790.0
Fis-22832,0.05,63061.0
Fis-22832,0.03,63062.0
Fis-22832,0.03,62342.0
Fis-22832,0.03,63063.0
Fis-22832,0.03,63064.0
Fis-22832,0.03,62343.0
Fis-22832,0.03,62344.0
Fis-22832,0.02,63065.0
Fis-22832,0.01,63066.0
Fis-22832,0.04,62345.0
Fis-22832,0.02,63067.0
Fis-22832,0.05,63068.0
Fis-22832,0.04,63070.0
Fis-22832,0.05,64511.0
Fis-22832,0.03,64512.0
Fis-22832,0.04,63791.0
Fis-22832,0.05,63792.0
Fis-22832,0.05,64513.0
Fis-22832,0.08,64514.0
Fis-22832,0.05,63793.0
Fis-22832,0.03,63794.0
Fis-22832,0.11,64515.0
Fis-22832,0.01,64516.0
Fis-22832,0.03,63795.0
Fis-22832,0.1,63796.0
Fis-22832,0.05,63071.0
Fis-22832,0.1,63072.0
Fis-22832,0,62351.0
Fis-22832,0.1,62352.0
Fis-22832,0.08,63073.0
Fis-22832,0.04,63074.0
Fis-22832,0.09,62353.0
Fis-22832,0.09,62354.0
Fis-22832,0.04,63075.0
Fis-22832,0.09,63076.0
Fis-22832,0.11,62355.0
Fis-22832,0.06,62356.0
Fis-22832,0.09,63077.0
Fis-22832,0.1,63078.0
Fis-22832,0.04,62357.0
Fis-22832,0.09,62358.0
Fis-22832,0,61635.0
Fis-22832,0.05,61636.0
Fis-22832,0.06,61637.0
Fis-22832,0.08,61638.0
Fis-22832,0.06,61639.0
Fis-22832,0.13,71001.0
Fis-22832,0.16,70281.0
Fis-22832,0.15,70282.0
Fis-22832,0.16,69561.0
Fis-22832,0.16,69562.0
Fis-22832,0.14,70283.0
Fis-22832,0.16,69563.0
Fis-22832,0.13,69564.0
Fis-22832,0.16,68841.0
Fis-22832,0.16,68842.0
Fis-22832,0.15,68121.0
Fis-22832,0.14,68122.0
Fis-22832,0.16,68843.0
Fis-22832,0.14,68844.0
Fis-22832,0.14,68123.0
Fis-22832,0.07,68124.0
Fis-22832,0.15,67401.0
Fis-22832,0.14,67402.0
Fis-22832,0.09,71880.0
Fis-22832,0.09,71881.0
Fis-22832,0.07,71882.0
Fis-22832,0.08,71162.0
Fis-22832,0.05,71883.0
Fis-22832,0.06,71884.0
Fis-22832,0.05,71163.0
Fis-22832,0.06,71164.0
Fis-22832,0.14,71885.0
Fis-22832,0.11,71165.0
Fis-22832,0.38,71897.0
Fis-22832,0.4,71898.0
Fis-22832,0.28,71899.0
Fis-22832,0.29,71900.0
Fis-22832,0.28,71179.0
Fis-22832,0.27,71180.0
Fis-22832,0.22,71901.0
Fis-22832,0.22,71902.0
Fis-22832,0.22,71181.0
Fis-22832,0.22,71182.0
Fis-22832,0.2,71903.0
Fis-22832,0.2,71904.0
Fis-22832,0.2,71183.0
Fis-22832,0.2,71184.0
Fis-22832,0.22,71905.0
Fis-22832,0.22,71906.0
Fis-22832,0.22,71185.0
Fis-22832,0.22,71186.0
Fis-22832,0.18,71907.0
Fis-22832,0.18,71908.0
Fis-22832,0.18,71187.0
Fis-22832,0.18,71188.0
Fis-22832,0.13,71909.0
Fis-22832,0.13,71910.0
Fis-22832,0.13,71189.0
Fis-22832,0.13,71190.0
Fis-22832,0.18,71911.0
Fis-22832,0.18,71912.0
Fis-22832,0.18,71191.0
Fis-22832,0.18,71192.0
Fis-22832,0.41,71913.0
Fis-22832,0.41,71914.0
Fis-22832,0.41,71193.0
Fis-22832,0.41,71194.0
Fis-22832,0.59,71915.0
Fis-22832,0.59,71916.0
Fis-22832,0.59,71195.0
Fis-22832,0.59,71196.0
Fis-22832,0.72,71917.0
Fis-22832,0.72,71918.0
Fis-22832,0.72,71197.0
Fis-22832,0.72,71198.0
Fis-22832,0.78,71919.0
Fis-22832,0.78,71920.0
Fis-22832,0.78,71199.0
Fis-22832,0.78,71200.0
Fis-22832,0.19,70475.0
Fis-22832,0.19,70476.0
Fis-22832,0.19,69755.0
Fis-22832,0.19,69756.0
Fis-22832,0.39,70477.0
Fis-22832,0.39,70478.0
Fis-22832,0.39,69757.0
Fis-22832,0.39,69758.0
Fis-22832,0.49,70479.0
Fis-22832,0.47,70480.0
Fis-22832,0.48,69759.0
Fis-22832,0.44,69760.0
Fis-22832,0.06,69037.0
Fis-22832,0.06,69038.0
Fis-22832,0.06,68317.0
Fis-22832,0.06,68318.0
Fis-22832,0.22,69039.0
Fis-22832,0.21,69040.0
Fis-22832,0.22,68319.0
Fis-22832,0.21,68320.0
Fis-22832,0.34,71921.0
Fis-22832,0.52,71201.0
Fis-22832,0.5,71202.0
Fis-22832,0.35,71924.0
Fis-22832,0.35,71203.0
Fis-22832,0.33,71204.0
Fis-22832,0.38,71925.0
Fis-22832,0.4,71926.0
Fis-22832,0.39,71205.0
Fis-22832,0.39,71206.0
Fis-22832,0.27,71927.0
Fis-22832,0.27,71928.0
Fis-22832,0.27,71207.0
Fis-22832,0.27,71208.0
Fis-22832,0.1,71929.0
Fis-22832,0.1,71930.0
Fis-22832,0.1,71209.0
Fis-22832,0.1,71210.0
Fis-22832,0.34,70481.0
Fis-22832,0.34,70482.0
Fis-22832,0.37,69761.0
Fis-22832,0.34,69762.0
Fis-22832,0.28,70483.0
Fis-22832,0.29,70484.0
Fis-22832,0.27,69763.0
Fis-22832,0.29,69764.0
Fis-22832,0.18,70485.0
Fis-22832,0.18,70486.0
Fis-22832,0.18,69765.0
Fis-22832,0.17,69766.0
Fis-22832,0.23,69041.0
Fis-22832,0.2,69042.0
Fis-22832,0.23,68321.0
Fis-22832,0.23,68322.0
Fis-22832,0.15,69043.0
Fis-22832,0.15,69044.0
Fis-22832,0.16,68323.0
Fis-22832,0.16,68324.0
Fis-22832,0.06,69045.0
Fis-22832,0.07,69046.0
Fis-22832,0.03,67601.0
Fis-22832,0.04,67602.0
Fis-22832,0.04,66881.0
Fis-22832,0.04,66882.0
Fis-22832,0.02,67603.0
Fis-22832,0.02,66883.0
Fis-22832,0.02,66884.0
Fis-22832,0.09,71931.0
Fis-22832,0.09,71932.0
Fis-22832,0.09,71211.0
Fis-22832,0.09,71212.0
Fis-22832,0.16,71933.0
Fis-22832,0.16,71934.0
Fis-22832,0.16,71213.0
Fis-22832,0.16,71214.0
Fis-22832,0.26,71935.0
Fis-22832,0.26,71936.0
Fis-22832,0.26,71215.0
Fis-22832,0.26,71216.0
Fis-22832,0.32,71937.0
Fis-22832,0.32,71938.0
Fis-22832,0.32,71217.0
Fis-22832,0.32,71218.0
Fis-22832,0.39,71939.0
Fis-22832,0.39,71940.0
Fis-22832,0.39,71219.0
Fis-22832,0.39,71220.0
Fis-22832,0.46,71941.0
Fis-22832,0.46,71942.0
Fis-22832,0.46,71221.0
Fis-22832,0.46,71222.0
Fis-22832,0.53,71943.0
Fis-22832,0.53,71944.0
Fis-22832,0.53,71223.0
Fis-22832,0.53,71224.0
Fis-22832,0.56,71945.0
Fis-22832,0.56,71946.0
Fis-22832,0.56,71225.0
Fis-22832,0.56,71226.0
Fis-22832,0.58,71947.0
Fis-22832,0.58,71948.0
Fis-22832,0.58,71227.0
Fis-22832,0.58,71228.0
Fis-22832,0.59,71949.0
Fis-22832,0.59,71950.0
Fis-22832,0.59,71229.0
Fis-22832,0.59,71230.0
Fis-22832,0.02,70505.0
Fis-22832,0.02,70506.0
Fis-22832,0.02,69785.0
Fis-22832,0.02,69786.0
Fis-22832,0.09,70507.0
Fis-22832,0.09,70508.0
Fis-22832,0.09,69787.0
Fis-22832,0.09,69788.0
Fis-22832,0.13,70509.0
Fis-22832,0.13,70510.0
Fis-22832,0.13,69789.0
Fis-22832,0.13,69790.0
Fis-22832,0.59,71951.0
Fis-22832,0.59,71952.0
Fis-22832,0.59,71231.0
Fis-22832,0.59,71232.0
Fis-22832,0.56,71953.0
Fis-22832,0.56,71954.0
Fis-22832,0.56,71233.0
Fis-22832,0.56,71234.0
Fis-22832,0.54,71955.0
Fis-22832,0.54,71956.0
Fis-22832,0.54,71235.0
Fis-22832,0.54,71236.0
Fis-22832,0.52,71957.0
Fis-22832,0.52,71958.0
Fis-22832,0.52,71237.0
Fis-22832,0.52,71238.0
Fis-22832,0.5,71959.0
Fis-22832,0.5,71960.0
Fis-22832,0.5,71239.0
Fis-22832,0.5,71240.0
Fis-22832,0.14,70511.0
Fis-22832,0.14,70512.0
Fis-22832,0.14,69791.0
Fis-22832,0.14,69792.0
Fis-22832,0.13,70513.0
Fis-22832,0.13,70514.0
Fis-22832,0.13,69793.0
Fis-22832,0.13,69794.0
Fis-22832,0.12,70515.0
Fis-22832,0.12,70516.0
Fis-22832,0.12,69795.0
Fis-22832,0.12,69796.0
Fis-22832,0.1,70517.0
Fis-22832,0.1,70518.0
Fis-22832,0.1,69797.0
Fis-22832,0.1,69798.0
Fis-22832,0.08,70519.0
Fis-22832,0.08,70520.0
Fis-22832,0.08,69799.0
Fis-22832,0.08,69800.0
Fis-22832,0.47,71961.0
Fis-22832,0.47,71962.0
Fis-22832,0.47,71241.0
Fis-22832,0.47,71242.0
Fis-22832,0.45,71963.0
Fis-22832,0.45,71964.0
Fis-22832,0.45,71243.0
Fis-22832,0.45,71244.0
Fis-22832,0.43,71965.0
Fis-22832,0.43,71966.0
Fis-22832,0.43,71245.0
Fis-22832,0.43,71246.0
Fis-22832,0.43,71967.0
Fis-22832,0.43,71968.0
Fis-22832,0.43,71247.0
Fis-22832,0.43,71248.0
Fis-22832,0.46,71969.0
Fis-22832,0.46,71970.0
Fis-22832,0.46,71249.0
Fis-22832,0.46,71250.0
Fis-22832,0.03,70521.0
Fis-22832,0.03,70522.0
Fis-22832,0.03,69801.0
Fis-22832,0.03,69802.0
Fis-22832,0.49,71971.0
Fis-22832,0.49,71972.0
Fis-22832,0.49,71251.0
Fis-22832,0.49,71252.0
Fis-22832,0.53,71973.0
Fis-22832,0.53,71974.0
Fis-22832,0.53,71253.0
Fis-22832,0.53,71254.0
Fis-22832,0.58,71975.0
Fis-22832,0.58,71976.0
Fis-22832,0.58,71255.0
Fis-22832,0.58,71256.0
Fis-22832,0.64,71977.0
Fis-22832,0.64,71978.0
Fis-22832,0.64,71257.0
Fis-22832,0.64,71258.0
Fis-22832,0.65,71979.0
Fis-22832,0.65,71980.0
Fis-22832,0.65,71259.0
Fis-22832,0.65,71260.0
Fis-22832,0.02,70531.0
Fis-22832,0.02,70532.0
Fis-22832,0.02,69811.0
Fis-22832,0.02,69812.0
Fis-22832,0.05,70533.0
Fis-22832,0.05,70534.0
Fis-22832,0.05,69813.0
Fis-22832,0.05,69814.0
Fis-22832,0.1,70535.0
Fis-22832,0.1,70536.0
Fis-22832,0.1,69815.0
Fis-22832,0.1,69816.0
Fis-22832,0.18,70537.0
Fis-22832,0.18,70538.0
Fis-22832,0.18,69817.0
Fis-22832,0.18,69818.0
Fis-22832,0.2,70539.0
Fis-22832,0.2,70540.0
Fis-22832,0.2,69819.0
Fis-22832,0.2,69820.0
Fis-22832,0.63,71981.0
Fis-22832,0.63,71982.0
Fis-22832,0.63,71261.0
Fis-22832,0.63,71262.0
Fis-22832,0.62,71983.0
Fis-22832,0.62,71984.0
Fis-22832,0.62,71263.0
Fis-22832,0.62,71264.0
Fis-22832,0.62,71985.0
Fis-22832,0.62,71986.0
Fis-22832,0.62,71265.0
Fis-22832,0.62,71266.0
Fis-22832,0.62,71987.0
Fis-22832,0.62,71988.0
Fis-22832,0.62,71267.0
Fis-22832,0.62,71268.0
Fis-22832,0.6,71989.0
Fis-22832,0.6,71990.0
Fis-22832,0.6,71269.0
Fis-22832,0.6,71270.0
Fis-22832,0.2,70541.0
Fis-22832,0.2,70542.0
Fis-22832,0.2,69821.0
Fis-22832,0.2,69822.0
Fis-22832,0.21,70543.0
Fis-22832,0.21,70544.0
Fis-22832,0.21,69823.0
Fis-22832,0.21,69824.0
Fis-22832,0.25,70545.0
Fis-22832,0.25,70546.0
Fis-22832,0.25,69825.0
Fis-22832,0.25,69826.0
Fis-22832,0.26,70547.0
Fis-22832,0.26,70548.0
Fis-22832,0.26,69827.0
Fis-22832,0.26,69828.0
Fis-22832,0.26,70549.0
Fis-22832,0.26,70550.0
Fis-22832,0.26,69829.0
Fis-22832,0.26,69830.0
Fis-22832,0.6,71991.0
Fis-22832,0.6,71992.0
Fis-22832,0.6,71271.0
Fis-22832,0.6,71272.0
Fis-22832,0.61,71993.0
Fis-22832,0.61,71994.0
Fis-22832,0.61,71273.0
Fis-22832,0.61,71274.0
Fis-22832,0.62,71995.0
Fis-22832,0.62,71996.0
Fis-22832,0.62,71275.0
Fis-22832,0.62,71276.0
Fis-22832,0.62,71997.0
Fis-22832,0.62,71998.0
Fis-22832,0.62,71277.0
Fis-22832,0.62,71278.0
Fis-22832,0.62,71999.0
Fis-22832,0.62,72e3
Fis-22832,0.62,71279.0
Fis-22832,0.62,71280.0
Fis-22832,0.26,70551.0
Fis-22832,0.26,70552.0
Fis-22832,0.26,69831.0
Fis-22832,0.26,69832.0
Fis-22832,0.29,70553.0
Fis-22832,0.29,70554.0
Fis-22832,0.29,69833.0
Fis-22832,0.29,69834.0
Fis-22832,0.3,70555.0
Fis-22832,0.3,70556.0
Fis-22832,0.3,69835.0
Fis-22832,0.3,69836.0
Fis-22832,0.31,70557.0
Fis-22832,0.31,70558.0
Fis-22832,0.31,69837.0
Fis-22832,0.31,69838.0
Fis-22832,0.31,70559.0
Fis-22832,0.31,70560.0
Fis-22832,0.31,69839.0
Fis-22832,0.31,69840.0
Fis-22832,0.15,57241.0
Fis-22832,0.16,57242.0
Fis-22832,0.12,56521.0
Fis-22832,0.15,56522.0
Fis-22832,0.09,57243.0
Fis-22832,0.1,57244.0
Fis-22832,0.1,56523.0
Fis-22832,0.1,56524.0
Fis-22832,0,55801.0
Fis-22832,0.05,55802.0
Fis-22832,0.1,55082.0
Fis-22832,0.06,55803.0
Fis-22832,0.05,55804.0
Fis-22832,0.07,55083.0
Fis-22832,0.03,55084.0
Fis-22832,0.03,55805.0
Fis-22832,0.02,55806.0
Fis-22832,0.03,55085.0
Fis-22832,0.03,55086.0
Fis-22832,0.02,55807.0
Fis-22832,0.02,55808.0
Fis-22832,0.02,55087.0
Fis-22832,0.02,55088.0
Fis-22832,0.02,55809.0
Fis-22832,0.02,55089.0
Fis-22832,0,54369.0
Fis-22832,0,54370.0
Fis-22832,0,53649.0
Fis-22832,0,53650.0
Fis-22832,0.51,129961.0
Fis-22832,0.51,129962.0
Fis-22832,0.51,130681.0
Fis-22832,0.51,130682.0
Fis-22832,0.51,129963.0
Fis-22832,0.51,129964.0
Fis-22832,0.51,130683.0
Fis-22832,0.51,130684.0
Fis-22832,0.5,129965.0
Fis-22832,0.5,129966.0
Fis-22832,0.5,130685.0
Fis-22832,0.5,130686.0
Fis-22832,0.49,129967.0
Fis-22832,0.49,129968.0
Fis-22832,0.49,130687.0
Fis-22832,0.49,130688.0
Fis-22832,0.49,129969.0
Fis-22832,0.49,129970.0
Fis-22832,0.49,130689.0
Fis-22832,0.49,130690.0
Fis-22832,0.59,131401.0
Fis-22832,0.59,131402.0
Fis-22832,0.59,132121.0
Fis-22832,0.59,132122.0
Fis-22832,0.59,131403.0
Fis-22832,0.59,131404.0
Fis-22832,0.59,132123.0
Fis-22832,0.59,132124.0
Fis-22832,0.58,131405.0
Fis-22832,0.58,131406.0
Fis-22832,0.58,132125.0
Fis-22832,0.57,132126.0
Fis-22832,0.57,131407.0
Fis-22832,0.57,131408.0
Fis-22832,0.57,132127.0
Fis-22832,0.57,132128.0
Fis-22832,0.57,131409.0
Fis-22832,0.57,131410.0
Fis-22832,0.57,132129.0
Fis-22832,0.57,132130.0
Fis-22832,0.65,132841.0
Fis-22832,0.65,132842.0
Fis-22832,0.65,133561.0
Fis-22832,0.65,133562.0
Fis-22832,0.64,132843.0
Fis-22832,0.64,132844.0
Fis-22832,0.64,133563.0
Fis-22832,0.63,133564.0
Fis-22832,0.63,132845.0
Fis-22832,0.61,132846.0
Fis-22832,0.63,133565.0
Fis-22832,0.61,133566.0
Fis-22832,0.61,132847.0
Fis-22832,0.62,132848.0
Fis-22832,0.6,133567.0
Fis-22832,0.6,133568.0
Fis-22832,0.61,132849.0
Fis-22832,0.61,132850.0
Fis-22832,0.61,133569.0
Fis-22832,0.6,133570.0
Fis-22832,0.67,134281.0
Fis-22832,0.67,134282.0
Fis-22832,0.67,135001.0
Fis-22832,0.67,135002.0
Fis-22832,0.66,134283.0
Fis-22832,0.64,134284.0
Fis-22832,0.66,135003.0
Fis-22832,0.66,135004.0
Fis-22832,0.64,134285.0
Fis-22832,0.63,134286.0
Fis-22832,0.65,135005.0
Fis-22832,0.64,135006.0
Fis-22832,0.61,134287.0
Fis-22832,0.6,134288.0
Fis-22832,0.63,135007.0
Fis-22832,0.59,135008.0
Fis-22832,0.6,134289.0
Fis-22832,0.62,134290.0
Fis-22832,0.58,135009.0
Fis-22832,0.6,135010.0
Fis-22832,0.68,135721.0
Fis-22832,0.68,135722.0
Fis-22832,0.68,136441.0
Fis-22832,0.68,136442.0
Fis-22832,0.68,135723.0
Fis-22832,0.68,135724.0
Fis-22832,0.68,136443.0
Fis-22832,0.68,136444.0
Fis-22832,0.66,135725.0
Fis-22832,0.64,135726.0
Fis-22832,0.66,136445.0
Fis-22832,0.66,136446.0
Fis-22832,0.63,135727.0
Fis-22832,0.6,135728.0
Fis-22832,0.65,136447.0
Fis-22832,0.59,136448.0
Fis-22832,0.59,135729.0
Fis-22832,0.58,135730.0
Fis-22832,0.56,136449.0
Fis-22832,0.55,136450.0
Fis-22832,0.49,129971.0
Fis-22832,0.49,129972.0
Fis-22832,0.49,130691.0
Fis-22832,0.49,130692.0
Fis-22832,0.48,129973.0
Fis-22832,0.48,129974.0
Fis-22832,0.48,130693.0
Fis-22832,0.48,130694.0
Fis-22832,0.47,129975.0
Fis-22832,0.43,129976.0
Fis-22832,0.47,130695.0
Fis-22832,0.44,130696.0
Fis-22832,0.39,129977.0
Fis-22832,0.34,129978.0
Fis-22832,0.36,130697.0
Fis-22832,0.27,130698.0
Fis-22832,0.35,129979.0
Fis-22832,0.05,130699.0
Fis-22832,0.57,131411.0
Fis-22832,0.57,131412.0
Fis-22832,0.57,132131.0
Fis-22832,0.57,132132.0
Fis-22832,0.57,131413.0
Fis-22832,0.57,131414.0
Fis-22832,0.57,132133.0
Fis-22832,0.57,132134.0
Fis-22832,0.53,131415.0
Fis-22832,0.52,131416.0
Fis-22832,0.52,132135.0
Fis-22832,0.5,132136.0
Fis-22832,0.5,131417.0
Fis-22832,0.43,131418.0
Fis-22832,0.5,132137.0
Fis-22832,0.49,132138.0
Fis-22832,0.31,131419.0
Fis-22832,0.36,132139.0
Fis-22832,0.61,132851.0
Fis-22832,0.61,132852.0
Fis-22832,0.61,133571.0
Fis-22832,0.61,133572.0
Fis-22832,0.61,132853.0
Fis-22832,0.61,132854.0
Fis-22832,0.61,133573.0
Fis-22832,0.6,133574.0
Fis-22832,0.58,132855.0
Fis-22832,0.54,132856.0
Fis-22832,0.57,133575.0
Fis-22832,0.54,133576.0
Fis-22832,0.54,132857.0
Fis-22832,0.52,132858.0
Fis-22832,0.53,133577.0
Fis-22832,0.49,133578.0
Fis-22832,0.51,132859.0
Fis-22832,0.47,132860.0
Fis-22832,0.51,133579.0
Fis-22832,0.47,133580.0
Fis-22832,0.6,134291.0
Fis-22832,0.61,134292.0
Fis-22832,0.58,135011.0
Fis-22832,0.58,135012.0
Fis-22832,0.6,134293.0
Fis-22832,0.59,134294.0
Fis-22832,0.58,135013.0
Fis-22832,0.58,135014.0
Fis-22832,0.52,134295.0
Fis-22832,0.51,134296.0
Fis-22832,0.49,135015.0
Fis-22832,0.48,135016.0
Fis-22832,0.51,134297.0
Fis-22832,0.49,134298.0
Fis-22832,0.45,135017.0
Fis-22832,0.44,135018.0
Fis-22832,0.48,134299.0
Fis-22832,0.44,134300.0
Fis-22832,0.46,135019.0
Fis-22832,0.41,135020.0
Fis-22832,0.54,135731.0
Fis-22832,0.55,135732.0
Fis-22832,0.55,136451.0
Fis-22832,0.52,136452.0
Fis-22832,0.53,135733.0
Fis-22832,0.56,135734.0
Fis-22832,0.54,136453.0
Fis-22832,0.56,136454.0
Fis-22832,0.5,135735.0
Fis-22832,0.48,135736.0
Fis-22832,0.53,136455.0
Fis-22832,0.48,136456.0
Fis-22832,0.45,135737.0
Fis-22832,0.41,135738.0
Fis-22832,0.46,136457.0
Fis-22832,0.4,136458.0
Fis-22832,0.43,135739.0
Fis-22832,0.41,135740.0
Fis-22832,0.35,136459.0
Fis-22832,0.35,136460.0
Fis-22832,0.71,137161.0
Fis-22832,0.71,137162.0
Fis-22832,0.71,137881.0
Fis-22832,0.71,137882.0
Fis-22832,0.7,137163.0
Fis-22832,0.7,137164.0
Fis-22832,0.7,137883.0
Fis-22832,0.7,137884.0
Fis-22832,0.69,137165.0
Fis-22832,0.69,137166.0
Fis-22832,0.69,137885.0
Fis-22832,0.68,137886.0
Fis-22832,0.66,137167.0
Fis-22832,0.65,137168.0
Fis-22832,0.67,137887.0
Fis-22832,0.68,137888.0
Fis-22832,0.62,137169.0
Fis-22832,0.6,137170.0
Fis-22832,0.66,137889.0
Fis-22832,0.66,137890.0
Fis-22832,0.74,138601.0
Fis-22832,0.74,138602.0
Fis-22832,0.74,139321.0
Fis-22832,0.74,139322.0
Fis-22832,0.74,138603.0
Fis-22832,0.74,138604.0
Fis-22832,0.74,139323.0
Fis-22832,0.74,139324.0
Fis-22832,0.73,138605.0
Fis-22832,0.73,138606.0
