"","X.1","X","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","total_area","log_total_area"
"1019",1019,1019,"Fis-25650",165659,"Chelmon rostratus",NA,NA,"BUTTERFLYFISH","LC","Stable",18005209.2304342,12447530.0094957,35.1292743953294,31.7264386989158,33.1442869057548,52.5449101796407,"AM",18005209.2304342,16.7061716756826
"1020",1020,1020,"Fis-25659",187715,"Bodianus anthioides",NA,NA,"WRASSES","LC","Unknown",24617934.6133673,19820838.947224,26.1371928971053,19.7032352225736,54.1595718803211,57.0177765985673,"AM",24617934.6133673,17.0189857845991
"1021",1021,1021,"Fis-25660",187516,"Bodianus axillaris",NA,NA,"WRASSES","LC","Unknown",31056211.5995668,26260061.2691232,34.3370005790388,15.7112526539278,49.9517467670334,68.6077902043965,"AM",31056211.5995668,17.251309397852
"1022",1022,1022,"Fis-25662",187646,"Bodianus mesothorax",NA,NA,"WRASSES","LC","Unknown",18585597.7519772,14061213.2123619,32.184655396619,24.479843953186,43.3355006501951,56.7986230636833,"AM",18585597.7519772,16.7378975243374
"1023",1023,1023,"Fis-25663",187578,"Choerodon anchorago",NA,NA,"WRASSES","LC","Unknown",17583377.6344864,12699478.768266,30.5493370070604,27.8457034613398,41.6049595315998,52.3149513417871,"AM",17583377.6344864,16.682464561146
"1024",1024,1024,"Fis-25671",172363,"Elops machnata",NA,NA,"BONEFISH_TARPONS","LC","Unknown",22828622.8197178,14446560.1662082,39.8670663365046,37.6775707024632,22.4553629610322,63.9690506064408,"IUCN",22828622.8197178,16.9435256934152
"1025",1025,1025,"Fis-25679",132823,"Epinephelus chlorostigma",NA,NA,"GROUPERS","LC","Stable",21576237.0863883,9191248.98422795,20.116134384073,57.2100096778653,22.6738559380617,47.0113085621971,"IUCN",21576237.0863883,16.8871031321724
"1026",1026,1026,"Fis-25680",170266,"Acanthopagrus berda",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",13274750.13902,6334062.71350085,16.3596004439512,52.519422863485,31.1209766925638,34.4553529686769,"IUCN",13274750.13902,16.4013743029957
"1027",1027,1027,"Fis-25681",170194,"Chrysoblephus anglicus",NA,NA,"SEABREAMS_PORGIES","NT","Decreasing",645813.504159401,321500.686519891,27.7056277056277,48.9177489177489,23.3766233766234,54.2372881355932,"IUCN",645813.504159401,13.3782660478331
"1028",1028,1028,"Fis-25683",170259,"Chrysoblephus puniceus",NA,NA,"SEABREAMS_PORGIES","LC","Increasing",904360.825888045,200699.549653557,12.5,76.875,10.625,54.0540540540541,"IUCN",904360.825888045,13.7149837034191
"1029",1029,1029,"Fis-25684",170204,"Cymatoceps nasutus",NA,NA,"SEABREAMS_PORGIES","VU","Decreasing",472848.07347049,276832.448190163,29.2134831460674,39.8876404494382,30.8988764044944,48.5981308411215,"IUCN",472848.07347049,13.0665294181422
"1030",1030,1030,"Fis-25685",170208,"Pachymetopon grande",NA,NA,"SEABREAMS_PORGIES","NT","Decreasing",1246046.10740888,239237.6922578,11.0344827586207,78.6206896551724,10.3448275862069,51.6129032258064,"IUCN",1246046.10740888,14.0354859819859
"1031",1031,1031,"Fis-25687",170203,"Rhabdosargus holubi",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",937303.290330315,388163.624305777,19.3452380952381,55.6547619047619,25,43.6241610738255,"IUCN",937303.290330315,13.750762191163
"1032",1032,1032,"Fis-25688",170172,"Spondyliosoma emarginatum",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",959075.437931853,319341.460724269,14.5348837209302,63.953488372093,21.5116279069767,40.3225806451613,"IUCN",959075.437931853,13.7737250138916
"1033",1033,1033,"Fis-25689",63571,"Bolbometopon muricatum",NA,NA,"PARROTFISH","VU","Decreasing",23473311.5802457,20206867.932945,30.4459912348543,14.1144624903326,55.4395462748131,68.325137402372,"AM",23473311.5802457,16.9713746563077
"1034",1034,1034,"Fis-25690",190690,"Cetoscarus bicolor",NA,NA,"PARROTFISH","LC","Unknown",13266679.0778576,623042.653839984,2.94117647058824,95.1131221719457,1.94570135746606,60.1851851851852,"IUCN",13266679.0778576,16.400766117103
"1035",1035,1035,"Fis-25691",190745,"Hipposcarus longiceps",NA,NA,"PARROTFISH","LC","Unknown",21587822.3107742,17949129.6207271,29.8321678321678,16.979020979021,53.1888111888112,63.7287122796534,"AM",21587822.3107742,16.887639931761
"1036",1036,1036,"Fis-25692",190726,"Scarus altipinnis",NA,NA,"PARROTFISH","LC","Unknown",16964956.0797446,11183581.430204,15.9307665135994,33.7689862239491,50.3002472624514,32.0540156361052,"AM",16964956.0797446,16.6466603673226
"1037",1037,1037,"Fis-25694",190747,"Scarus forsteni",NA,NA,"PARROTFISH","LC","Unknown",19662356.4668968,15788231.7423938,27.4701743652493,19.7613949219945,52.7684307127562,58.160621761658,"AM",19662356.4668968,16.7942165264821
"1038",1038,1038,"Fis-25696",190731,"Scarus rubroviolaceus",NA,NA,"PARROTFISH","LC","Unknown",30421273.2570325,27182942.1467085,33.3629717447145,10.7488638608971,55.8881643943885,75.6326987681971,"AM",30421273.2570325,17.2306526998377
"1039",1039,1039,"Fis-25697",165651,"Chaetodon lunula",NA,NA,"BUTTERFLYFISH","LC","Stable",31998481.3211374,29129233.3621295,32.6316774253906,9.01861727009075,58.3497053045187,78.3468104222821,"AM",31998481.3211374,17.2811990009233
"1040",1040,1040,"Fis-25698",165702,"Coradion chrysozonus",NA,NA,"BUTTERFLYFISH","LC","Stable",17246703.5799881,13324899.6878012,43.3783546746185,23.1713734432556,33.4502718821259,65.1818661043753,"AM",17246703.5799881,16.663131586368
"1041",1041,1041,"Fis-25699",165667,"Forcipiger longirostris",NA,NA,"BUTTERFLYFISH","LC","Unknown",28883446.893764,22603156.1236752,27.9646017699115,21.9364914107236,50.0989068193649,56.040058418527,"AM",28883446.893764,17.1787792171441
"1042",1042,1042,"Fis-25700",165672,"Hemitaurichthys polylepis",NA,NA,"BUTTERFLYFISH","LC","Stable",22241348.5132519,18485010.6709803,23.3711814003785,17.0316301703163,59.5971884293052,57.8454332552693,"AM",22241348.5132519,16.9174636600971
"1043",1043,1043,"Fis-25701",165626,"Heniochus acuminatus",NA,NA,"BUTTERFLYFISH","LC","Stable",32710828.5005593,29960423.3173578,42.5296803652968,8.58447488584475,48.8858447488584,83.2052885474361,"AM",32710828.5005593,17.3032167278566
"1044",1044,1044,"Fis-25702",165652,"Heniochus varius",NA,NA,"BUTTERFLYFISH","LC","Stable",20511866.1315191,16746199.0569173,30.5269355313512,18.5899322931999,50.8831321754489,62.1516332034762,"AM",20511866.1315191,16.8365141123317
"1045",1045,1045,"Fis-25703",187713,"Pseudodax moluccanus",NA,NA,"WRASSES","LC","Unknown",28724439.6470524,24164264.8088621,33.5219532641727,16.0850885465786,50.3929581892487,67.5749894381073,"AM",28724439.6470524,17.1732588740085
"1046",1046,1046,"Fis-25704",187523,"Oxycheilinus bimaculatus",NA,NA,"WRASSES","LC","Unknown",28076032.4818346,20754769.8118961,29.8144593730006,26.0183407976114,44.1671998293879,53.3995416348358,"AM",28076032.4818346,17.1504268337571
"1047",1047,1047,"Fis-25705",187384,"Cheilinus chlorourus",NA,NA,"WRASSES","LC","Unknown",27858737.5453286,23872557.0895498,32.6385138783886,14.5480073442056,52.8134787774058,69.1691462577249,"AM",27858737.5453286,17.1426572110512
"1048",1048,1048,"Fis-25707",187739,"Cheilinus fasciatus",NA,NA,"WRASSES","LC","Unknown",27506062.1033341,22528863.5996617,35.4810431733509,18.4527722989261,46.066184527723,65.7862657456319,"AM",27506062.1033341,17.1299169784647
"1049",1049,1049,"Fis-25708",187674,"Oxycheilinus unifasciatus",NA,NA,"WRASSES","LC","Unknown",23591790.3550407,18076220.0828511,26.6318870085253,23.43809644993,49.9300165415447,53.1893265565438,"AM",23591790.3550407,16.9764093431645
"1050",1050,1050,"Fis-25709",187722,"Epibulus insidiator",NA,NA,"WRASSES","LC","Unknown",29844911.4761834,25887759.4042569,34.7006651884701,13.5254988913525,51.7738359201774,71.9540229885058,"AM",29844911.4761834,17.2115249134617
"1051",1051,1051,"Fis-25710",187681,"Cymolutes praetextatus",NA,NA,"WRASSES","LC","Unknown",14581339.6715722,12539294.7158765,19.5814338997099,13.9038541234977,66.5147119767924,58.4777227722772,"AM",14581339.6715722,16.4952531645193
"1052",1052,1052,"Fis-25711",187530,"Cymolutes torquatus",NA,NA,"WRASSES","LC","Unknown",15560495.1731968,10367352.6931971,27.5642263859378,33.7067799884103,38.7289936256519,44.9873896595208,"AM",15560495.1731968,16.5602458996784
"1053",1053,1053,"Fis-25713",187441,"Novaculichthys taeniourus",NA,NA,"WRASSES","LC","Unknown",30863434.0506105,27954843.752283,32.8310324713202,9.62473264631538,57.5442348823644,77.3299748110831,"AM",30863434.0506105,17.2450826770819
"1054",1054,1054,"Fis-25716",187477,"Pseudocheilinus hexataenia",NA,NA,"WRASSES","LC","Unknown",28675868.1320378,23382617.9629994,30.8418073173289,18.6392703637698,50.5189223189013,62.3305084745763,"AM",28675868.1320378,17.1715664953963
"1055",1055,1055,"Fis-25717",187625,"Pteragogus guttatus",NA,NA,"WRASSES","LC","Unknown",5068298.49189317,2209767.30179129,18.3414043583535,56.1743341404358,25.4842615012107,41.8508287292818,"IUCN",5068298.49189317,15.4385157160631
"1056",1056,1056,"Fis-25718",187383,"Cheilio inermis",NA,NA,"WRASSES","LC","Unknown",29992212.2453235,26555715.2330036,33.7879542060727,11.5480338476854,54.6640119462419,74.5278875713658,"AM",29992212.2453235,17.2164483141041
"1057",1057,1057,"Fis-25720",187783,"Halichoeres hartzfeldii",NA,NA,"WRASSES","LC","Unknown",19041205.9923076,12675811.9520814,29.0714173104209,33.6749172315939,37.2536654579852,46.3316582914573,"AM",19041205.9923076,16.7621159252537
"1058",1058,1058,"Fis-25722",187443,"Halichoeres margaritaceus",NA,NA,"WRASSES","LC","Unknown",21560349.1805623,19247685.4810442,27.666388192704,10.7630186577555,61.5705931495405,71.9927536231884,"AM",21560349.1805623,16.8863664996328
"1059",1059,1059,"Fis-25723",187454,"Halichoeres scapularis",NA,NA,"WRASSES","LC","Unknown",21135334.8236253,18327859.7841539,36.6100727635897,13.5254672563846,49.8644599800257,73.0221969265794,"AM",21135334.8236253,16.8664568339974
"1060",1060,1060,"Fis-25724",187474,"Halichoeres trimaculatus",NA,NA,"WRASSES","LC","Unknown",22034473.6390069,18516655.0385592,28.1373484125903,16.0103556342826,55.8522959531271,63.7345679012346,"AM",22034473.6390069,16.9081187684761
"1061",1061,1061,"Fis-25725",187373,"Hemigymnus fasciatus",NA,NA,"WRASSES","LC","Unknown",30274931.2467119,26654129.0490376,31.0221870047544,12.202852614897,56.7749603803487,71.769019248396,"AM",30274931.2467119,17.2258305764417
"1062",1062,1062,"Fis-25726",187476,"Hemigymnus melapterus",NA,NA,"WRASSES","LC","Unknown",27912585.7966461,24104335.2795722,35.0086095566078,13.9259578131726,51.0654326302195,71.5416758302177,"AM",27912585.7966461,17.1445882488973
"1063",1063,1063,"Fis-25727",187698,"Hologymnosus annulatus",NA,NA,"WRASSES","LC","Unknown",26105981.5681763,20691450.3767601,30.7383627608347,20.8438431552396,48.4177940839257,59.591020226717,"AM",26105981.5681763,17.0776750248928
"1064",1064,1064,"Fis-25728",187527,"Hologymnosus doliatus",NA,NA,"WRASSES","LC","Unknown",25828859.6810075,21515514.1160388,31.7124243834342,16.8683108422522,51.4192647743136,65.2777777777778,"AM",25828859.6810075,17.0670030170208
"1065",1065,1065,"Fis-25729",187547,"Pseudocoris yamashiroi",NA,NA,"WRASSES","LC","Unknown",18497432.8969298,15893448.0234443,28.175444317626,14.2507744986141,57.57378118376,66.4104534973098,"AM",18497432.8969298,16.7331425180921
"1066",1066,1066,"Fis-25730",187424,"Stethojulis bandanensis",NA,NA,"WRASSES","LC","Unknown",24879373.5453603,22470861.6340119,31.9715594119065,9.70113280308508,58.3273077850084,76.7206477732794,"AM",24879373.5453603,17.0295496464732
"1067",1067,1067,"Fis-25731",187489,"Stethojulis strigiventer",NA,NA,"WRASSES","LC","Unknown",26861953.7769589,22994751.0678211,31.2395028552234,14.6008285746277,54.1596685701489,68.1485100146556,"AM",26861953.7769589,17.1062214856902
"1068",1068,1068,"Fis-25732",187490,"Thalassoma amblycephalum",NA,NA,"WRASSES","LC","Unknown",29393996.0110448,26435321.5989593,32.3742475257627,10.1724313845526,57.4533210896847,76.0911270983213,"AM",29393996.0110448,17.1963009941423
"1069",1069,1069,"Fis-25734",187780,"Thalassoma jansenii",NA,NA,"WRASSES","LC","Unknown",17043868.0324379,13280795.3811252,33.9408954167404,22.5800743231286,43.479030260131,60.0500939261115,"AM",17043868.0324379,16.6513010508143
"1070",1070,1070,"Fis-25735",187381,"Thalassoma lunare",NA,NA,"WRASSES","LC","Stable",29821227.4717551,27120659.928215,37.04298915227,9.19043792687826,53.7665729208518,80.1216597870954,"AM",29821227.4717551,17.2107310291551
"1071",1071,1071,"Fis-25736",187685,"Thalassoma lutescens",NA,NA,"WRASSES","LC","Unknown",25319412.3822265,16652143.1055767,19.3015573383672,33.9310995752714,46.7673430863615,36.258865248227,"AM",25319412.3822265,17.047081947318
"1072",1072,1072,"Fis-25737",187746,"Thalassoma purpureum",NA,NA,"WRASSES","LC","Unknown",30702785.0436177,27364089.673876,30.4767475870137,11.0266159695817,58.4966364434045,73.4319943622269,"AM",30702785.0436177,17.2398639264759
"1073",1073,1073,"Fis-25738",187733,"Thalassoma quinquevittatum",NA,NA,"WRASSES","LC","Unknown",27737596.3373486,23191988.7972171,31.9631236442516,16.5943600867679,51.4425162689805,65.8253294616931,"AM",27737596.3373486,17.1382993193976
"1074",1074,1074,"Fis-25739",187707,"Thalassoma trilobatum",NA,NA,"WRASSES","LC","Unknown",25664755.9030799,21359219.0358955,26.8614845119813,16.8205727644652,56.3179427235535,61.4931763446615,"AM",25664755.9030799,17.0606292430441
"1075",1075,1075,"Fis-25748",165884,"Chaetodontoplus mesoleucus",NA,NA,"ANGELFISH","LC","Stable",11946712.5079265,9856155.43350979,35.4372623574145,17.8200253485425,46.7427122940431,66.5397429795336,"AM",11946712.5079265,16.2959666945546
"1076",1076,1076,"Fis-25749",165867,"Pomacanthus navarchus",NA,NA,"ANGELFISH","LC","Stable",11675197.9115172,8841518.72852831,32.4634655532359,24.4258872651357,43.1106471816284,57.0642201834862,"AM",11675197.9115172,16.2729773131115
"1077",1077,1077,"Fis-25750",165829,"Pomacanthus xanthometopon",NA,NA,"ANGELFISH","LC","Stable",16480168.4191957,13889121.6501471,37.1397099320727,16.2107582155315,46.6495318523958,69.6145905024088,"AM",16480168.4191957,16.6176683020048
"1078",1078,1078,"Fis-25751",165851,"Pomacanthus semicirculatus",NA,NA,"ANGELFISH","LC","Stable",26844104.5717749,23639015.5694665,39.2936720142603,12.0989304812834,48.6073975044563,76.4578365488836,"AM",26844104.5717749,17.1055567857889
"1079",1079,1079,"Fis-25907",178005,"Zebrasoma scopas",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",31358721.9118785,28863851.4409736,36.4973262032086,8.29831932773109,55.2043544690603,81.4751652099766,"AM",31358721.9118785,17.2610029972549
"1080",1080,1080,"Fis-25943",170201,"Pachymetopon aeneum",NA,NA,"SEABREAMS_PORGIES","LC","Increasing",339841.400770281,316287.776245162,19.8473282442748,6.87022900763359,73.2824427480916,74.2857142857143,"AM",339841.400770281,12.7362343194394
"1081",1081,1081,"Fis-25944",132736,"Epinephelus rivulatus",NA,NA,"GROUPERS","LC","Decreasing",18639220.0842291,8525026.20235471,27.0063694267516,53.5031847133758,19.4904458598726,58.0821917808219,"IUCN",18639220.0842291,16.7407785253715
"1082",1082,1082,"Fis-25945",170183,"Chrysoblephus cristiceps",NA,NA,"SEABREAMS_PORGIES","CR","Decreasing",494653.465022089,275944.923957158,29.0322580645161,42.4731182795699,28.494623655914,50.4672897196262,"IUCN",494653.465022089,13.1116127257245
"1083",1083,1083,"Fis-25946",170256,"Chrysoblephus gibbiceps",NA,NA,"SEABREAMS_PORGIES","EN","Decreasing",417658.921988396,177933.750710891,18.4713375796178,55.4140127388535,26.1146496815287,41.4285714285714,"IUCN",417658.921988396,12.9424204023129
"1084",1084,1084,"Fis-25952",177969,"Acanthurus nigricans",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",17869651.1055719,10611203.0247639,12.9909365558912,40.5673044645854,46.4417589795233,24.2557192102789,"AM",17869651.1055719,16.6986143629143
"1085",1085,1085,"Fis-25952",177953,"Acanthurus nigricans",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",17869651.1055719,10611203.0247639,12.9909365558912,40.5673044645854,46.4417589795233,24.2557192102789,"AM",17869651.1055719,16.6986143629143
"1086",1086,1086,"Fis-25952",154818,"Acanthurus nigricans",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",17869651.1055719,10611203.0247639,12.9909365558912,40.5673044645854,46.4417589795233,24.2557192102789,"AM",17869651.1055719,16.6986143629143
"1087",1087,1087,"Fis-25953",177964,"Ctenochaetus marginatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",3713636.71468029,3108563.83753687,7.88824979457683,16.5160230073952,75.5957271980279,32.3232323232323,"AM",3713636.71468029,15.1275222010003
"1088",1088,1088,"Fis-25954",177949,"Ctenochaetus strigosus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",9571492.72421071,692057.02592176,1.85127078757452,92.375274552871,5.77345465955444,24.2798353909465,"IUCN",9571492.72421071,16.0742997308069
"1089",1089,1089,"Fis-25955",177972,"Paracanthurus hepatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown",25527731.0372807,22381149.6626744,34.8108747044917,12.5295508274232,52.6595744680851,73.5330836454432,"AM",25527731.0372807,17.055275910896
"1090",1090,1090,"Fis-25956",178005,"Zebrasoma flavescens",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",18532361.261764,14370243.599971,15.2272727272727,22.4675324675325,62.3051948051948,40.396210163652,"AM",18532361.261764,16.7350290192723
"1091",1091,1091,"Fis-25956",178015,"Zebrasoma flavescens",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",18532361.261764,14370243.599971,15.2272727272727,22.4675324675325,62.3051948051948,40.396210163652,"AM",18532361.261764,16.7350290192723
"1092",1092,1092,"Fis-25957",177988,"Naso annulatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",28142795.4764605,23809611.7399443,31.0010649627263,15.5591054313099,53.4398296059638,66.5827996340348,"AM",28142795.4764605,17.1528019464528
"1093",1093,1093,"Fis-25958",177983,"Naso brachycentron",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",21789373.7171544,17134260.6717441,31.2422102201911,21.5621105110096,47.1956792687993,59.1660110149489,"AM",21789373.7171544,16.8969329647526
"1094",1094,1094,"Fis-25959",177990,"Naso brevirostris",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable",32523041.665782,29750684.323566,39.3454679168965,8.83434454863026,51.8201875344732,81.6638046174394,"AM",32523041.665782,17.2974593704281
"1095",1095,1095,"Fis-25960",155120,"Naso vlamingii",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Decreasing",26931157.3087123,24423654.0304293,28.9249720044793,9.47368421052632,61.6013437849944,75.3280839895013,"AM",26931157.3087123,17.1087944385659
"1096",1096,1096,"Fis-25968",48342137,"Exallias brevis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",28461525.7963678,24156789.2042631,29.3509234828496,15.2823218997361,55.3667546174143,65.7602270040199,"AM",28461525.7963678,17.1640637611484
"1097",1097,1097,"Fis-25969",48342385,"Ecsenius bicolor",NA,NA,"COMBTOOTHBLENNIES","LC","Decreasing",21343287.2496473,15702764.0967249,28.1218993621545,26.6902905740609,45.1878100637846,51.3059219032842,"AM",21343287.2496473,16.8762478336639
"1098",1098,1098,"Fis-25970",48342451,"Ecsenius yaeyamaensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",15196147.9423015,10948120.0651666,31.6157379668464,28.2804074295986,40.103854603555,52.7842614204735,"AM",15196147.9423015,16.5365525288504
"1099",1099,1099,"Fis-25971",48342521,"Entomacrodus caudofasciatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",16063631.2154486,12235328.852814,18.8002242571482,23.7712577088395,57.4285180340123,44.161545215101,"AM",16063631.2154486,16.5920683440044
"1100",1100,1100,"Fis-25972",48342389,"Entomacrodus decussatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",17208259.7515753,14594643.8733808,29.6556570625439,15.3900210822207,54.9543218552354,65.8346333853354,"AM",17208259.7515753,16.6609000446307
"1101",1101,1101,"Fis-25974",48342213,"Entomacrodus striatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",28480377.245784,24812884.5389971,30.6846999154691,13.0811496196112,56.2341504649197,70.1110574601642,"AM",28480377.245784,17.1647258904099
"1102",1102,1102,"Fis-25975",48342265,"Entomacrodus thalassinus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",24201274.6893248,20392323.5588853,27.4370481176764,15.8189977561705,56.7439541261531,63.4293948126801,"AM",24201274.6893248,17.0019158628523
"1103",1103,1103,"Fis-25979",46079801,"Istiblennius edentulus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",30657147.4586472,27889046.964694,32.8771140873986,9.18955909668589,57.9333268159155,78.1547757378573,"AM",30657147.4586472,17.2383763892012
"1104",1104,1104,"Fis-25980",48342321,"Istiblennius lineatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",23523737.3791699,18689910.7602602,23.5271516393443,20.7095286885246,55.7633196721312,53.1847133757962,"AM",23523737.3791699,16.9735205705467
"1105",1105,1105,"Fis-25986",48342519,"Rhabdoblennius rhabdotrachelus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",5679775.80366355,2796270.38050696,6.41569459172853,50.4772004241782,43.1071049840933,12.9550321199143,"IUCN",5679775.80366355,15.5524223187323
"1106",1106,1106,"Fis-25987",48342471,"Rhabdoblennius snowi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",8766542.57770593,4147066.7871106,8.37370242214533,52.6989619377163,38.9273356401384,17.7029992684711,"IUCN",8766542.57770593,15.9864530537454
"1107",1107,1107,"Fis-25988",48342111,"Salarias fasciatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",23217592.5735686,21192833.3736008,34.6269045448626,8.89438729001172,56.4787081651257,79.5631358467983,"AM",23217592.5735686,16.9604208498568
"1108",1108,1108,"Fis-25990",154643,"Parenchelyurus hepburni",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",18787670.3510568,16198424.8307295,26.7000484574382,13.9880471652399,59.3119043773219,65.6212782850338,"AM",18787670.3510568,16.7487113802574
"1109",1109,1109,"Fis-25991",48342525,"Aspidontus dussumieri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",27467267.7258215,22579773.2073414,31.6162828767871,17.9417221434028,50.4419949798101,63.7965205901784,"AM",27467267.7258215,17.1285055891938
"1110",1110,1110,"Fis-25992",48342093,"Meiacanthus atrodorsalis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",15576027.6259739,11927371.7566618,28.8625776397516,23.6413043478261,47.4961180124224,54.9722735674677,"AM",15576027.6259739,16.561243599657
"1111",1111,1111,"Fis-25993",48342154,"Meiacanthus grammistes",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",13294547.5284255,10868510.81539,35.4066985645933,18.4552289815448,46.1380724538619,65.7360406091371,"AM",13294547.5284255,16.4028645488665
"1112",1112,1112,"Fis-25994",48342530,"Plagiotremus laudandus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",16400790.3242053,12828211.1288873,28.5740570377185,22.0791168353266,49.3468261269549,56.4111877951326,"AM",16400790.3242053,16.6128400821336
"1113",1113,1113,"Fis-25995",48342477,"Plagiotremus rhinorhynchos",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",28697957.2423628,24801573.3124411,32.4086674343138,13.6815660002094,53.9097665654768,70.3156938451056,"AM",28697957.2423628,17.1723365019724
"1114",1114,1114,"Fis-25996",48342366,"Plagiotremus tapeinosoma",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",29104044.3304161,24134595.0443511,29.7796002050231,17.6217324449001,52.5986673500769,62.8243944636678,"AM",29104044.3304161,17.1863877029115
"1115",1115,1115,"Fis-25997",48342225,"Petroscirtes breviceps",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",18962780.6355218,15933935.1827534,34.798418972332,15.9683794466403,49.2332015810277,68.5456244160698,"AM",18962780.6355218,16.7579887020296
"1116",1116,1116,"Fis-25999",187754,"Cymolutes lecluse",NA,NA,"WRASSES","LC","Unknown",8914410.3789595,633070.145145296,1.87667560321716,92.5268096514745,5.59651474530831,25.1121076233184,"IUCN",8914410.3789595,16.0031796690057
"1117",1117,1117,"Fis-26097",193804,"Arothron nigropunctatus",NA,NA,"PUFFERFISH","LC","Unknown",24743178.4272524,20634106.5466348,31.6729437492407,16.9967197181387,51.3303365326206,65.0773839241138,"AM",24743178.4272524,17.0240603898881
"1118",1118,1118,"Fis-26098",193662,"Arothron meleagris",NA,NA,"PUFFERFISH","LC","Stable",22645690.523891,13982236.0689405,14.7746795295361,38.0071362495044,47.2181842209594,27.991987981973,"AM",22645690.523891,16.935480127945
"1119",1119,1119,"Fis-26113",61338,"Epinephelus malabaricus",NA,NA,"GROUPERS","NT","Decreasing",23379509.2074863,20044552.1337,53.01901336074,14.4398766700925,32.5411099691675,78.5945534183965,"AM",23379509.2074863,16.967370521807
"1120",1120,1120,"Fis-26116",132825,"Cephalopholis aurantia",NA,NA,"GROUPERS","LC","Unknown",27558316.5177223,19143918.1922627,25.8961546817293,30.9580708233761,43.1457744948946,45.5483377913642,"AM",27558316.5177223,17.1318149179814
"1121",1121,1121,"Fis-26117",39773,"Cephalopholis boenak",NA,NA,"GROUPERS","LC","Unknown",20909817.3477143,17563337.3039422,47.5586922079793,16.2321762926689,36.2091314993519,74.5540754120569,"AM",20909817.3477143,16.8557293362024
"1122",1122,1122,"Fis-26118",132808,"Cephalopholis cyanostigma",NA,NA,"GROUPERS","LC","Unknown",12596190.9620316,10209331.7803084,47.2383720930233,19.1618217054264,33.5998062015504,71.1419190076614,"AM",12596190.9620316,16.3489050216178
"1123",1123,1123,"Fis-26119",132743,"Cephalopholis formosa",NA,NA,"GROUPERS","LC","Unknown",12328092.0751408,8440590.3944178,34.5106696100074,31.9352465047829,33.5540838852097,51.937984496124,"AM",12328092.0751408,16.3273911247359
"1124",1124,1124,"Fis-26120",132759,"Cephalopholis hemistiktos",NA,NA,"GROUPERS","NT","Decreasing",1706845.13997355,1531720.24210905,59.7972972972973,9.96621621621622,30.2364864864865,85.7142857142857,"AM",1706845.13997355,14.3501572770833
"1125",1125,1125,"Fis-26121",132737,"Cephalopholis leopardus",NA,NA,"GROUPERS","LC","Unknown",22998890.5663803,19786879.8535267,32.3921361657211,14.1047631613669,53.503100672912,69.6651532349603,"AM",22998890.5663803,16.9509565364857
"1126",1126,1126,"Fis-26122",132789,"Cephalopholis microprion",NA,NA,"GROUPERS","LC","Unknown",12801426.6560601,10374095.6867302,41.5058375029783,19.1327138432213,39.3614486538003,68.4479371316306,"AM",12801426.6560601,16.3650671801836
"1127",1127,1127,"Fis-26123",132732,"Cephalopholis miniata",NA,NA,"GROUPERS","LC","Decreasing",28542227.7755846,22898313.5286311,37.300755033557,20.2810402684564,42.4182046979866,64.7787288289929,"AM",28542227.7755846,17.1668952249759
