"","X.1","X","am_sid","sciname","am_category","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","spatial_source","category_score","trend_score","total_area","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","log_total_area"
"570",570,580,"SLB-100609","Conus frigidus",NA,192419,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192419,"iucn",0,NA,23309949.6808223,6807935.59241567,22210916.272242,24.4651886425515,4.90081680280047,70.633994554648,83.3112582781457,"AM",16.9643908523147
"571",571,581,"SLB-100612","Conus tulipa",NA,192789,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192789,"iucn",0,NA,30550156.2381429,7447330.31786519,29775352.6690219,21.5972562469378,2.54777070063694,75.8549730524253,89.4480519480519,"AM",17.234880357747
"572",572,582,"SLB-100613","Conus terebra",NA,192586,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192586,"iucn",0,NA,32834706.1757987,7936211.81046563,31904838.5017337,21.0636363636364,2.85454545454545,76.0818181818182,88.0653743823641,"AM",17.306996629061
"573",573,583,"SLB-100614","Conus tenuistriatus",NA,192648,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192648,"iucn",0,NA,19260088.1903194,10056518.1202583,13901756.4684632,24.0464605242505,28.1902370114582,47.7633024642913,46.0336538461538,"AM",16.7735455432604
"574",574,584,"SLB-100615","Conus striatus",NA,192321,"LC","Stable",NA,NA,"LC","iucn","CONUS",192321,"iucn",0,0,35229629.9325624,18147333.3940292,32901940.2055506,44.5739380119922,6.75618613292796,48.6698758550798,86.8377755840737,"AM",17.3773980459353
"575",575,585,"SLB-100617","Conus sanguinolentus",NA,192296,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192296,"iucn",0,NA,29954192.0390929,7162123.75526679,29153882.2452687,21.0216502045296,2.69380425022448,76.2845455452459,88.6411442995372,"AM",17.2151798406474
"576",576,586,"SLB-100618","Conus rattus",NA,192428,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192428,"iucn",0,NA,34003451.4553277,10719285.4447487,32950464.061898,28.1493819584466,3.1033575874463,68.7472604541071,90.070126227209,"AM",17.3419725908203
"577",577,587,"SLB-100619","Conus pulicarius",NA,192506,"LC",NA,NA,NA,"LC","iucn","CONUS",192506,"iucn",0,NA,23844122.8695773,7345563.44898412,22875721.4553939,26.3927054708968,4.03447414439171,69.5728203847115,86.7405582922824,"AM",16.9870483243693
"578",578,588,"SLB-100620","Conus pertusus",NA,192879,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192879,"iucn",0,NA,31600035.2416052,9683082.30996086,30658133.4799606,27.364737041241,2.99848656829361,69.6367763904654,90.1246105919003,"AM",17.2686687937972
"579",579,589,"SLB-100621","Conus omaria",NA,192819,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192819,"iucn",0,NA,24482586.601503,8707941.90169345,23962523.5572484,33.096608301702,2.14276968287009,64.7606220154279,93.9193884642113,"AM",17.0134726718527
"580",580,590,"SLB-100622","Conus nussatella",NA,192318,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192318,"iucn",0,NA,33676816.5826341,7916403.55027343,32883872.3773141,20.872798087988,2.35460741789856,76.7725944941135,89.8628048780488,"AM",17.3323202233532
"581",581,591,"SLB-100624","Conus mustelinus",NA,192356,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192356,"iucn",0,NA,20731523.8186692,7119021.84205803,20121957.3232858,31.017047096215,2.90378503322739,66.0791678705576,91.4395229982964,"AM",16.8471659896057
"582",582,592,"SLB-100625","Conus musicus",NA,192796,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192796,"iucn",0,NA,20586554.6938781,6772337.05331101,19961843.5121788,29.5375218150087,3.01047120418848,67.4520069808028,90.7506702412869,"AM",16.8401487359052
"583",583,593,"SLB-100626","Conus muriculatus",NA,192327,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192327,"iucn",0,NA,24434770.825782,8031834.06875533,22786043.5513981,25.8044856167723,6.7893710385178,67.4061433447099,79.1697830964847,"AM",17.0115177097098
"584",584,594,"SLB-100627","Conus moreleti",NA,192564,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192564,"iucn",0,NA,29849983.1570192,6238686.98872911,29072724.6804547,18.1709025415249,2.6615969581749,79.1675005003002,87.223823246878,"AM",17.2116948335488
"585",585,595,"SLB-100628","Conus miliaris",NA,192590,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192590,"iucn",0,NA,31155480.3619986,8021815.36304491,29669400.3048967,20.7388266819791,4.85213896066609,74.4090343573548,81.039640987285,"AM",17.2545007222977
"586",586,596,"SLB-100629","Conus miles",NA,192634,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192634,"iucn",0,NA,33356144.4934207,8280044.29882875,32295361.5701923,21.4189974086319,3.25261370744348,75.3283888839246,86.8163708801159,"AM",17.3227525560366
"587",587,597,"SLB-100630","Conus magnificus",NA,192573,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192573,"iucn",0,NA,14223790.133161,8360495.13707837,7955434.06540665,14.7592905405405,44.066722972973,41.1739864864865,26.3873159682899,"IUCN",16.4704264822092
"588",588,598,"SLB-100632","Conus litoglyphus",NA,192378,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192378,"iucn",0,NA,33408693.9532419,7544991.82395747,32620328.124474,19.9696482770934,2.36564899125156,77.6647027316551,89.4084732214229,"AM",17.3243267220765
"589",589,599,"SLB-100633","Conus legatus",NA,192843,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192843,"iucn",0,NA,23586887.1249129,9326437.32464415,21101981.8627677,28.8131248397847,10.7280184568059,60.4588567034094,72.8687196110211,"AM",16.9762014852758
"590",590,600,"SLB-100635","Conus imperialis",NA,192593,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192593,"iucn",0,NA,30540761.2778385,11182741.6977015,29415404.0518762,32.5371965544244,3.68050117462803,63.7823022709475,89.8378378378378,"AM",17.2345727846818
"591",591,601,"SLB-100637","Conus glans",NA,192722,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192722,"iucn",0,NA,30213064.4577576,6848583.70055148,29863101.4299474,21.2715389185977,1.16854822737176,77.5599128540305,94.792586054722,"AM",17.2237849867406
"592",592,602,"SLB-100638","Conus geographus",NA,192772,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192772,"iucn",0,NA,32447186.2796492,8094238.74918894,31545049.9440254,21.8560117842018,2.78954152089855,75.3544466948997,88.6813597310422,"AM",17.295124287945
"593",593,603,"SLB-100640","Conus emaciatus",NA,192342,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192342,"iucn",0,NA,27905713.0319163,9102857.57871127,27446361.0912788,30.6610860699721,1.66344709165057,67.6754668383773,94.8539176626826,"AM",17.1443419939985
"594",594,604,"SLB-100643","Conus consors",NA,192847,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192847,"iucn",0,NA,22767495.8677909,6902700.78653901,22003061.9588636,26.8042609853529,3.42210386151798,69.7736351531292,88.6784140969163,"AM",16.9408444569281
"595",595,605,"SLB-100646","Conus coffeae",NA,192754,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192754,"iucn",0,NA,22293009.111785,6566213.60431383,21990213.9662641,27.9060348319158,1.36357499662481,70.7303901714594,95.3413284132841,"AM",16.9197836945362
"596",596,606,"SLB-100647","Conus coelinae",NA,192328,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192328,"iucn",0,NA,6049362.58640223,3792431.84620494,3181483.13057968,15.350444225074,47.4827245804541,37.1668311944719,29.2293233082707,"IUCN",15.6154634668371
"597",597,607,"SLB-100649","Conus canonicus",NA,192737,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192737,"iucn",0,NA,31603177.6660875,6495552.58509596,31168033.0595873,18.8591935026915,1.35990178487109,79.7809047124374,93.2741709481551,"AM",17.2687682325548
"598",598,608,"SLB-100652","Conus capitaneus",NA,192507,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192507,"iucn",0,NA,28219079.1833576,11264018.489158,25387577.4420364,29.6214043993232,10.1840101522843,60.1945854483926,74.4155154091392,"AM",17.1555088739259
"599",599,609,"SLB-100653","Conus boeticus",NA,192374,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192374,"iucn",0,NA,17531866.3311747,9097749.83052671,14929148.8667215,36.6477760604499,14.8892323544565,48.4629915850936,71.1096301232922,"AM",16.6795307162147
"600",600,610,"SLB-100654","Conus ammiralis",NA,192383,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192383,"iucn",0,NA,22970546.425993,7786526.10601838,22510510.7050475,31.5276695245518,2.14341387373344,66.3289166017147,93.6342592592593,"AM",16.9497233630629
"601",601,611,"SLB-100657","Conus aulicus",NA,192563,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192563,"iucn",0,NA,31261433.5668588,8904870.74006315,29643143.2502718,22.9614759583214,5.16203039862346,71.8764936430552,81.6451393609789,"AM",17.2578957413705
"602",602,612,"SLB-100658","Conus aureus",NA,192413,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192413,"iucn",0,NA,25046838.4902501,6476567.848782,24646970.3927022,23.9273335723676,1.58957810445799,74.4830883231744,93.7704918032787,"AM",17.0362581695562
"603",603,613,"SLB-100659","Conus balteatus",NA,192849,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192849,"iucn",0,NA,21290323.7126807,6229415.56202669,20434981.1865109,25.0776616774922,4.02428692459757,70.8980513979102,86.1717612809316,"AM",16.873763241671
"604",604,614,"SLB-100671","Conus virgo",NA,192853,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192853,"iucn",0,NA,32912052.7916718,9127456.89090676,31375571.2072738,22.7825140576818,4.80682024306185,72.4106656992563,82.577251808021,"AM",17.3093494948986
"605",605,615,"SLB-100934","Conus centurio",NA,192831,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192831,"iucn",0,NA,4685173.50037673,2401523.10941289,3889943.15807979,34.1955835962145,17.1608832807571,48.6435331230284,66.5847665847666,"AM",15.3599135061337
"606",606,616,"SLB-103760","Conus achatinus",NA,192727,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192727,"iucn",0,NA,22783240.2422296,7479149.59433621,21148823.4882836,25.4039735099338,7.44370860927152,67.1523178807947,77.3387096774194,"AM",16.9415357465278
"607",607,617,"SLB-103788","Conus biliosus",NA,192420,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192420,"iucn",0,NA,20428945.0410348,9087162.73190703,18193564.0199892,33.4666074337332,11.1505997334518,55.382792832815,75.0082973780285,"AM",16.8324633277236
"608",608,618,"SLB-103799","Conus capitanellus",NA,192304,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192304,"iucn",0,NA,11280581.2876873,10254971.896823,2337989.2057607,11.7784711388456,79.0431617264691,9.17836713468539,56.2034739454094,"IUCN",16.2385933353028
"609",609,619,"SLB-103800","Conus caracteristicus",NA,192820,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192820,"iucn",0,NA,15029389.8308175,9569100.19572391,10679916.7223813,34.6983184965381,28.5064292779426,36.7952522255193,54.8982785602504,"AM",16.5255181641531
"610",610,620,"SLB-103806","Conus cinereus",NA,192708,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192708,"iucn",0,NA,15079519.2921729,9429606.44303734,10530148.423868,32.0349761526232,30.9618441971383,37.0031796502385,50.8517350157729,"AM",16.5288480428591
"611",611,621,"SLB-103811","Conus circumcisus",NA,192829,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192829,"iucn",0,NA,12958599.2083688,4275209.90072108,12345267.3970039,28.10442144873,4.7271872060207,67.1683913452493,85.6017191977077,"AM",16.3772701572727
"612",612,622,"SLB-103816","Conus coccineus",NA,192393,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192393,"iucn",0,NA,13085653.2443722,8968235.91122746,8257453.30661103,31.3247470101196,37.557497700092,31.1177552897884,50.1657458563536,"IUCN",16.3870270158468
"613",613,623,"URM-Cn-5757","Fungia distorta",NA,133371,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133371,"iucn",0,0,26997481.2412367,9060243.85461044,25694986.0823186,28.4868788386376,4.87995533221664,66.6331658291457,85.3748326639893,"AM",17.1112541322555
"614",614,624,"SLB-117483","Galaxea horrescens",NA,133495,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133495,"iucn",0,NA,18574699.3995447,7457109.99852569,17523613.665421,34.4911937377691,5.75668623613829,59.7521200260926,85.6969205834684,"AM",16.7373109653709
"615",615,625,"SLB-117490","Pocillopora danae",NA,133097,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133097,"iucn",0.4,NA,14628446.1265445,9525615.28963061,10751946.2159233,38.4136212624585,26.6818936877076,34.9044850498339,59.0111642743222,"AM",16.4984785559094
"616",616,626,"SLB-117497","Seriatopora stellata",NA,133002,"NT","Stable",NA,NA,"NT","iucn","CORALS2",133002,"iucn",0.2,0,17171161.0801534,8929559.04609455,14106982.2270377,33.9897108390988,17.8463721837857,48.1639169771155,65.5715263518138,"AM",16.6587418531938
"617",617,627,"SLB-117551","Stylophora subseriata",NA,133530,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133530,"iucn",0,NA,22172224.6254473,12641311.8136351,16900676.8920974,33.1201524016873,24.0440876309702,42.8357599673425,57.9385860509403,"AM",16.9143509205118
"618",618,628,"SLB-118089","Conus lischkeanus",NA,192269,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192269,"iucn",0,NA,14482372.7449172,11593636.7454319,5799862.26691265,20.2206619859579,59.5987963891675,20.1805416248746,50.0496524329692,"IUCN",16.4884427950969
"619",619,629,"Hol-210901","Holothuria pervicax",NA,180525,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180525,"iucn",0,NA,27575984.4711372,7608545.08748761,27140952.4020383,25.7835535655782,1.60532925630665,72.6111171781151,94.1387559808612,"AM",17.132455824049
"620",620,630,"SLB-118698","Conus magus",NA,192549,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192549,"iucn",0,NA,23458835.9079687,12289848.46911,18994451.2892406,32.8813988849468,19.6781550937658,47.4404460212874,62.5602700096432,"AM",16.9707577796673
"621",621,631,"SLB-118879","Conus monachus",NA,192399,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192399,"iucn",0,NA,11664310.9127141,8125739.89365925,5992561.49070368,20.8765560165975,48.8070539419087,30.3163900414938,40.7801418439716,"IUCN",16.2720443886293
"622",622,632,"SLB-118880","Conus parius",NA,192686,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192686,"iucn",0,NA,10277650.6868221,5130589.61890716,8503763.08314945,32.5208085612366,17.3305588585018,50.1486325802616,65.2355396541443,"AM",16.1454822594635
"623",623,633,"SLB-118881","Conus planorbis",NA,192811,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192811,"iucn",0,NA,29024117.1129986,12050922.5024227,25090429.2359712,27.6233459842035,13.7860293363422,58.5906246794543,66.7079514490959,"AM",17.1836376669288
"624",624,634,"SLB-118910","Conus spectrum",NA,192647,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192647,"iucn",0,NA,15503226.7811508,11337138.4662777,8730943.9752374,29.1425260718424,44.2448821938973,26.6125917342603,52.2687911326637,"IUCN",16.5565587396522
"625",625,635,"SLB-158372","Conus stercusmuscarum",NA,192786,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192786,"iucn",0,NA,15070206.0641838,5800254.04373605,13534081.7453606,27.6587301587302,10.0198412698413,62.3214285714286,73.407056345445,"AM",16.5282302443104
"626",626,636,"SLB-118937","Conus viola",NA,192692,"LC","Unknown",NA,NA,"LC","iucn","CONUS",192692,"iucn",0,NA,11986095.0135584,9221847.87595837,5391901.88690339,21.5883387785876,55.7175169640613,22.6941442573511,48.7514188422247,"IUCN",16.2992577870136
"627",627,637,"SLB-155564","Polycheles coccifer",NA,185066,"LC","Unknown",NA,NA,"LC","iucn","LOBSTERS",185066,"iucn",0,NA,10975320.6457861,8929027.37139532,4634311.2761527,23.4128047147067,57.8355210286633,18.7516742566301,55.5273189326557,"IUCN",16.2111597325157
"628",628,638,"SLB-158789","Meandrina danae",NA,133217,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133217,"iucn",0,0,4051738.89175189,2369629.21627118,3304373.08088489,40.2909090909091,18.1818181818182,41.5272727272727,68.9054726368159,"AM",15.2146567029239
"629",629,639,"SLB-158796","Porites brighami",NA,133543,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133543,"iucn",0,NA,638697.556872277,153956.222978793,590738.999441564,16.5178571428571,7.14285714285714,76.3392857142857,69.811320754717,"AM",13.3671863143854
"630",630,640,"SLB-158799","Porites divaricata",NA,133584,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133584,"iucn",0,0,3842898.05228474,1999419.70244069,3328122.10039614,38.8505747126437,13.1800766283525,47.9693486590038,74.6686303387334,"AM",15.161737341036
"631",631,641,"SLB-158820","Pocillopora ligulata",NA,133045,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133045,"iucn",0,NA,11523511.4637344,6803416.94468924,5550266.1103409,7.20954356846473,51.7375518672199,41.0529045643153,14.938205265986,"IUCN",16.2598999813458
"632",632,642,"Hol-148752","Holothuria difficilis",NA,180246,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180246,"iucn",0,NA,28456151.1942857,10406094.0570997,26094897.7606848,28.1203801478353,8.57444561774023,63.3051742344245,76.6330935251798,"AM",17.1638749058619
"633",633,643,"Hol-210846","Holothuria cinerascens",NA,180504,"LC","Stable",NA,NA,"LC","iucn","SEACUCUMBERS",180504,"iucn",0,0,14585992.4659786,7194819.35493626,10402765.0338965,20.4971475142624,28.5044824775876,50.99837000815,41.8295218295218,"AM",16.495572206002
"634",634,644,"Kew-308879","Thalassia testudinum",NA,173346,"LC","Stable",NA,NA,"LC","iucn","SEAGRASSES",NA,"iucn",0,0,4693295.11295599,2224324.17566555,3885023.26093474,30.2354399008674,17.1003717472119,52.6641883519207,63.8743455497382,"AM",15.3616454764466
"635",635,645,"Kew-288211","Syringodium filiforme",NA,173378,"LC","Stable",NA,NA,"LC","iucn","SEAGRASSES",NA,"iucn",0,0,4631520.26236415,2074864.7463569,3906445.70302651,29.1902071563089,15.5053358443189,55.3044569993723,65.3089887640449,"AM",15.3483957225698
"636",636,646,"Kew-308065","Halodule wrightii",NA,173372,"LC","Increasing",NA,NA,"LC","iucn","SEAGRASSES",NA,"iucn",0,0.5,9764645.68001007,2866908.18688756,9197186.69658818,23.8711619506321,5.80975316074654,70.3190848886213,80.4259634888438,"AM",16.0942788369454
"637",637,647,"ITS-32137","Avicennia germinans",NA,178811,"LC","Decreasing",NA,NA,"LC","iucn","MANGROVES",NA,"iucn",0,-0.5,7209545.22646483,4333144.66717392,5828713.20785964,41.0728910728911,19.5741195741196,39.3529893529894,67.7245104659014,"AM",15.7909164318855
"638",638,648,"SLB-173556","Stereomastis auriculata",NA,185064,"LC","Unknown",NA,NA,"LC","iucn","LOBSTERS",185064,"iucn",0,NA,19094273.6278226,12488138.8569218,9132599.07801924,12.5776857058301,53.3737792246227,34.0485350695472,26.9755633132339,"IUCN",16.7648990380032
"639",639,649,"SLB-173558","Polycheles baccatus",NA,185083,"LC","Unknown",NA,NA,"LC","iucn","LOBSTERS",185083,"iucn",0,NA,13809732.260381,8128417.37106567,6544365.12026517,5.96245100061894,54.6317309676088,39.4058180317722,13.1423374261028,"IUCN",16.4408841378247
"640",640,650,"SLB-173560","Stereomastis galil",NA,185069,"LC","Unknown",NA,NA,"LC","iucn","LOBSTERS",185069,"iucn",0,NA,12018410.7184547,8880146.2693937,5753108.82811928,21.6112837676309,51.1355486492948,27.2531675830744,44.2270058708415,"IUCN",16.301950258567
"641",641,651,"Hol-210893","Holothuria pardalis",NA,180286,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180286,"iucn",0,NA,34490689.1522037,15037028.2581096,32632090.129808,37.8143972246314,5.74154379878578,56.4440589765828,86.8180007964954,"AM",17.3561999659313
"642",642,652,"SLB-184797","Pentacheles obscurus","LC",185091,"LC","Unknown",NA,NA,"LC","iucn","LOBSTERS",185091,"iucn",0,NA,32584371.5493325,31076266.5581913,3261071.94379662,4.83477675943833,91.0367443033717,4.12847893718994,53.9399624765478,"IUCN",17.2993433310606
"643",643,653,"SLB-184959","Scammarctus batei",NA,169978,"LC","Unknown",NA,NA,"LC","iucn","LOBSTERS",169978,"iucn",0,NA,13570745.2464068,10643536.4753553,5971172.79140757,22.3427812223206,56.0451727192205,21.6120460584588,50.8312342569269,"IUCN",16.4234269489771
"644",644,654,"Hol-210873","Holothuria fuscocinerea",NA,180494,"LC","Unknown",NA,NA,"LC","iucn","SEACUCUMBERS",180494,"iucn",0,NA,34672939.4333809,8695873.02686718,34142095.0640179,23.4614721599724,1.56007584899155,74.978451991036,93.7650706166035,"AM",17.3614700972626
"645",645,655,"Kew-308072","Halophila decipiens",NA,173352,"LC","Stable",NA,NA,"LC","iucn","SEAGRASSES",NA,"iucn",0,0,23480517.1865467,10769496.5674344,21693032.2510646,38.0777044184865,7.61808024377857,54.3042153377349,83.3287024173381,"AM",16.9716815793659
"646",646,656,"Kew-308804","Ruppia maritima",NA,164508,"LC","Stable",NA,NA,"LC","iucn","SEAGRASSES",NA,"iucn",0,0,13353535.9832441,5522090.09652738,9369717.45858087,10.6412547151082,26.047250347429,63.3114949374628,29.004329004329,"AM",16.407291775398
"647",647,657,"Fis-10516","Aspidontus tractus",NA,48342166,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342166,"iucn",0,0,7718972.56877775,2925772.87472801,6526556.79111086,22.3259432127577,15.5970439517697,62.0770128354726,58.8717948717949,"AM",15.8591918261982
"648",648,658,"Fis-10657","Thalassoma hardwicke","LC",187559,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,28762552.7520291,11581199.7050806,26899346.487432,33.632380554976,6.60337992906322,59.7642395159608,83.5882810474462,"AM",17.1745848473798
"649",649,659,"Fis-112193","Chlorurus troschelii","LC",190741,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA,6135184.24712397,5445382.65139035,1115464.6949985,6.90345172586293,81.8909454727364,11.2056028014007,38.121546961326,"IUCN",15.6295506678072
"650",650,660,"Fis-112810","Parablennius rouxi","LC",194855,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",194855,"iucn",0,0,2108049.35296938,1205256.88369351,1673886.0553902,37.4423963133641,19.815668202765,42.741935483871,65.3923541247485,"AM",14.5612736005939
"651",651,661,"Fis-113010","Alticus kirkii",NA,46079096,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079096,"iucn",0,0,5332776.18278498,3857428.5467036,2615711.2044354,21.5522054718035,50.5304299274149,27.9173646007817,43.5665914221219,"IUCN",15.4893825203512
"652",652,662,"Fis-113018","Antennablennius variopunctatus",NA,46079321,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079321,"iucn",0,0,3402449.30808832,2169527.51723431,2058313.99762574,24.1739130434783,39.304347826087,36.5217391304348,39.8280802292264,"IUCN",15.0400061149657
"653",653,663,"Fis-113029","Parablennius thysanius",NA,46079924,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079924,"iucn",0,0,13225376.495352,11999381.1300815,2251207.22952093,7.72551692797092,83.0265848670757,9.24789820495342,45.5153949129853,"IUCN",16.397648003761
"654",654,664,"Fis-113043","Petroscirtes ancylodon",NA,18263684,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",18263684,"iucn",0,0,2188970.92000244,1650686.28037923,1494704.69660608,44.3559096945551,30.9428950863214,24.7011952191235,64.2307692307692,"IUCN",14.598942091813
"655",655,665,"Fis-113684","Entomacrodus chiostictus","LC",183886,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",183886,"iucn",0,NA,1460394.36902048,604825.128195676,1335228.88633946,33.0645161290323,8.87096774193548,58.0645161290323,78.8461538461538,"AM",14.1942170729773
"656",656,666,"Fis-113731","Dotalabrus alleni","LC",154841,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,651952.443518869,517150.900647862,281230.047118112,22.1789883268482,57.1984435797665,20.6225680933852,51.8181818181818,"IUCN",13.3877268988603
"657",657,667,"Fis-113737","Notolabrus parilus","LC",187535,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,1076447.66781474,629086.611210565,943410.934989204,45.9715639810426,13.0331753554502,40.9952606635071,77.9116465863454,"AM",13.8891769813348
"658",658,668,"Fis-113783","Notolabrus gymnogenis","LC",187633,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,320554.332620869,146383.679099871,250029.560268357,23.9669421487603,21.4876033057851,54.5454545454545,52.7272727272727,"AM",12.6778070655333
"659",659,669,"Fis-113792","Notolabrus tetricus","LC",187426,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,1973962.37886596,1757304.3868901,606147.85797794,20.8279430789133,67.2703751617076,11.901681759379,63.6363636363636,"IUCN",14.4955534404687
"660",660,670,"Fis-113829","Notolabrus celidotus","LC",187662,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,1195429.71146258,794141.525142394,905783.178977239,42.7450980392157,23.3333333333333,33.921568627451,64.6884272997033,"AM",13.9940162698924
"661",661,671,"Fis-113864","Notolabrus cinctus","LC",187566,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,434646.742352006,287347.026393386,288016.480205365,32.6633165829146,33.1658291457286,34.1708542713568,49.618320610687,"AM",12.9822888936028
"662",662,672,"Fis-114122","Pseudolabrus miles","LC",187481,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,927658.745702445,350926.130368522,905783.178977239,35.8208955223881,2.7363184079602,61.4427860696517,92.9032258064516,"AM",13.7404192132147
"663",663,673,"Fis-114156","Pictilabrus laticlavius","LC",187519,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA,1826303.14945914,1301526.12647735,1357170.12699239,45.2185792349727,25.8196721311475,28.9617486338798,63.6538461538461,"AM",14.4178043446813
"664",664,674,"Fis-114240","Austrolabrus maculatus","LC",187491,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0,1487995.44621839,1134983.68081445,925410.664489607,37.7358490566038,38.7650085763293,23.4991423670669,61.624649859944,"IUCN",14.2129404340334
"665",665,675,"Fis-115417","Ecsenius fijiensis",NA,48342195,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342195,"iucn",0,0,1776921.20096011,1573262.75014838,365993.850722273,9.27487352445194,79.0893760539629,11.6357504215852,44.3548387096774,"IUCN",14.3903927622932
"666",666,676,"Fis-117893","Salaria pavo",NA,185175,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185175,"iucn",0,0,3233881.13610156,1892348.67018177,2754882.61016743,44.089219330855,14.2007434944238,41.7100371747212,75.6377551020408,"AM",14.9891935639915
"667",667,678,"Fis-118500","Plagiotremus azaleus","LC",183980,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",183980,"iucn",0,0,2452277.17985422,1056854.88505367,2056259.3311408,26.8028846153846,16.4663461538462,56.7307692307692,61.9444444444444,"AM",14.7125276120043
