"","X.1","X","am_sid","sciname","am_category","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","spatial_source","category_score","trend_score","total_area","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range","log_total_area"
"97",97,97,"URM-Cn-6129","Coscinaraea monile","LC",133323,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133323,"iucn",0,NA,18365272.1022818,8988245.39747367,15729291.5893046,34.3908421913328,14.358135731807,51.2510220768602,70.5467963770547,"AM",16.7259720534769
"98",98,98,"URM-Cn-6130","Coscinaraea wellsi","LC",133408,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133408,"iucn",0,NA,22500287.1442792,6792820.29257982,20786999.2439156,22.332174378176,7.64910403851297,70.018721583311,74.4870651204282,"AM",16.9290386290612
"99",99,99,"URM-Cn-6134","Psammocora contigua","NT",133208,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133208,"iucn",0.2,NA,29479009.6039188,12534467.5922423,28173097.5602532,38.0128270385829,4.53018426142726,57.4569886999898,89.3515195022733,"AM",17.1991890291959
"100",100,100,"URM-Cn-6135","Psammocora digitata","NT",133043,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133043,"iucn",0.2,NA,25980472.0871552,12257138.8568776,23897975.0159015,38.9773387565369,8.18128994770482,52.8413712957583,82.6515524889108,"AM",17.0728557402177
"101",101,101,"URM-Cn-6136","Psammocora explanulata","LC",133589,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133589,"iucn",0,NA,23961651.2086093,7348259.62308057,22535749.4227493,24.6343923348462,6.16490166414523,69.2007060010086,79.9836266884978,"AM",16.9919652440544
"102",102,102,"URM-Cn-6137","Psammocora haimeana","LC",133406,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133406,"iucn",0,NA,28786875.9000834,10908338.4532397,27741453.2130609,34.2470036477332,3.68942157373632,62.0635747785305,90.2747252747253,"AM",17.1754301433306
"103",103,103,"URM-Cn-6138","Psammocora nierstraszi","LC",133094,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133094,"iucn",0,0,25499569.7834894,9106061.76382183,23829761.8236706,29.127817774106,6.63283370706951,64.2393485188245,81.4521452145215,"AM",17.0541721387506
"104",104,104,"URM-Cn-6139","Psammocora obtusangula",NA,133353,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133353,"iucn",0.2,NA,20384284.8059692,11505475.8036441,15324280.5874378,31.3406333234685,25.1553714116603,43.5039952648713,55.4740701938188,"AM",16.8302748092918
"105",105,105,"URM-Cn-6140","Psammocora profundacella","LC",133570,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133570,"iucn",0,NA,29836696.1614796,12955683.7133134,27572894.8985936,35.7185869128864,7.95865114411883,56.3227619429948,81.7784926470588,"AM",17.211249608721
"106",106,106,"URM-Cn-6141","Psammocora stellata","VU",132860,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",132860,"iucn",0.4,NA,5882864.80839812,2370373.25598331,4582880.60111928,18.1632653061225,22.1938775510204,59.6428571428571,45.0063211125158,"AM",15.587554413538
"107",107,107,"URM-Cn-6142","Psammocora superficialis","LC",133502,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133502,"iucn",0,NA,31928440.5905812,14778018.8448055,29240057.7359327,37.7374380087957,8.73959015626462,53.5229718349396,81.1958928930944,"AM",17.27900772512
"108",108,108,"URM-Cn-6146","Siderastrea radians","LC",133027,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133027,"iucn",0,0,6093785.68715637,3566050.06999085,5206166.01599192,43.9942112879884,14.5682585624698,41.4375301495417,75.1235584843493,"AM",15.622780070065
"109",109,109,"URM-Cn-6147","Siderastrea savignyana","LC",133590,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133590,"iucn",0,NA,20116507.9368024,11049845.5071093,15278394.2905268,30.8350856112947,24.2415139681586,44.9234004205467,55.9858194709572,"AM",16.8170513263431
"110",110,110,"URM-Cn-6148","Siderastrea siderea","LC",133389,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133389,"iucn",0,0,4796148.70397403,4075826.82141276,3587802.05796761,59.1183574879227,25.9661835748792,14.9154589371981,79.8531810766721,"IUCN",15.3833238004817
"111",111,111,"URM-Cn-4849","Acropora valenciennesi","LC",133621,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133621,"iucn",0,-0.5,26278296.1181365,12407892.8315733,24698496.6409008,41.1312528682882,6.19550252409362,52.6732446076182,86.9090909090909,"AM",17.0842539137914
"112",112,112,"SLB-61731","Acropora valida","LC",133293,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133293,"iucn",0,-0.5,31811703.2440054,14633015.4479511,28854872.1451093,36.5628821371461,9.63220769447841,53.8049101683755,79.1488495214824,"AM",17.2753448065863
"113",113,113,"URM-Cn-4850","Acropora vaughani","VU",133025,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133025,"iucn",0.4,-0.5,23801164.5462942,10208293.1409568,22542926.1010936,37.3984771573604,5.44416243654822,57.1573604060914,87.292654028436,"AM",16.9852450679612
"114",114,114,"URM-Cn-4851","Acropora verweyi","VU",133532,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133532,"iucn",0.4,-0.5,24413524.8353847,10861080.1204841,22347501.0388978,35.9249660619524,8.61409354560039,55.4609403924472,80.6594624549737,"AM",17.01064783323
"115",115,115,"URM-Cn-5931","Echinophyllia echinoporoides","LC",132947,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",132947,"iucn",0,NA,13612702.8457886,4867717.08839821,12366192.8522239,26.6116439884006,9.3018068257863,64.0865491858131,74.0993788819876,"AM",16.4265139475477
"116",116,116,"URM-Cn-5934","Echinophyllia orpheensis","LC",133609,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133609,"iucn",0,NA,19103396.7226721,6312522.02987927,18108370.9956415,27.6733533407045,5.25983256989417,67.0668140894014,84.0287769784173,"AM",16.7653767160888
"117",117,117,"URM-Cn-5939","Mycedium elephantotus","LC",133559,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133559,"iucn",0,NA,27378787.9470366,7466837.50612262,26561881.9866913,24.0985048372911,3.06728232189974,72.8342128408091,88.7090246863618,"AM",17.1252791090228
"118",118,118,"URM-Cn-5947","Oxypora glabra","LC",133192,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133192,"iucn",0,NA,15659248.6132665,3013632.23971348,15336286.7304632,16.9635941130906,2.03330751355538,81.003098373354,89.2966360856269,"AM",16.5665722661029
"119",119,119,"URM-Cn-5948","Oxypora lacera","LC",133442,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133442,"iucn",0,NA,26105835.661626,9151697.21847939,25036069.6847965,30.677887940973,4.18492045192529,65.1371916071017,87.9960317460317,"AM",17.0776694358688
"120",120,120,"URM-Cn-4830","Acropora solitaryensis","VU",133320,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133320,"iucn",0.4,-0.5,18461011.3837806,7158293.23708481,17527888.4709084,33.845399575094,5.18058506291878,60.9740153619873,86.7252931323283,"AM",16.731171573392
"121",121,121,"URM-Cn-5950","Pectinia alcicornis","VU",132956,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",132956,"iucn",0.4,NA,18100166.3502497,6433271.42133984,16673190.2351464,27.6642091152815,8.00938337801609,64.3264075067024,77.5481446688586,"AM",16.7114316868154
"122",122,122,"URM-Cn-5953","Pectinia lactuca","VU",132928,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",132928,"iucn",0.4,NA,22669311.4180564,8194188.14681488,21724324.6555851,31.8012256861178,4.27657873701039,63.9221955768718,88.1462333825702,"AM",16.936522647874
"123",123,123,"URM-Cn-5954","Pectinia paeonia","NT",133272,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133272,"iucn",0.2,NA,20706222.7141756,7573707.09239333,19981769.0088066,32.930029154519,3.61516034985423,63.4548104956268,90.1076984443558,"AM",16.8459448272716
"124",124,124,"URM-Cn-5974","Pocillopora capitata","LC",132958,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",132958,"iucn",0,NA,9694174.19795821,3655364.96256691,6824441.07830076,8.08206403481505,29.3441094187131,62.5738265464719,21.5946843853821,"AM",16.0870356648937
"125",125,125,"URM-Cn-5975","Pocillopora damicornis","LC",133222,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133222,"iucn",0,NA,33522223.645841,11437974.6905335,30133339.8402314,23.8877970341254,10.3358942290513,65.7763087368233,69.799008091882,"AM",17.327719169261
"126",126,126,"URM-Cn-5977","Pocillopora elegans","VU",133099,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133099,"iucn",0.4,NA,18527342.3348135,9196078.62820758,14203325.6380213,26.0486371796964,23.6167781948751,50.3345846254284,52.448241866579,"AM",16.7347581629786
"127",127,127,"URM-Cn-5978","Pocillopora eydouxi","NT",133407,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133407,"iucn",0.2,NA,32175521.1552509,15654252.3190132,29149781.8822881,38.9937691806938,9.82981493536687,51.1764158839394,79.8666666666667,"AM",17.2867165088367
"128",128,128,"URM-Cn-5981","Pocillopora inflata","VU",133309,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133309,"iucn",0.4,NA,1014744.19107095,593710.217056095,620392.346140874,19.76401179941,38.9380530973451,41.2979351032448,33.6683417085427,"AM",13.830147110192
"129",129,129,"URM-Cn-5982","Pocillopora kelleheri","LC",132875,"LC","Stable",NA,NA,"LC","iucn","CORALS2",132875,"iucn",0,0,8328947.98651716,5705320.30969178,4722240.00047086,25.1730418943534,43.2786885245902,31.5482695810565,44.3802183686577,"IUCN",15.9352477140327
"130",130,130,"URM-Cn-5983","Pocillopora meandrina","LC",133095,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133095,"iucn",0,NA,23663670.6832895,10022743.4854192,22057058.504554,35.4007146503318,6.9806023481368,57.6186830015314,83.5290575127974,"AM",16.9794515474773
"131",131,131,"URM-Cn-5984","Pocillopora verrucosa","LC",133197,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133197,"iucn",0,NA,32628092.3245247,14426822.2113583,30944152.4570407,38.8424437299035,5.31005971520441,55.8474965548921,87.973366625052,"AM",17.3006842030089
"132",132,132,"URM-Cn-5985","Pocillopora woodjonesi","LC",132923,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",132923,"iucn",0,NA,22461125.6001208,10184758.8959521,21227719.8017941,39.6577280689934,5.67308988007007,54.6691820509365,87.4851367419738,"AM",16.9272966217856
"133",133,133,"URM-Cn-5987","Seriatopora caliendrum","NT",133028,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133028,"iucn",0.2,NA,24906913.4376838,12350304.5222297,22995348.3056654,41.8027828191168,7.79189352692075,50.4053236539625,84.2888509392535,"AM",17.0306559709976
"134",134,134,"URM-Cn-5989","Seriatopora guttatus","LC",133614,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133614,"iucn",0,NA,16989550.9405576,10758165.9341587,12145852.430906,34.5487042001787,28.8829311885612,36.5683646112601,54.4660467737391,"AM",16.64810906249
"135",135,135,"URM-Cn-4836","Acropora subglabra","LC",133087,"LC","Decreasing",NA,NA,"LC","iucn","CORALS1",133087,"iucn",0,-0.5,19807437.7962506,9433929.46803078,18836267.387328,42.5619834710744,5.03520048974594,52.4028160391797,89.4212218649518,"AM",16.8015680714026
"136",136,136,"URM-Cn-6069","Porites nigrescens","VU",133038,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133038,"iucn",0.4,NA,25122731.6813407,6418270.7148056,24490364.5665755,22.9234282966703,2.58444524582282,74.4921264575069,89.8680490103676,"AM",17.0392836389282
"137",137,137,"URM-Cn-6073","Porites porites","LC",133395,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133395,"iucn",0,0,5943115.87656109,3127166.03098778,4838332.83447952,34.1439205955335,18.9578163771712,46.8982630272953,64.2990654205608,"AM",15.5977441121498
"138",138,138,"URM-Cn-4835","Acropora striata","VU",133291,"VU","Decreasing",NA,NA,"VU","iucn","CORALS1",133291,"iucn",0.4,-0.5,14137531.1578599,7340105.81620528,9964375.7439865,22.0704375667022,29.7118463180363,48.2177161152615,42.6215993404782,"AM",16.4643436033199
"139",139,139,"URM-Cn-6020","Goniopora minor","NT",133607,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133607,"iucn",0.2,NA,26426249.7446214,4759472.70770376,26110488.233829,16.779060464053,1.22299691393302,81.9979426220139,93.2063492063492,"AM",17.0898683826277
"140",140,140,"URM-Cn-6030","Goniopora stokesi","NT",133668,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133668,"iucn",0.2,NA,24254442.9695211,5223584.37807209,23866531.8005961,19.8184756931493,1.65361183637946,78.5279124704712,92.2987840185292,"AM",17.0041103738039
"141",141,141,"URM-Cn-6038","Porites astreoides","LC",133680,"LC","Increasing",NA,NA,"LC","iucn","CORALS2",133680,"iucn",0,0.5,8182652.41824337,5042790.46352951,5719533.97699258,29.6959459459459,34.7635135135135,35.5405405405405,46.0691823899371,"AM",15.9175269125281
"142",142,142,"URM-Cn-6055","Porites furcata","LC",133504,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133504,"iucn",0,0,3981247.58835201,2088868.74253638,3489829.86403107,40.3547671840355,12.0473022912047,47.5979305247598,77.0098730606488,"AM",15.197105792551
"143",143,143,"URM-Cn-6062","Porites lichen","LC",133023,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133023,"iucn",0,NA,27109277.0732031,5438083.97429726,26676360.0580487,18.3540097474524,1.63934426229508,80.0066459902526,91.8005540166205,"AM",17.1153865546937
"144",144,144,"URM-Cn-6063","Porites lobata","NT",133216,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133216,"iucn",0.2,NA,30547815.6823293,7888315.9540224,29659011.7147812,22.9183032207384,3.00471327572663,74.076983503535,88.4090909090909,"AM",17.2348037412656
"145",145,145,"URM-Cn-6064","Porites lutea","LC",133082,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133082,"iucn",0,NA,29991100.2899253,6520698.30321185,29700828.3549168,20.5294705294705,0.979020979020979,78.4915084915085,95.4482117974919,"AM",17.2164112386125
"146",146,146,"URM-Cn-5823","Hydnophora microconos","NT",133458,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133458,"iucn",0.2,NA,28732404.3155289,10174024.1477492,27483205.6866214,30.813527379332,4.44979583289708,64.7366767877709,87.3812351543943,"AM",17.1735361140369
"147",147,147,"URM-Cn-5824","Hydnophora pilosa","LC",132895,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",132895,"iucn",0,NA,16119308.9083829,4108156.65462172,15742068.16768,23.1624575951753,2.43120995099887,74.4063324538259,90.500736377025,"AM",16.5955284224353
"148",148,148,"URM-Cn-5825","Hydnophora rigida","LC",132881,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",132881,"iucn",0,NA,22684986.1389907,7263151.34415824,22031317.9196573,28.9884046381447,2.97214447554312,68.0394508863122,90.7005838198499,"AM",16.9372138600591
"149",149,149,"URM-Cn-5826","Merulina ampliata","LC",133337,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133337,"iucn",0,NA,28177153.7587721,13029546.0994865,25939810.1151142,38.0134428678118,8.1190654006188,53.8674917315694,82.4005550416281,"AM",17.154022057161
"150",150,150,"URM-Cn-5827","Merulina scabricula","LC",133024,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133024,"iucn",0,NA,22285846.9299149,5095809.64935907,21899232.751361,21.0020311442112,1.7603249830738,77.237643872715,92.266508030934,"AM",16.9194623681241
"151",151,151,"URM-Cn-5830","Scapophyllia cylindrica","LC",133473,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133473,"iucn",0,NA,19871230.7796937,7317946.97328724,19196517.17007,33.3130236100533,3.5034272658035,63.1835491241432,90.4840711625983,"AM",16.8047835542148
"152",152,152,"URM-Cn-5845","Acanthastrea bowerbanki","VU",133411,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133411,"iucn",0.4,NA,18781909.5384533,9417599.38375158,17153925.5384234,41.2369477911647,8.8995983935743,49.863453815261,82.2492790772188,"AM",16.7484047059393
"153",153,153,"URM-Cn-5846","Acanthastrea echinata","LC",133246,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133246,"iucn",0,NA,30054526.2525756,14854523.7026646,27657503.0787715,41.256721768572,8.30511850229038,50.4381597291376,83.2429174201326,"AM",17.2185238316486
"154",154,154,"URM-Cn-5847","Acanthastrea faviaformis","VU",133624,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133624,"iucn",0.4,NA,11875131.9707693,5828977.7067741,9541404.94181734,29.2157867760123,20.041004613019,50.7432086109687,59.3132154006244,"AM",16.2899570211512
"155",155,155,"URM-Cn-5848","Acanthastrea hemprichii","VU",133642,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133642,"iucn",0.4,NA,19828309.6404685,11131015.0507185,16447891.7519471,38.9090909090909,17.2878787878788,43.8030303030303,69.2369911027231,"AM",16.8026212543245
"156",156,156,"URM-Cn-5849","Acanthastrea hillae","NT",133106,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133106,"iucn",0.2,NA,23324266.5205296,9480207.30152486,22104091.2482947,35.1918619624002,5.35668297707958,59.4514550605202,86.7894569704668,"AM",16.9650048581381
"157",157,157,"URM-Cn-5850","Acanthastrea ishigakiensis","VU",133376,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133376,"iucn",0.4,NA,23907287.6302844,12714425.8808704,18742874.9184448,31.2972292191436,21.8136020151134,46.8891687657431,58.9281479724923,"AM",16.9896938921918
"158",158,158,"URM-Cn-5851","Acanthastrea lordhowensis","NT",133366,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133366,"iucn",0.2,NA,20216612.9834056,11766247.684898,16785640.3771204,41.05871886121,17.2449584816133,41.6963226571768,70.4221770091556,"AM",16.8220152492864
"159",159,159,"URM-Cn-5854","Acanthastrea regularis","VU",133326,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133326,"iucn",0.4,NA,13560351.3127283,7794117.27517456,10662949.6349357,35.8232391206819,21.7362045760431,42.440556303275,62.2369446609509,"AM",16.4226607481592
"160",160,160,"SLB-62731","Acanthastrea rotundoflora","NT",133386,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133386,"iucn",0.2,NA,19792951.226585,11539755.6989953,15404518.8637101,35.7598784194529,22.355623100304,41.8844984802432,61.5324267782427,"AM",16.8008364336249
"161",161,161,"URM-Cn-5858","Australomussa rowleyensis","NT",133573,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133573,"iucn",0.2,NA,14731055.8585612,8629745.18296095,12456336.2818934,42.8394807335669,15.7016278590563,41.4588914073769,73.1784582893347,"AM",16.5054684666955
"162",162,162,"URM-Cn-5859","Blastomussa merleti","LC",133528,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133528,"iucn",0,NA,21896000.5326924,12718801.659291,19515279.0636185,47.056401811445,10.9784547824894,41.9651434060656,81.0829983447624,"AM",16.9018145540309
"163",163,163,"URM-Cn-5860","Blastomussa wellsi","NT",133253,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133253,"iucn",0.2,NA,21946089.0761282,12544587.1876915,18263171.564387,40.1974225390732,17.0688236907047,42.7337537702221,70.1939190806799,"AM",16.9040995074023
"164",164,164,"URM-Cn-5861","Cynarina lacrymalis","NT",133413,"NT","Unknown",NA,NA,"NT","iucn","CORALS2",133413,"iucn",0.2,NA,25751542.9625509,13427074.9941206,23236620.0081175,42.148277875073,10.0758902510216,47.7758318739054,80.7064609881511,"AM",17.0640051041546
"165",165,165,"URM-Cn-5864","Isophyllia sinuosa","LC",133591,"LC","Stable",NA,NA,"LC","iucn","CORALS2",133591,"iucn",0,0,3513005.41370689,1332852.0845655,3342354.0998908,33.0557868442964,5.07910074937552,61.8651124063281,86.6812227074236,"AM",15.0719824722963
"166",166,166,"URM-Cn-5865","Lobophyllia corymbosa","LC",133551,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133551,"iucn",0,NA,28174473.3179599,12939380.0422632,26113365.2424289,38.348271446863,7.53307725138711,54.1186513017499,83.5813953488372,"AM",17.1539269244753
"167",167,167,"URM-Cn-5867","Lobophyllia dentatus","VU",133565,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133565,"iucn",0.4,NA,10302758.6779609,4818704.0740074,9443641.1935398,38.3194278903457,8.373063170441,53.3075089392133,82.0676451818762,"AM",16.1479222501508
"168",168,168,"URM-Cn-5868","Lobophyllia diminuta","VU",133619,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133619,"iucn",0.4,NA,17459924.095794,9457666.65660734,13125457.7264142,29.3166405842462,24.7435228655886,45.9398365501652,54.22965583789,"AM",16.6754187610463
"169",169,169,"URM-Cn-5869","Lobophyllia flabelliformis","VU",133032,"VU","Unknown",NA,NA,"VU","iucn","CORALS2",133032,"iucn",0.4,NA,13426773.0927958,8911330.09799448,10175801.6951171,41.8815015829941,24.5137946630484,33.6047037539575,63.0790190735695,"AM",16.4127612635895
"170",170,170,"URM-Cn-5870","Lobophyllia hataii","LC",133304,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133304,"iucn",0,NA,24586942.8689674,13021448.2116859,21851649.6892434,41.480122324159,11.3761467889908,47.1437308868502,78.4772043508447,"AM",17.017726082306
"171",171,171,"URM-Cn-5871","Lobophyllia hemprichii","LC",133419,"LC","Unknown",NA,NA,"LC","iucn","CORALS2",133419,"iucn",0,NA,28813935.718522,12080970.9791695,26840484.3178787,34.8791162984577,7.09670696123385,58.0241767403085,83.0933465739821,"AM",17.1763697071898
