am_sid,sciname,am_class,iucn_sid,sciname_iucn,iucn_class,class
Fis-31857,Amphiprion ocellaris,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27335,Amphiprion percula,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29622,Amphiprion perideraion,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32656,Amphiprion polymnus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-33250,Amphiprion rubrocinctus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-31865,Amphiprion sandaracinos,Actinopterygii,154812,Amphiprion sandaracinos,Actinopterygii,Actinopterygii
Fis-34867,Amphiprion sebae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29623,Amphistichus argenteus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24417,Amphistichus koelzi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24418,Amphistichus rhodoterus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-164872,Amsichthys knighti,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-63249,Anacanthobatis americana,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-126296,Anacanthobatis folirostris,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-126299,Anacanthobatis longirostris,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-32706,Anacanthus barbatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-31132,Anampses caeruleopunctatus,Actinopterygii,187716,Anampses caeruleopunctatus,Actinopterygii,Actinopterygii
Fis-31144,Anampses cuvier,Actinopterygii,187758,Anampses cuvier,Actinopterygii,Actinopterygii
Fis-31146,Anampses elegans,Actinopterygii,187453,Anampses elegans,Actinopterygii,Actinopterygii
Fis-31136,Anampses femininus,Actinopterygii,187808,Anampses femininus,Actinopterygii,Actinopterygii
Fis-31135,Anampses geographicus,Actinopterygii,187710,Anampses geographicus,Actinopterygii,Actinopterygii
Fis-31145,Anampses lennardi,Actinopterygii,187567,Anampses lennardi,Actinopterygii,Actinopterygii
Fis-32535,Anampses lineatus,Actinopterygii,187639,Anampses lineatus,Actinopterygii,Actinopterygii
Fis-31471,Anampses melanurus,Actinopterygii,155146,Anampses melanurus,Actinopterygii,Actinopterygii
Fis-31133,Anampses meleagrides,Actinopterygii,187723,Anampses meleagrides,Actinopterygii,Actinopterygii
Fis-31134,Anampses neoguinaicus,Actinopterygii,187759,Anampses neoguinaicus,Actinopterygii,Actinopterygii
Fis-31137,Anampses twistii,Actinopterygii,187784,Anampses twistii,Actinopterygii,Actinopterygii
Fis-51774,Anaora tentaculata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-31847,Anarchias allardicei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26149,Anarchias cantonensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27263,Anarchias euryurus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28980,Anarchias galapagensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143503,Anarchias leucurus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23903,Anarchias similis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24778,Anarchopterus tectus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29624,Anarhichas denticulatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29625,Anarhichas lupus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29626,Anarhichas minor,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29627,Anarhichas orientalis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29628,Anarrhichthys ocellatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23341,Anchoa argentivittata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23343,Anchoa cayorum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29630,Anchoa colonensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23345,Anchoa compressa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23346,Anchoa cubana,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22842,Anchoa curta,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22844,Anchoa eigenmannia,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23347,Anchoa exigua,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22980,Anchoa filifera,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23348,Anchoa helleri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23349,Anchoa hepsetus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23350,Anchoa ischana,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29631,Anchoa lamprotaenia,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22982,Anchoa lucida,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23351,Anchoa lyolepis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23352,Anchoa nasus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22987,Anchoa parva,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22989,Anchoa spinifer,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22990,Anchoa starksi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29272,Anchoa walkeri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22994,Anchovia clupeoides,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22995,Anchovia macrolepidota,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23355,Anchoviella brevirostris,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23360,Anchoviella lepidentostole,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23362,Anchoviella perfasciata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163904,Ancistrogobius dipus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163907,Ancistrogobius yoshigoui,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144180,Ancylopsetta antillarum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32400,Ancylopsetta cycloidea,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32725,Ancylopsetta dendritica,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24419,Ancylopsetta dilecta,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32401,Ancylopsetta kumperae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149852,Ancylopsetta ommata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26680,Andamia reyi,Actinopterygii,48342407,Andamia reyi,Actinopterygii,Actinopterygii
Fis-54337,Andamia tetradactylus,Actinopterygii,48342440,Andamia tetradactylus,Actinopterygii,Actinopterygii
Fis-22711,Anguilla anguilla,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-147517,Anguilla australis australis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-8951,Anguilla bicolor,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-34672,Anguilla celebesensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35153,Anguilla megastoma,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23366,Anguilla mossambica,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32394,Anguilla obscura,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32395,Anguilla reinhardtii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22845,Anguilla rostrata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24753,Anisarchus medius,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28954,Anisotremus caesius,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24420,Anisotremus davidsonii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26928,Anisotremus interruptus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26930,Anisotremus scapularis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35611,Anisotremus taeniatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23368,Anisotremus virginicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23369,Anodontostoma chacunda,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29638,Anodontostoma thailandiae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26415,Anomalops katoptron,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24421,Anoplagonus inermis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29639,Anoplarchus insignis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29640,Anoplarchus purpurescens,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35880,Anoplocapros amygdaloides,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29185,Anoplocapros inermis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29186,Anoplocapros lenticularis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-34960,Anoplogaster brachycera,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23904,Anoplogaster cornuta,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22996,Anoplopoma fimbria,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-148363,Anotopterus nikparini,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29641,Anotopterus pharao,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26906,Anoxypristis cuspidata,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-32641,Antennablennius australis,Actinopterygii,46079217,Antennablennius australis,Actinopterygii,Actinopterygii
Fis-26821,Antennablennius bifilum,Actinopterygii,46079226,Antennablennius bifilum,Actinopterygii,Actinopterygii
Fis-113013,Antennablennius hypenetes,Actinopterygii,46079239,Antennablennius hypenetes,Actinopterygii,Actinopterygii
Fis-113018,Antennablennius variopunctatus,Actinopterygii,46079321,Antennablennius variopunctatus,Actinopterygii,Actinopterygii
Fis-28056,Antennarius biocellatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163998,Antennarius commerson,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26844,Antennarius hispidus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54289,Antennarius indicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27352,Antennarius maculatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24422,Antennarius multiocellatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25440,Antennarius pardalis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29643,Antennarius pauciradiatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27743,Antennarius pictus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32292,Antennarius randalli,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25646,Antennarius striatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-166689,Antennatus analis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-166691,Antennatus coccineus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-166692,Antennatus dorehensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-145058,Antennatus linearis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-166694,Antennatus nummifer,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-166695,Antennatus rosaceus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-58200,Antennatus sanguineus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28890,Antennatus strigatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28075,Antennatus tuberosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23371,Anthias anthias,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-138831,Anthias menezesi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29646,Anthias nicholsi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-138829,Anthias woodsi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29648,Antigonia capros,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29649,Antigonia combatia,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144342,Antigonia eos,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144339,Antigonia indica,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-34066,Antigonia malayana,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35779,Antigonia rhomboidea,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26628,Antigonia rubescens,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144381,Antigonia rubicunda,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-158649,Antigonia undulata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29650,Antimora microlepis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23905,Antimora rostrata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25382,Anyperodon leucogrammicus,Actinopterygii,132787,Anyperodon leucogrammicus,Actinopterygii,Actinopterygii
Fis-24424,Apeltes quadracus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-4273,Aphanius dispar dispar,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25345,Aphanius fasciatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144330,Aphanopus arigato,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29275,Aphanopus carbo,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32889,Aphanopus intermedius,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22737,Aphareus furca,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29276,Aphareus rutilans,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22712,Aphia minuta,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-122901,Aphos porosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-33130,Aphyonus gelatinosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32690,Apionichthys dumerili,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27763,Apistops caloundra,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26087,Apistus carinatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32411,Aplatophis chauliodus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27327,Apletodon dentatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50088,Apletodon pellegrini,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-33261,Aploactis aspera,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-126895,Aploactisoma milesii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-114203,Aplodactylus arctidens,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-136682,Aplodactylus lophodon,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26491,Apocryptodon madurensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29659,Apodichthys flavidus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-10690,Apodichthys fucorum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-61800,Apogon americanus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-58216,Apogon atradorsatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-113429,Apogon atricaudus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24427,Apogon aurolineatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24428,Apogon binotatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-159576,Apogon campbelli,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-142092,Apogon caudicinctus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-31516,Apogon coccineus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35439,Apogon crassiceps,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-62558,Apogon dammermani,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-147939,Apogon dianthus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25801,Apogon doryssa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32737,Apogon dovii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35443,Apogon erythrinus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24429,Apogon guadalupensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23372,Apogon imberbis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-146598,Apogon indicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29660,Apogon lachneri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24430,Apogon maculatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54168,Apogon nitidus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-137761,Apogon pacificus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29662,Apogon phenax,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29663,Apogon pillionatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29664,Apogon planifrons,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-147924,Apogon posterofasciatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22150,Apogon pseudomaculatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22151,Apogon quadrisquamatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-113426,Apogon retrosella,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161116,Apogon seminigracaudus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32628,Apogon semiornatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-146600,Apogon susanae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35412,Apogon talboti,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24431,Apogon townsendi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54292,Apogon unicolor,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163609,Apogonichthyoides atripes,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163610,Apogonichthyoides brevicaudatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-170310,Apogonichthyoides cathetogramma,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163623,Apogonichthyoides chrysurus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167267,Apogonichthyoides melas,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163615,Apogonichthyoides niger,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-10407,Apogonichthyoides nigripinnis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163618,Apogonichthyoides pseudotaeniatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-3059,Apogonichthyoides taeniatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163622,Apogonichthyoides timorensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163625,Apogonichthyoides umbratilis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25794,Apogonichthys ocellatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-31511,Apogonichthys perdix,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35821,Apogonops anomalus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26169,Apolemichthys trimaculatus,Actinopterygii,165835,Apolemichthys trimaculatus,Actinopterygii,Actinopterygii
Fis-28014,Apolemichthys xanthotis,Actinopterygii,165853,Apolemichthys xanthotis,Actinopterygii,Actinopterygii
Fis-28015,Apolemichthys xanthurus,Actinopterygii,165844,Apolemichthys xanthurus,Actinopterygii,Actinopterygii
Fis-112833,Apopterygion alta,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35933,Aporops bilinearis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29278,Aprion virescens,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161400,Apristurus australis,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-22998,Apristurus brunneus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-145092,Apristurus exsanguis,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-29281,Apristurus kampae,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-23002,Apristurus laurussonii,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-29282,Apristurus longicephalus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-23003,Apristurus macrorhynchus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-156530,Apristurus melanoasper,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-23005,Apristurus microps,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-29285,Apristurus parvipinnis,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-23006,Apristurus platyrhynchus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-29286,Apristurus riveri,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-23008,Apristurus saldanha,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-29665,Aprognathodon platyventris,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22219,Apsilus dentatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29288,Apsilus fuscus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27286,Apterichtus anguiformis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23911,Apterichtus ansp,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23373,Apterichtus caecus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-130771,Apterichtus flavicaudus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23912,Apterichtus kendalli,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28666,Apterichtus klazingai,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27288,Apterichtus monodi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-24433,Aptocyclus ventricosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47343,Aptychotrema rostrata,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-54720,Aptychotrema vincentiana,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-131543,Aracana aurita,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47744,Aracana ornata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-147930,Archamia bleekeri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150528,Archistes biseriatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26857,Archosargus pourtalesii,Actinopterygii,47137303,Archosargus pourtalesii,Actinopterygii,Actinopterygii
Fis-23013,Archosargus probatocephalus,Actinopterygii,170223,Archosargus probatocephalus,Actinopterygii,Actinopterygii
Fis-23374,Archosargus rhomboidalis,Actinopterygii,170156,Archosargus rhomboidalis,Actinopterygii,Actinopterygii
Fis-113158,Arcos erythrops,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-113162,Arcos rhodospilus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23375,Arctogadus glacialis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23014,Arctoscopus japonicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-136946,Arctozenus risso,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-152319,Arcygobius baliurus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-127155,Arenigobius bifrenatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-127157,Arenigobius frenatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35552,Argentina aliceae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35699,Argentina australiae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32398,Argentina brucei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35501,Argentina elongata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-48132,Argentina euchus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-148344,Argentina georgei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-52272,Argentina kagoshimae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29667,Argentina sialis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23914,Argentina silus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29289,Argentina sphyraena,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-148345,Argentina stewarti,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29668,Argentina striata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-34764,Argyripnus atlanticus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-55596,Argyripnus iridescens,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161117,Argyripnus pharos,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29290,Argyropelecus aculeatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29669,Argyropelecus gigas,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32104,Argyropelecus hemigymnus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-34692,Argyropelecus lychnus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-7929,Argyropelecus olfersii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32332,Argyropelecus sladeni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32670,Argyrops bleekeri,Actinopterygii,170191,Argyrops bleekeri,Actinopterygii,Actinopterygii
Fis-25174,Argyrops filamentosus,Actinopterygii,170252,Argyrops filamentosus,Actinopterygii,Actinopterygii
Fis-23015,Argyrops spinifer,Actinopterygii,170238,Argyrops spinifer,Actinopterygii,Actinopterygii
Fis-27784,Argyrosomus amoyensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23016,Argyrosomus hololepidotus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-51171,Argyrosomus inodorus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28290,Argyrosomus japonicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23017,Argyrosomus regius,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32581,Argyrosomus thorpei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23018,Argyrozona argyrozona,Actinopterygii,170231,Argyrozona argyrozona,Actinopterygii,Actinopterygii
Fis-115472,Arhynchobatis asperrimus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-29292,Ariomma bondi,Actinopterygii,NA,NA,NA,Actinopterygii
