am_sid,sciname,am_class,iucn_sid,sciname_iucn,iucn_class,class
Fis-146084,Eustomias medusa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-34814,Eustomias melanostigma,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-146083,Eustomias melanostigmoides,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-152044,Eustomias monodactylus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-55669,Eustomias multifilis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144666,Eustomias pacificus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149894,Eustomias parini,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149951,Eustomias parri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-34816,Eustomias patulus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149898,Eustomias paxtoni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-62380,Eustomias perplexus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-138426,Eustomias pinnatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-146089,Eustomias posti,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149936,Eustomias problematicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-55670,Eustomias satterleei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149934,Eustomias similis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144661,Eustomias suluensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-126125,Eustomias tomentosis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-55671,Eustomias vitiazi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149891,Eustomias vulgaris,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161682,Eusurculus andamanensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-134133,Evermannella megalops,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144858,Evermannichthys bicolor,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-165185,Eviota ancora,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-165952,Eviota dorsopurpurea,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167086,Eviota fallax,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-169355,Eviota flebilis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161086,Eviota hoesei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32460,Eviota irrasa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167424,Eviota jewettae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161751,Eviota masudai,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-169142,Eviota occasa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112982,Eviota pardalota,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167428,Eviota pinocchioi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161089,Eviota readerae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-166481,Eviota rubriceps,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-165186,Eviota rubriguttata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163894,Eviota rubrisparsa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163891,Eviota shimadai,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-169356,Eviota specca,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167081,Eviota springeri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-142239,Eviota susanae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163885,Eviota toshiyuki,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29363,Exyrias ferrarisi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143727,Facciolella karreri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-154471,Feia dabra,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-62174,Festucalex gibbsi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-162142,Festucalex kulbickii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32504,Festucalex prolixus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161451,Figaro striatus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-142472,Filimanus heptadactyla,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35873,Filimanus perplexa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29168,Filimanus sealei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25795,Foa brachygramma,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-145889,Foa hyalina,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-168266,Foa nivosa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35472,Foetorepus masudai,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-148461,Foetorepus paxtoni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-114270,Forsterygion flavonigrum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-114457,Forsterygion gymnotum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35422,Forsterygion lapillum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112881,Forsterygion malcolmi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-164025,Forsterygion maryannae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-166688,Fowlerichthys scriptissimus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-132344,Fusigobius aureus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-132317,Gadella brocca,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-114586,Gadella edelmanni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149252,Gadella filifer,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149248,Gadella molokaiensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-146377,Gadella obscurus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-124020,Gadella thysthlon,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-126684,Gadomus magnifilis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144157,Gadomus melanopterus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27012,Gaidropsarus granti,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27013,Gaidropsarus guttatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-125906,Galeus gracilis,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-61164,Galeus longirostris,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-29398,Galeus nipponensis,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-29399,Galeus piperatus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-161395,Galeus priapus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-23134,Galeus sauteri,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-49010,Gammogobius steinitzi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112758,Gastrocyathus gracilis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112726,Gastroscyphus hectoris,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149447,Gavialiceps arabicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-146054,Gavialiceps taiwanensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-142711,Gazza squamiventralis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32559,Genicanthus personatus,Actinopterygii,165874,Genicanthus personatus,Actinopterygii,Actinopterygii
Fis-34362,Genicanthus spinus,Actinopterygii,165846,Genicanthus spinus,Actinopterygii,Actinopterygii
Fis-137617,Genioliparis lindbergi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-46971,Genypterus chilensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161742,Gerres akazakii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-55259,Gerres baconensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-136640,Gerres chrysops,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-144715,Gerres silaceus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-165213,Gerres simillimus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50591,Gigantactis gibbsi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50594,Gigantactis gracilicauda,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-128096,Gigantactis herwigi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-53395,Gigantactis kreffti,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50599,Gigantactis longicirra,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-128093,Gigantactis microdontis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-128094,Gigantactis savagei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50606,Gigantactis watermani,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-127938,Gilbertidia pustulosa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-123828,Gillellus jacksoni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-114189,Gilloblennius tripennis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-134861,Girella albostriata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-137949,Girella feliciana,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-120985,Girella fimbriata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-62894,Girella stuebeli,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-51816,Girella zonata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-162862,Gladiogobius rex,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-159582,Glaucostegus halavi,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-131178,Glenoglossa wassi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-128034,Glossanodon elongatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-148346,Glossanodon mildredae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-22846,Glossanodon semifasciatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161453,Glyphis garricki,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-34096,Glyptophidium macropus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-132050,Glyptophidium oceanium,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167326,Gnatholepis caudimaculata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-167333,Gnatholepis knighti,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163366,Gnatholepis yoshinoi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-133486,Gnathophis andriashevi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143706,Gnathophis heterognathos,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143320,Gnathophis heterolinea,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-148655,Gnathophis microps,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-148656,Gnathophis nasutus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-158420,Gnathophis neocaledoniensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30057,Gobiesox eugrammus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-168916,Gobiodon aoyagii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-168614,Gobiodon bilineatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-168618,Gobiodon fuscoruber,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-168616,Gobiodon irregularis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112985,Gobiodon reticulatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-138819,Gobiodon spilophthalmus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-33882,Gobiomorphus cotidianus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-132496,Gobiomorus polylepis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-145626,Gobionotothen angustifrons,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112772,Gobiopsis atrata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-113003,Gobiopsis canalis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150609,Gobiopsis malekulae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149613,Gobiopsis springeri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-152348,Gobiopterus mindanensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30067,Gobiosoma ginsburgi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112797,Gobius ater,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-141086,Gobius kolombatovici,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112804,Gobius roulei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-49024,Gobius strictus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112805,Gobius vittatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-142752,Gonorynchus forsteri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-142754,Gonorynchus moseleyi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-130806,Gordiichthys ergodes,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-134026,Gorgasia galzini,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-57875,Gorgasia hawaiiensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-53446,Gorgasia japonica,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-134402,Gorgasia naeocepaea,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-134406,Gorgasia sillneri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-132340,Gorgasia taiwanensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-159571,Gorgasia thamani,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-114207,Grahamichthys radiata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-160849,Grallenia lipi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-35002,Gramma linki,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47232,Grammatonotus crosnieri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-165228,Grammatonotus lanceolatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-62551,Grammatonotus laysanus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-127585,Grammatonotus macrophthalmus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47708,Grammonus robustus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47004,Grammoplites knappi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-61064,Gulaphallus panayensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-131995,Gurgesiella dorsalifera,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-125920,Gurgesiella furvescens,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-132771,Guttigadus globosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29207,Gymnapogon annona,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-34136,Gymnapogon japonicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116311,Gymnelopsis brevifenestrata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-117378,Gymnelopsis ocellata,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116318,Gymnelus pauciporus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54627,Gymnocanthus intermedius,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-148922,Gymnoscyphus ascitus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-124120,Gymnothorax annulatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143415,Gymnothorax bacalladoi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143446,Gymnothorax cephalospilus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-33779,Gymnothorax chlamydatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143433,Gymnothorax dorsalis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149517,Gymnothorax eurygnathos,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143436,Gymnothorax formosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30081,Gymnothorax hubbsi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-61279,Gymnothorax niphostigmus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-141776,Gymnothorax phalarus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-26562,Gymnothorax philippinus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-141266,Gymnothorax polyspondylus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-62088,Gymnothorax punctatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-124148,Gymnothorax randalli,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-162297,Gymnothorax taiwanensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-145273,Gyrinomimus myersi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150013,Hadropareia middendorffii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-116558,Hadropogonichthys lindbergi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-141089,Haemulon squamipinna,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-29409,Halaelurus lineatus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-160266,Halaelurus maculosus,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-145829,Halaphritis platycephala,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28994,Halichoeres adustus,Actinopterygii,183771,Halichoeres adustus,Actinopterygii,Actinopterygii
Fis-145604,Halichoeres bleekeri,Actinopterygii,187432,Halichoeres bleekeri,Actinopterygii,Actinopterygii
Fis-142137,Halichoeres chlorocephalus,Actinopterygii,187687,Halichoeres chlorocephalus,Actinopterygii,Actinopterygii
Fis-154652,Halichoeres dimidiatus,Actinopterygii,187401,Halichoeres dimidiatus,Actinopterygii,Actinopterygii
Fis-164617,Halichoeres erdmanni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-164649,Halichoeres hilomeni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-60896,Halichoeres leptotaenia,Actinopterygii,187790,Halichoeres leptotaenia,Actinopterygii,Actinopterygii
Fis-132342,Halichoeres orientalis,Actinopterygii,187537,Halichoeres orientalis,Actinopterygii,Actinopterygii
Fis-142162,Halichoeres pardaleocephalus,Actinopterygii,187370,Halichoeres pardaleocephalus,Actinopterygii,Actinopterygii
Fis-162828,Halichoeres sazimai,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-60899,Halichoeres signifer,Actinopterygii,187585,Halichoeres signifer,Actinopterygii,Actinopterygii
Fis-112900,Halichoeres stigmaticus,Actinopterygii,187465,Halichoeres stigmaticus,Actinopterygii,Actinopterygii
Fis-58537,Halichoeres trispilus,Actinopterygii,187750,Halichoeres trispilus,Actinopterygii,Actinopterygii
Fis-164043,Halicmetus niger,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50276,Halieutaea hancocki,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-141410,Halieutaea retifera,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143640,Halieutopsis ingerorum,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-159261,Halieutopsis margaretae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143637,Halieutopsis tumifrons,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143635,Halieutopsis vermicularis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30967,Halimuraena lepopareia,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-126109,Halophryne hutchinsi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-33134,Halosaurus attenuatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-145124,Halosaurus carinicauda,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-146157,Halosaurus ridgwayi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161762,Hapalogenys filamentosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-140914,Hapalogenys merguiensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-112720,Haplocylix littoreus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47639,Harpadon erythraeus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149680,Harpadon squamosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32180,Harpagifer spinosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-33127,Harriotta haeckeli,Holocephali,NA,NA,NA,Holocephali
Fis-127248,Hastatobythites arafurensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-153199,Helcogramma albimacula,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-153200,Helcogramma cerasina,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-153201,Helcogramma desa,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-153233,Helcogramma lacuna,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-58543,Helcogramma maldivensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-114576,Helcogramma novaecaledoniae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161812,Helcogramma rosea,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-137821,Helcogramma vulcana,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54471,Helicolenus fedorovi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150190,Hemerorhinus heyningi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-146234,Hemigobius mingi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-169691,Hemigymnus sexfasciatus,Actinopterygii,187551,Hemigymnus sexfasciatus,Actinopterygii,Actinopterygii
Fis-46917,Heminodus philippinus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50238,Hemiramphus robustus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-25893,Hemiscyllium freycineti,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-160834,Hemiscyllium galei,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-31588,Hemitriakis leucoperiptera,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-23538,Herklotsichthys blackburni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30098,Herklotsichthys gotoi,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-30099,Herklotsichthys lossei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23542,Herklotsichthys punctatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23544,Herklotsichthys spilurus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149714,Hetereleotris georgegilli,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-158258,Hetereleotris readerae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150577,Hetereleotris vulgaris,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-161730,Heteroclinus kuiteri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-62357,Heteroconger cobra,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-28928,Heteroconger digueti,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-134214,Heteroconger enigmaticus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-134259,Heteroconger lentiginosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-163399,Heteroconger mercyae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-134033,Heteroconger pellegrini,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-134281,Heteroconger taylori,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-134304,Heteroconger tricia,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-23154,Heterodontus quoyi,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-144207,Heteromycteris hartzfeldii,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-54185,Heteroplopomus barbatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143870,Himantolophus brevirostris,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-139562,Himantolophus compressus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143867,Himantolophus cornifer,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149048,Himantolophus crinitus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149049,Himantolophus macroceras,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143873,Himantolophus melanolophus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-149058,Himantolophus multifurcatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143865,Himantolophus nigricornis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-143874,Himantolophus pseudalbinares,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-47489,Himantura fava,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-159113,Himantura hortlei,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-159332,Himantura lobistoma,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-139869,Himantura pastinacoides,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-139871,Himantura uarnacoides,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-28553,Himantura undulata,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-139780,Himantura walga,Elasmobranchii,NA,NA,NA,Elasmobranchii
Fis-170057,Hime pyrhistion,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-145688,Hippocampus biocellatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-130618,Hippocampus borboniensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32615,Hippocampus camelopardalis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-152093,Hippocampus colemani,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-130667,Hippocampus fisheri,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-59151,Hippocampus fuscus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-145717,Hippocampus hendriki,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-130731,Hippocampus jayakari,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-131072,Hippocampus minotaur,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-145692,Hippocampus montebelloensis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-145695,Hippocampus multispinus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-145693,Hippocampus procerus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-162148,Hippocampus pusillus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150499,Hippocampus queenslandicus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-162263,Hippocampus satomiae,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-53152,Hippocampus sindonis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-131089,Hippocampus subelongatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-168335,Hipposcorpaena filamentosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-32665,Hispidoberyx ambagiosus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-150917,Histiobranchus australis,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-55130,Histiobranchus bruuni,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-113108,Holapogon maximus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-50197,Holcomycteronus aequatoris,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-52571,Holcomycteronus digittatus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-27233,Holcomycteronus profundissimus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-138089,Holcomycteronus pterotus,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-133750,Hollardia goslinei,Actinopterygii,NA,NA,NA,Actinopterygii
Fis-160938,Holohalaelurus favus,Elasmobranchii,NA,NA,NA,Elasmobranchii
