speciesid,reviewed,speccode,genus,species,fbname,occurcells,kingdom,phylum,class,order,family,iucn_id,iucn_code,iucn_version
Fis-56797,null,24981,Echiodon,rendahli,Messmate fish,10,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,null,N.E.,2015-2
Fis-24006,null,2643,Echiophis,intertinctus,Spotted spoon-nose eel,77,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,null,N.E.,2015-2
Fis-24007,null,2645,Echiophis,punctifer,Stippled spoon-nose eel,54,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,null,N.E.,2015-2
Fis-33821,null,10214,Echiostoma,barbatum,Threadfin dragonfish,432,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,null,N.E.,2015-2
Fis-35286,null,12632,Ecsenius,aequalis,Fourline blenny,21,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-35891,1,14660,Ecsenius,axelrodi,Axelrod's clown blenny,20,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-35287,null,12633,Ecsenius,bandanus,Banda comb-tooth,10,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-25969,null,6033,Ecsenius,bicolor,Bicolor blenny,196,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-32481,null,7668,Ecsenius,bimaculatus,Twinspot coralblenny,11,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-115417,null,47382,Ecsenius,fijiensis,null,15,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-62262,1,27370,Ecsenius,fourmanoiri,Blackstriped combtooth blenny,19,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-28572,null,12634,Ecsenius,frontalis,Smooth-fin blenny,16,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-32418,null,7567,Ecsenius,lineatus,Linear blenny,40,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-32476,null,7661,Ecsenius,lividanalis,Blackspot coralblenny,14,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-115419,null,47385,Ecsenius,lubbocki,Lubbock's coralblenny,11,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-35630,null,13759,Ecsenius,mandibularis,Queensland blenny,23,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-9972,null,7561,Ecsenius,midas,Persian blenny,56,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-32479,null,7666,Ecsenius,monoculus,Monocle coralblenny,14,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-58115,null,25451,Ecsenius,nalolo,Nalolo,38,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-26631,null,7664,Ecsenius,namiyei,Black comb-tooth,31,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-31625,null,6034,Ecsenius,opsifrontalis,Comical blenny,28,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-32482,null,7669,Ecsenius,pictus,White-lined comb-tooth,21,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-61993,null,27293,Ecsenius,portenoyi,null,10,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-62703,null,27538,Ecsenius,prooculis,Striped coralblenny,13,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-35465,null,13048,Ecsenius,schroederi,Schroeder's coralblenny,11,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-35631,null,13760,Ecsenius,stictus,Great Barrier Reef blenny,23,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-61995,null,27294,Ecsenius,tessera,null,19,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-35292,null,12640,Ecsenius,trilineatus,Three-lined blenny,24,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,154947,LC,2015-2
Fis-25970,1,6036,Ecsenius,yaeyamaensis,Yaeyama blenny,100,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-31237,null,5101,Ectreposebastes,imus,Midwater scorpionfish,112,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Setarchidae,null,N.E.,2015-2
Fis-114181,null,46988,Ectreposebastes,niger,Pelagic scorpionfish,15,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Setarchidae,null,N.E.,2015-2
Fis-137621,null,7177,Edentoliparis,terraenovae,null,22,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,null,N.E.,2015-2
Fis-27941,null,10813,Einara,edentula,Toothless smooth-head,14,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,null,N.E.,2015-2
Fis-27977,null,10873,Einara,macrolepis,Loosescale smooth-head,31,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,null,N.E.,2015-2
Fis-113645,null,46744,Ekemblemaria,myersi,Reefsand blenny,52,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183605,LC,2015-2
Fis-114973,null,23734,Elacatinus,chancei,Shortstripe goby,20,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-150567,null,16640,Elacatinus,evelynae,Sharknose goby,47,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-124079,null,50627,Elacatinus,figaro,Barber goby,17,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-114974,null,3873,Elacatinus,horsti,Yellowline goby,28,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-114976,null,3876,Elacatinus,oceanops,Neon goby,13,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-114977,null,23733,Elacatinus,prochilos,Broadstripe goby,20,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-113908,null,46894,Elacatinus,puncticulatus,null,56,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183517,LC,2015-2
Fis-114978,null,23731,Elacatinus,randalli,Yellownose goby,19,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-114979,null,3878,Elacatinus,xanthiprora,Yellowprow goby,14,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,null,N.E.,2015-2
Fis-47571,null,412,Elagatis,bipinnulata,Rainbow runner,520,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,null,N.E.,2015-2
Fis-125639,null,51443,Elassodiscus,caudatus,Blackbelly snailfish,42,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,null,N.E.,2015-2
Fis-125600,null,51417,Elassodiscus,tremebundus,null,44,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,null,N.E.,2015-2
Fis-162415,null,6637,Elates,ransonnettii,Dwarf flathead,110,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,null,N.E.,2015-2
Fis-29044,null,14023,Elattarchus,archidium,Bluestreak drum,63,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,183580,LC,2015-2
Fis-26358,1,6984,Electrona,antarctica,null,628,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,null,N.E.,2015-2
Fis-26359,null,6985,Electrona,carlsbergi,Electron subantarctic,94,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,null,N.E.,2015-2
Fis-32114,null,6986,Electrona,paucirastra,Belted lanternfish,22,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,null,N.E.,2015-2
Fis-23484,null,1714,Electrona,risso,Electric lantern fish,491,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,null,N.E.,2015-2
Fis-148079,null,6987,Electrona,subaspera,Rough lanternfish,54,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,null,N.E.,2015-2
Fis-23115,null,466,Eleginops,maclovinus,Patagonian blennie,54,Animalia,Chordata,Actinopterygii,Perciformes,Eleginopsidae,null,N.E.,2015-2
Fis-22874,1,315,Eleginus,gracilis,Saffron cod,254,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,null,N.E.,2015-2
Fis-62779,null,11794,Eleotris,acanthopoma,Spinecheek gudgeon,58,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,196315,LC,2015-2
Fis-63724,null,28013,Eleotris,amblyopsis,Large-scaled spinycheek sleeper,65,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,null,N.E.,2015-2
Fis-26815,null,8034,Eleotris,fusca,Dusky sleeper,134,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,166077,LC,2015-2
Fis-62040,null,23089,Eleotris,mauritiana,Widehead sleeper,21,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,null,N.E.,2015-2
Fis-33751,null,10013,Eleotris,melanosoma,Broadhead sleeper,53,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,7135,LC,2015-2
Fis-24544,null,3829,Eleotris,pisonis,Spinycheek sleeper,125,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,null,N.E.,2015-2
Fis-29934,null,2494,Eleotris,senegalensis,null,23,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,181577,LC,2015-2
Fis-29935,null,2495,Eleotris,vittata,null,34,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,null,N.E.,2015-2
Fis-56926,null,25050,Eleutherochir,opercularis,Flap-gilled dragonet,28,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,null,N.E.,2015-2
Fis-145005,null,59426,Eleutheronema,rhadinum,East Asian fourfinger threadfin,14,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,null,N.E.,2015-2
Fis-22876,null,340,Eleutheronema,tetradactylum,Fourfinger threadfin,191,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,null,N.E.,2015-2
Fis-10471,null,5656,Ellochelon,vaigiensis,Squaretail mullet,151,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,197054,LC,2015-2
Fis-29936,null,2601,Elops,affinis,Machete,73,Animalia,Chordata,Actinopterygii,Elopiformes,Elopidae,184047,DD,2015-2
Fis-31830,null,6415,Elops,hawaiensis,Hawaiian ladyfish,42,Animalia,Chordata,Actinopterygii,Elopiformes,Elopidae,194307,DD,2015-2
Fis-31165,1,4959,Elops,lacerta,West African ladyfish,94,Animalia,Chordata,Actinopterygii,Elopiformes,Elopidae,182549,LC,2015-2
Fis-25671,null,5512,Elops,machnata,Tenpounder,94,Animalia,Chordata,Actinopterygii,Elopiformes,Elopidae,172363,LC,2015-2
Fis-29369,null,175,Elops,saurus,Ladyfish,138,Animalia,Chordata,Actinopterygii,Elopiformes,Elopidae,191822,LC,2015-2
Fis-31194,null,5023,Elops,senegalensis,Senegalese ladyfish,75,Animalia,Chordata,Actinopterygii,Elopiformes,Elopidae,194308,DD,2015-2
Fis-166943,null,56391,Ematops,randalli,Randall's viviparous brotula,15,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,null,N.E.,2015-2
Fis-24545,null,4236,Embassichthys,bathybius,Deep-sea sole,181,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,null,N.E.,2015-2
Fis-29937,null,3628,Embiotoca,jacksoni,Black perch,34,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,null,N.E.,2015-2
Fis-29938,null,3629,Embiotoca,lateralis,Striped seaperch,68,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,null,N.E.,2015-2
Fis-113667,null,46774,Emblemaria,hypacanthus,Gulf signal blenny,30,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183699,LC,2015-2
Fis-29940,null,3718,Emblemaria,pandionis,Sailfin blenny,51,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,null,N.E.,2015-2
Fis-113671,null,46778,Emblemaria,piratica,Sailfin signal blenny,26,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183628,LC,2015-2
Fis-29941,1,3719,Emblemaria,piratula,Pirate blenny,27,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,null,N.E.,2015-2
Fis-49734,null,3716,Emblemariopsis,bahamensis,Blackhead blenny,30,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,null,N.E.,2015-2
Fis-49737,null,16491,Emblemariopsis,occidentalis,Flagfin blenny,19,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,null,N.E.,2015-2
Fis-164090,null,48175,Emblemariopsis,signifer,null,33,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,154775,LC,2015-2
Fis-22259,null,3571,Emmelichthyops,atlanticus,Bonnetmouth,25,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,null,N.E.,2015-2
Fis-59418,null,395,Emmelichthys,nitidus nitidus,Cape bonnetmouth,214,Animalia,Chordata,Actinopterygii,Perciformes,Emmelichthyidae,null,N.E.,2015-2
Fis-27709,null,10194,Emmelichthys,ruber,Red rover,14,Animalia,Chordata,Actinopterygii,Perciformes,Emmelichthyidae,null,N.E.,2015-2
Fis-26908,null,8213,Emmelichthys,struhsakeri,Golden redbait,42,Animalia,Chordata,Actinopterygii,Perciformes,Emmelichthyidae,null,N.E.,2015-2
Fis-51630,null,16829,Encheliophis,boraborensis,Pinhead pearlfish,29,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,null,N.E.,2015-2
Fis-27333,null,9204,Encheliophis,gracilis,Graceful pearlfish,53,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,null,N.E.,2015-2
Fis-25343,null,4832,Encheliophis,homei,Silver pearlfish,60,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,null,N.E.,2015-2
Fis-33826,null,10226,Encheliophis,vermicularis,Worm pearlfish,13,Animalia,Chordata,Actinopterygii,Ophidiiformes,Carapidae,null,N.E.,2015-2
Fis-26850,null,8087,Enchelycore,anatina,Fangtooth moray,11,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,null,N.E.,2015-2
Fis-26150,1,6488,Enchelycore,bayeri,Bayer's moray,80,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,null,N.E.,2015-2
Fis-29944,null,2610,Enchelycore,carychroa,Chestnut moray,59,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,null,N.E.,2015-2
Fis-23485,null,1098,Enchelycore,nigricans,Viper moray,127,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,null,N.E.,2015-2
Fis-28981,null,13780,Enchelycore,octaviana,Slenderjaw moray,58,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,183450,LC,2015-2
Fis-26546,null,7451,Enchelycore,pardalis,Leopard moray eel,50,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,null,N.E.,2015-2
Fis-26152,null,6490,Enchelycore,schismatorhynchus,White-margined moray,45,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,155091,LC,2015-2
Fis-26153,null,6491,Enchelynassa,canina,Longfang moray,48,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,null,N.E.,2015-2
Fis-23486,null,1874,Enchelyopus,cimbrius,Fourbeard rockling,970,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,null,N.E.,2015-2
Fis-28968,null,13753,Enchelyurus,ater,Black blenny,37,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-150321,null,6062,Enchelyurus,kraussii,Krauss' blenny,56,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,null,N.E.,2015-2
Fis-23117,1,556,Encrasicholina,heteroloba,Shorthead anchovy,75,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,null,N.E.,2015-2
Fis-29371,null,558,Encrasicholina,punctifer,Buccaneer anchovy,96,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,null,N.E.,2015-2
Fis-29945,null,1659,Engraulis,anchoita,Argentine anchovy,93,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,null,N.E.,2015-2
Fis-23487,null,1660,Engraulis,australis,Australian anchovy,184,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,null,N.E.,2015-2
Fis-22756,1,66,Engraulis,encrasicolus,European anchovy,680,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,null,N.E.,2015-2
Fis-23488,null,1662,Engraulis,eurystole,Silver anchovy,190,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,null,N.E.,2015-2
Fis-29947,1,1663,Engraulis,japonicus,Japanese anchovy,81,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,null,N.E.,2015-2
Fis-29948,null,1664,Engraulis,mordax,Californian anchovy,187,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,183856,LC,2015-2
Fis-29372,1,4,Engraulis,ringens,Anchoveta,56,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,183775,LC,2015-2
Fis-35580,null,13558,Engyophrys,sanctilaurentii,Speckled-tail flounder,96,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,183467,LC,2015-2
Fis-30808,null,4220,Engyophrys,senta,American spiny flounder,145,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,null,N.E.,2015-2
Fis-47560,null,15563,Engyprosopon,bleekeri,Bleeker's flounder,11,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,null,N.E.,2015-2
Fis-23489,null,1324,Engyprosopon,grandisquama,Largescale flounder,191,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,null,N.E.,2015-2
Fis-47567,null,15569,Engyprosopon,latifrons,null,12,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,null,N.E.,2015-2
Fis-25567,null,5344,Engyprosopon,macrolepis,Largescale dwarf flounder,21,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,null,N.E.,2015-2
Fis-21899,null,13970,Engyprosopon,maldivensis,Olive wide-eyed flounder,62,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,null,N.E.,2015-2
Fis-47584,null,15583,Engyprosopon,mogkii,null,11,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,null,N.E.,2015-2
Fis-47581,null,15580,Engyprosopon,xystrias,null,12,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,null,N.E.,2015-2
Fis-125704,null,51509,Enigmapercis,reducta,Broad sandfish,32,Animalia,Chordata,Actinopterygii,Perciformes,Percophidae,null,N.E.,2015-2
Fis-49753,null,16503,Enneanectes,atrorus,Blackedge triplefin,13,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-29950,null,3721,Enneanectes,boehlkei,Roughhead triplefin,41,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-150017,null,46539,Enneanectes,carminalis,Carmine triplefin,72,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,183679,LC,2015-2
Fis-24551,null,3722,Enneanectes,pectoralis,Redeye triplefin,40,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-113441,null,46611,Enneanectes,reticulatus,Network triplefin,22,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,183408,LC,2015-2
Fis-113698,null,46800,Enneapterygius,atrogulare,Blackthroat Triplefin,47,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-125744,null,51539,Enneapterygius,bahasa,Blacktail threefin,18,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-50579,null,16975,Enneapterygius,clarkae,Barred triplefin,20,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-50584,null,16977,Enneapterygius,elegans,Hourglass triplefin,42,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-54038,null,23564,Enneapterygius,etheostomus,null,45,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-125745,null,27542,Enneapterygius,fasciatus,Banded triplefin,33,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-121781,null,49506,Enneapterygius,flavoccipitis,Yellownape tripplefin,75,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-125753,null,51541,Enneapterygius,fuscoventer,Blackbelly triplefin,14,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-114007,null,46931,Enneapterygius,gracilis,Northern yellow-black triplefin,21,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-29084,null,14196,Enneapterygius,hemimelas,Halfblack Triplefin,48,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-114110,null,46963,Enneapterygius,larsonae,Western Australian black-head triplefin,53,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-29085,null,14198,Enneapterygius,minutus,null,74,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-114150,null,46972,Enneapterygius,mirabilis,Miracle triplefin,24,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-29086,null,14203,Enneapterygius,nanus,Pygmy triplefin,11,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-113679,null,46787,Enneapterygius,niger,Black triplefin,21,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-125765,null,51547,Enneapterygius,nigricauda,Blacktail triplefin,31,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-125769,null,51550,Enneapterygius,pallidoserialis,Pale white-spotted triplefin,19,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-121783,null,49509,Enneapterygius,philippinus,Minute triplefin,83,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-50588,null,16979,Enneapterygius,pusillus,Highcrest triplefin,14,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-114174,null,46984,Enneapterygius,pyramis,Pyramid triplefin,27,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-114179,null,46987,Enneapterygius,rhabdotus,Umpire Triplefin,34,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-125775,null,51555,Enneapterygius,rubicauda,Redtail triplefin,26,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-62642,null,27520,Enneapterygius,rufopileus,Redcap triplefin,32,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-125780,null,51557,Enneapterygius,signicauda,Flagtail triplefin,12,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-125781,1,51558,Enneapterygius,similis,Black-and-Red Triplefin,20,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-114247,null,47041,Enneapterygius,triserialis,White-spotted triplefin,42,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
Fis-114251,null,47045,Enneapterygius,tutuilae,High-hat Triplefin,187,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,null,N.E.,2015-2
