am_sid,lim,sciname,reviewed
SLB-100676,e_lim,Scintilla anomala,null
SLB-100729,e_lim,Mitra lugubris,null
SLB-100746,e_lim,Mitra pelliserpentis,null
SLB-100747,e_lim,Mitra retusa,null
SLB-100752,e_lim,Cancilla fulgetrum,null
SLB-100766,e_lim,Imbricaria vanikorensis,null
SLB-100777,e_lim,Galeomma layardi,null
SLB-100788,e_lim,Vexillum cadaverosum,null
SLB-100808,e_lim,Vexillum coronatum,null
SLB-100809,e_lim,Vexillum costatum,null
SLB-100810,e_lim,Vexillum discolorium,null
SLB-100811,e_lim,Vexillum diutenerum,null
SLB-100818,e_lim,Vexillum lucidum,null
SLB-100822,e_lim,Vexillum modestum,null
SLB-100824,e_lim,Vexillum obeliscus,null
SLB-100848,e_lim,Vexillum crocatum,null
SLB-100852,e_lim,Vexillum millecostatum,null
SLB-100860,e_lim,Vexillum rubrum,null
SLB-100926,e_lim,Hastula lanceata,null
SLB-100951,e_lim,Terebra jenningsi,null
SLB-100976,e_lim,Terebra nebulosa,null
SLB-100977,e_lim,Terebra paucistriata,null
SLB-100978,e_lim,Terebra pertusa,null
SLB-101007,e_lim,Lithodes richeri,null
SLB-101010,e_lim,Neolithodes brodiei,null
SLB-101012,e_lim,Neolithodes nipponensis,null
SLB-101076,e_lim,Myzostoma attenuatum,null
SLB-101114,e_lim,Calcinus lineapropodus,null
SLB-101141,e_lim,Clibanarius taeniatus,null
SLB-101143,e_lim,Clibanarius virescens,null
SLB-101160,e_lim,Pyramidella sulcata,null
SLB-101314,e_lim,Chorisquilla hystrix,null
SLB-101320,e_lim,Chorisquilla tweediei,null
SLB-101325,e_lim,Haptosquilla trispinosa,null
SLB-101326,e_lim,Haptosquilla tuberosa,null
SLB-101348,e_lim,Lysiosquilla colemani,null
SLB-101351,e_lim,Lysiosquilla sulcirostris,null
SLB-101354,e_lim,Lysiosquilla tredecimdentata,null
SLB-101401,e_lim,Alachosquilla vicina,null
SLB-101660,e_lim,Austrosquilla tsangi,null
SLB-101698,e_lim,Alima orientalis,null
SLB-101709,e_lim,Anchisquilla chani,null
SLB-101717,e_lim,Anchisquilloides mcneilli,null
SLB-101723,e_lim,Carinosquilla australiensis,null
SLB-101725,e_lim,Carinosquilla redacta,null
SLB-101727,e_lim,Carinosquilla thailandensis,null
SLB-101736,e_lim,Clorida daviei,null
SLB-101740,e_lim,Clorida obtusa,null
SLB-101745,e_lim,Cloridina inflata,null
SLB-101746,e_lim,Cloridina moluccensis,null
SLB-101773,e_lim,Quollastria capricornae,null
SLB-101776,e_lim,Quollastria kapala,null
SLB-101786,e_lim,Alainosquilla foresti,null
SLB-101789,e_lim,Pseudosquillana megalophthalma,null
SLB-101840,e_lim,Gonodactylaceus randalli,null
SLB-101841,e_lim,Chorisquilla excavata,null
SLB-101871,e_lim,Acanthosquilla acanthocarpus,null
SLB-101982,e_lim,Gonodactylaceus mutatus,null
SLB-102052,e_lim,Oratosquillina fossulata,null
SLB-102142,e_lim,Areosquilla indica,null
SLB-102246,e_lim,Squilla mauritiana,null
SLB-102463,e_lim,Megabalanus ajax,null
SLB-102465,e_lim,Cantellius septimus,null
SLB-102634,e_lim,Balanus minutus,null
SLB-102838,e_lim,Armatobalanus quadrivittatus,null
SLB-103471,e_lim,Arcoscalpellum sociabile,null
SLB-103480,e_lim,Scalpellum stearnsii,null
SLB-103490,e_lim,Chthamalus malayensis,null
SLB-103512,e_lim,Ibla cumingi,null
SLB-103517,e_lim,Temnaspis excavatum,null
SLB-108932,e_lim,Dermatobranchus pulcherrimus,null
SLB-112167,e_lim,Ctenoides annulatus,null
SLB-112171,e_lim,Smilium vaubanianum,null
SLB-112196,e_lim,Oxynaspis connectens,null
SLB-112334,e_lim,Macoma candida,null
SLB-112340,e_lim,Semele lamellosa,null
SLB-112385,e_lim,Parapholas quadrizonata,null
SLB-112386,e_lim,Jouannetia cumingi,null
SLB-112435,e_lim,Megalasma striatum,null
SLB-112436,e_lim,Octolasmis orthogonia,null
SLB-112437,e_lim,Octolasmis weberi,null
SLB-112606,e_lim,Pasiphaea alcocki,null
SLB-113094,e_lim,Glyphocrangon musorstomia,null
SLB-113099,e_lim,Glyphocrangon rudis,null
SLB-113131,e_lim,Agononida pilosimanus,null
SLB-113150,e_lim,Agononida procera,null
SLB-113195,e_lim,Munida acantha,null
SLB-113374,e_lim,Icelopagurus undulatus,null
SLB-113987,e_lim,Paguristes palythophilus,null
SLB-114003,e_lim,Paguristes versus,null
SLB-114081,e_lim,Charybdis orientalis,null
SLB-114569,e_lim,Acrosterigma unicolor,null
SLB-114581,e_lim,Chlamys irregularis,null
SLB-114659,e_lim,Trochus stellatus,null
SLB-114669,e_lim,Bolma girgylla,null
SLB-114686,e_lim,Rhinoclavis kochi,null
SLB-117060,e_lim,Xenophora corrugata,null
SLB-117066,e_lim,Cypraea walkeri,null
SLB-117128,e_lim,Cymatium caudatum,null
SLB-117140,e_lim,Tutufa bufo,null
SLB-117188,e_lim,Murex tenuirostrum,null
SLB-117210,e_lim,Thais echinata,null
SLB-117223,e_lim,Homalocantha anomaliae,null
SLB-117265,e_lim,Coralliophila neritoidea,null
SLB-117467,e_lim,Coscinaraea exesa,null
SLB-117472,e_lim,Cycloseris sinensis,null
SLB-117548,e_lim,Cycloseris costulata,null
SLB-117778,e_lim,Gibbosaverruca nitida,null
SLB-117870,e_lim,Albunea microps,null
SLB-117966,e_lim,Chirostylus dolichopus,null
SLB-117974,e_lim,Uroptychus australis,null
SLB-117982,e_lim,Uroptychus gracilimanus,null
SLB-118047,e_lim,Dardanus setifer,null
SLB-118050,e_lim,Diogenes avarus,null
SLB-118055,e_lim,Morula nodulifera,null
SLB-118070,e_lim,Agononida eminens,null
SLB-118078,e_lim,Nassarius spiratus,null
SLB-118081,e_lim,Lyria nucleus,null
SLB-118094,e_lim,Xenoturris cingulifera,null
SLB-118095,e_lim,Terebra circumcincta,null
SLB-118101,e_lim,Pupa sulcata,null
SLB-118424,e_lim,Bamarooka anomala,null
SLB-118430,e_lim,Bamarooka tropicalis,null
SLB-118495,e_lim,Portunus gladiator,null
SLB-118532,e_lim,Iphimedia caledoniana,null
SLB-118543,e_lim,Dulichiella australis,null
SLB-118564,e_lim,Dulichiella pacifica,null
SLB-118765,e_lim,Liotina peronii,null
SLB-118797,e_lim,Chelyonotus nigra,null
SLB-118814,e_lim,Cronia margariticola,null
SLB-118816,e_lim,Morula spinosa,null
SLB-118854,e_lim,Vexillum deshayesi,null
SLB-119010,e_lim,Acropora spathulata,null
SLB-11904,e_lim,Metapenaeopsis sinica,null
SLB-119090,e_lim,Eumunida capillata,null
SLB-119105,e_lim,Eumunida funambulus,null
SLB-119127,e_lim,Eumunida minor,null
SLB-119135,e_lim,Eumunida pacifica,null
SLB-119253,e_lim,Gastroptychus hendersoni,null
SLB-119286,e_lim,Gastroptychus investigatoris,null
SLB-119476,e_lim,Branchipolynoe pettibonae,null
SLB-119582,e_lim,Eochionelasmus ohtai,null
SLB-119622,e_lim,Chorocaris vandoverae,null
SLB-119625,e_lim,Nautilocaris saintlaurentae,null
SLB-119633,e_lim,Munida magniantennulata,null
SLB-120041,e_lim,Agononida marini,null
SLB-120046,e_lim,Bathymunida rudis,null
SLB-120048,e_lim,Galacantha quiquei,null
SLB-120088,e_lim,Conus floridulus,null
SLB-12847,e_lim,Pilodius nigrocrinitus,null
SLB-128717,e_lim,Striostrea parasitica,null
SLB-128858,e_lim,Enigmonia aenigmatica,null
SLB-129062,e_lim,Gomphina undulosa,null
SLB-129289,e_lim,Nausitora dunlopei,null
SLB-129350,e_lim,Nassarius scalaris,null
SLB-129404,e_lim,Pontocaris sibogae,null
SLB-129408,e_lim,Dardanus hessii,null
SLB-129409,e_lim,Galathea balssi,null
SLB-129925,e_lim,Munida endeavourae,null
SLB-130023,e_lim,Gastroptychus paucispina,null
SLB-130027,e_lim,Gastroptychus sternoornatus,null
SLB-130034,e_lim,Uroptychodes epigaster,null
SLB-130047,e_lim,Uroptychodes mortenseni,null
SLB-130049,e_lim,Uroptychodes musorstomi,null
SLB-130060,e_lim,Uroptychus acostalis,null
SLB-130141,e_lim,Munidopsis treis,null
SLB-130144,e_lim,Paramunida labis,null
SLB-130351,e_lim,Munidopsis rotundior,null
SLB-130440,e_lim,Uroptychus alcocki,null
SLB-130444,e_lim,Uroptychus amabilis,null
SLB-130477,e_lim,Uroptychus crassipes,null
SLB-130501,e_lim,Uroptychus joloensis,null
SLB-130522,e_lim,Uroptychus nigricapillis,null
SLB-130549,e_lim,Uroptychus remotispinatus,null
SLB-130612,e_lim,Polycheles aculeatus,null
SLB-130692,e_lim,Rugathanas verrucosus,null
SLB-130743,e_lim,Alpheus acutocarinatus,null
SLB-130750,e_lim,Alpheus bicostatus,null
SLB-130759,e_lim,Alpheus canaliculatus,null
SLB-130765,e_lim,Alpheus compressus,null
SLB-130802,e_lim,Alpheus hippothoe,null
SLB-130833,e_lim,Alpheus macroskeles,null
SLB-130841,e_lim,Goniodoris savignyi,null
SLB-130888,e_lim,Alpheus nonalter,null
SLB-130968,e_lim,Alpheus soela,null
SLB-130970,e_lim,Alpheus splendidus,null
SLB-131044,e_lim,Prionalpheus sulu,null
SLB-131073,e_lim,Synalpheus iocasta,null
SLB-131076,e_lim,Synalpheus neomeris,null
SLB-131080,e_lim,Synalpheus neptunus,null
SLB-131112,e_lim,Synalpheus quadriarticulatus,null
SLB-131117,e_lim,Synalpheus stimpsonii,null
SLB-131173,e_lim,Vexillipar repandum,null
SLB-131238,e_lim,Thalassocaris crinita,null
SLB-131247,e_lim,Heterocarpus chani,null
SLB-131276,e_lim,Plesionika grandis,null
SLB-131278,e_lim,Plesionika kensleyi,null
SLB-131316,e_lim,Plesionika philippinensis,null
SLB-132221,e_lim,Dictyota intermedia,null
SLB-133494,e_lim,Sargassum oligocystum,null
SLB-133521,e_lim,Codium bartlettii,null
SLB-133799,e_lim,Acetabularia major,null
SLB-134021,e_lim,Sargassum turbinarioides,null
SLB-136211,e_lim,Hypnea boergesenii,null
SLB-136792,e_lim,Betaphycus gelatinum,null
SLB-138476,e_lim,Euptilota articulata,null
SLB-142228,e_lim,Boodlea composita,null
SLB-142303,e_lim,Valonia fastigiata,null
SLB-142355,e_lim,Bornetella oligospora,null
SLB-142780,e_lim,Udotea argentea,null
SLB-144011,e_lim,Padina minor,null
SLB-144103,e_lim,Sargassum crassifolium,null
SLB-144113,e_lim,Sargassum cristaefolium,null
SLB-146141,e_lim,Meristotheca procumbens,null
SLB-154843,e_lim,Anchisquillopsis clevai,null
SLB-154850,e_lim,Clorida gaillardi,null
SLB-154893,e_lim,Entacmaea quadricolor,null
SLB-155189,e_lim,Lissosabinea indica,null
SLB-155191,e_lim,Parapontocaris aspera,null
SLB-155209,e_lim,Parapontocaris levigata,null
SLB-155210,e_lim,Philocheras incisus,null
SLB-155280,e_lim,Kemponia nilandensis,null
SLB-155287,e_lim,Plesionika indica,null
SLB-155443,e_lim,Calcinus pulcher,null
SLB-155444,e_lim,Ciliopagurus alcocki,null
SLB-155564,e_lim,Polycheles coccifer,null
SLB-155623,e_lim,Clibanarius snelliusi,null
SLB-155695,e_lim,Dardanus woodmasoni,null
SLB-155734,e_lim,Nematopagurus gardineri,null
SLB-155735,e_lim,Nematopagurus indicus,null
SLB-155739,e_lim,Pagurus kulkarnii,null
SLB-155752,e_lim,Oncopagurus monstrosus,null
SLB-155755,e_lim,Oncopagurus orientalis,null
SLB-155756,e_lim,Paragiopagurus acutus,null
SLB-155757,e_lim,Paragiopagurus bicarinatus,null
SLB-155758,e_lim,Paragiopagurus hirsutus,null
SLB-155760,e_lim,Sympagurus brevipes,null
SLB-155871,e_lim,Stereomastis panglao,null
SLB-155943,e_lim,Cyrtomaia cornuta,null
SLB-155948,e_lim,Cyrtomaia furici,null
SLB-156124,e_lim,Heteralepas japonica,null
SLB-156128,e_lim,Paralepas morula,null
SLB-156130,e_lim,Paralepas nodulosa,null
SLB-156131,e_lim,Paralepas quadrata,null
SLB-156132,e_lim,Paralepas scutiger,null
SLB-156134,e_lim,Oxynaspis aurivillii,null
SLB-156142,e_lim,Glyptelasma gigas,null
SLB-156143,e_lim,Glyptelasma gracile,null
SLB-156163,e_lim,Octolasmis nierstraszi,null
SLB-156216,e_lim,Weltnerium poculum,null
SLB-156220,e_lim,Amigdoscalpellum elegans,null
SLB-156222,e_lim,Trianguloscalpellum balanoides,null
SLB-156223,e_lim,Trianguloscalpellum diota,null
SLB-156224,e_lim,Trianguloscalpellum hamulus,null
SLB-156226,e_lim,Trianguloscalpellum rubrum,null
SLB-156234,e_lim,Altiverruca cristallina,null
SLB-156237,e_lim,Altiverruca sulcata,null
SLB-156240,e_lim,Newmaniverruca albatrossiana,null
SLB-156261,e_lim,Rostratoverruca intexta,null
SLB-156266,e_lim,Pachylasma scutistriata,null
SLB-156343,e_lim,Euraphia withersi,null
SLB-156362,e_lim,Hexelasma velutinum,null
SLB-156459,e_lim,Armatobalanus allium,null
SLB-156460,e_lim,Armatobalanus cepa,null
SLB-156484,e_lim,Chirona tenuis,null
SLB-156496,e_lim,Solidobalanus ciliatus,null
SLB-156498,e_lim,Solidobalanus maldivensis,null
SLB-156515,e_lim,Conopea calceolus,null
SLB-156525,e_lim,Conopea cymbiformis,null
SLB-156527,e_lim,Conopea dentifer,null
SLB-156547,e_lim,Acasta fenestrata,null
SLB-156552,e_lim,Acasta purpurata,null
SLB-156584,e_lim,Cantellius acutum,null
SLB-156587,e_lim,Cantellius gregarius,null
SLB-156601,e_lim,Savignium milleporae,null
SLB-156751,e_lim,Clypeomorus pellucida,null
SLB-156752,e_lim,Clypeomorus purpurastoma,null
SLB-156756,e_lim,Electroma ovata,null
SLB-157122,e_lim,Lekanesphaera exosphaeroma,null
SLB-157216,e_lim,Callianassa joculatrix,null
SLB-157526,e_lim,Pagurus hirtimanus,null
SLB-157675,e_lim,Galathea aegyptiaca,null
SLB-157856,e_lim,Exoclimenella maldivensis,null
SLB-157865,e_lim,Nepanthia belcheri,null
SLB-157894,e_lim,Paguristes puniceus,null
SLB-157939,e_lim,Upogebia ancylodactyla,null
SLB-157947,e_lim,Bathycheles incisus,null
SLB-157949,e_lim,Pylocheles mortensenii,null
SLB-157950,e_lim,Xylocheles miersi,null
SLB-157952,e_lim,Xylocheles macrops,null
SLB-157956,e_lim,Lithodes turritus,null
SLB-157965,e_lim,Galathea kuboi,null
SLB-157968,e_lim,Galathea orientalis,null
SLB-157969,e_lim,Galathea pubescens,null
SLB-157976,e_lim,Munida caesura,null
SLB-157981,e_lim,Agononida fortiantennata,null
SLB-157984,e_lim,Munida gilii,null
SLB-157985,e_lim,Raymunida lineata,null
SLB-157987,e_lim,Munida kuboi,null
SLB-157989,e_lim,Agononida longispinata,null
SLB-157994,e_lim,Munida oritea,null
SLB-158001,e_lim,Munida sacksi,null
SLB-158002,e_lim,Agononida squamosa,null
SLB-158005,e_lim,Agononida variabilis,null
SLB-158007,e_lim,Munidopsis andamanica,null
SLB-158009,e_lim,Munidopsis cylindrophthalma,null
SLB-158010,e_lim,Munidopsis dasypus,null
SLB-158011,e_lim,Penaeopsis mclaughlinae,null
SLB-158013,e_lim,Munidopsis latimana,null
SLB-158014,e_lim,Munidopsis regia,null
SLB-158015,e_lim,Munidopsis similior,null
SLB-158016,e_lim,Munidopsis levis,null
SLB-158020,e_lim,Paramunida longior,null
SLB-158021,e_lim,Paramunida setigera,null
SLB-158046,e_lim,Lissoporcellana spinuligera,null
SLB-158051,e_lim,Pachycheles garciaensis,null
SLB-158060,e_lim,Petrolisthes asiaticus,null
SLB-158062,e_lim,Petrolisthes boscii,null
SLB-158287,e_lim,Raphidopus ciliatus,null
SLB-158391,e_lim,Nassarius agapetus,null
SLB-158395,e_lim,Nassarius castus,null
SLB-158430,e_lim,Laevichlamys lemniscata,null
SLB-158438,e_lim,Notadusta katsuae,null
SLB-158552,e_lim,Odontodactylus latirostris,null
SLB-158633,e_lim,Acropora macrostoma,null
SLB-158806,e_lim,Porites sillimaniana,null
SLB-158970,e_lim,Myra eudactyla,null
SLB-159332,e_lim,Holothuria fuscocinerea,null
SLB-159933,e_lim,Anneissia bennetti,null
SLB-159988,e_lim,Vexillum melongena,null
SLB-160084,e_lim,Saracrinus angulatus,null
SLB-165886,e_lim,Apopontonia orbitospinata,null
SLB-165896,e_lim,Glyphocrangon chacei,null
SLB-165897,e_lim,Glyphocrangon faxoni,null
SLB-165901,e_lim,Glyphocrangon formosana,null
SLB-165905,e_lim,Glyphocrangon hakuhoae,null
SLB-165908,e_lim,Glyphocrangon proxima,null
SLB-165909,e_lim,Glyphocrangon pugnax,null
SLB-165910,e_lim,Glyphocrangon richeri,null
SLB-165913,e_lim,Glyphocrangon robusta,null
SLB-165914,e_lim,Glyphocrangon spinossisima,null
SLB-165917,e_lim,Glyphocrangon unguiculata,null
SLB-165949,e_lim,Cymonomus hakuhoae,null
SLB-166044,e_lim,Bathycheles integer,null
SLB-166187,e_lim,Hiatavolva coarctata,null
SLB-166338,e_lim,Gyrineum lacunatum,null
SLB-166339,e_lim,Gyrineum longicaudatum,null
SLB-166394,e_lim,Cycloscala crenulata,null
SLB-166441,e_lim,Epitonium stigmaticum,null
SLB-166449,e_lim,Opalia bicarinata,null
SLB-166513,e_lim,Cheiroplatea mitoi,null
SLB-166515,e_lim,Trizocheles boasi,null
SLB-168936,e_lim,Favartia maculata,null
SLB-169196,e_lim,Vexillum sculptile,null
SLB-169301,e_lim,Vexillum tusum,null
SLB-169354,e_lim,Anchistioides willeyi,null
SLB-169522,e_lim,Colobometra perspinosa,null
SLB-169540,e_lim,Comatella stelligera,null
SLB-170032,e_lim,Munidopsis milleri,null
SLB-170080,e_lim,Munidopsis pilosa,null
SLB-170329,e_lim,Stereomastis aculeata,null
SLB-171449,e_lim,Acropora muricata,null
SLB-173506,e_lim,Metaproto novaehollandiae,null
SLB-173558,e_lim,Polycheles baccatus,null
SLB-173560,e_lim,Stereomastis galil,null
SLB-173561,e_lim,Austrolepidopa caledonia,null
SLB-174339,e_lim,Uroptychus scandens,null
SLB-174341,e_lim,Uroptychus sibogae,null
SLB-174356,e_lim,Uroptychus tridentatus,null
SLB-174475,e_lim,Bathymunida polae,null
SLB-174476,e_lim,Bathymunida sibogae,null
SLB-174486,e_lim,Enriquea leviantennata,null
SLB-183317,e_lim,Centrostephanus rodgersii,null
SLB-183331,e_lim,Eurythenes thurstoni,null
SLB-183470,e_lim,Coscinasterias edmondi,null
SLB-183658,e_lim,Asteropsis lissoterga,null
SLB-183706,e_lim,Cymatium dunkeri,null
SLB-184635,e_lim,Nephropsis serrata,null
SLB-184636,e_lim,Thaumastocheles dochmiodon,null
SLB-184672,e_lim,Polycheles enthrix,null
SLB-184685,e_lim,Munida eclepsis,null
SLB-184687,e_lim,Munida kapala,null
SLB-184688,e_lim,Munida psylla,null
SLB-184689,e_lim,Paramunida antipodes,null
SLB-184695,e_lim,Diacanthurus ecphyma,null
SLB-184700,e_lim,Paragiopagurus diogenes,null
SLB-184701,e_lim,Parapagurus richeri,null
SLB-184702,e_lim,Cheiroplatea pumicicola,null
SLB-184797,e_lim,Pentacheles obscurus,null
SLB-184803,e_lim,Polycheles martini,null
SLB-184819,e_lim,Porites somaliensis,null
SLB-184828,e_lim,Stereomastis helleri,null
SLB-184832,e_lim,Stereomastis phosphorus,null
SLB-184834,e_lim,Stereomastis polita,null
SLB-184862,e_lim,Bathyarctus rubens,null
SLB-184897,e_lim,Crenarctus bicuspidatus,null
SLB-184899,e_lim,Crenarctus crenatus,null
SLB-184902,e_lim,Eduarctus aesopius,null
SLB-184916,e_lim,Galearctus timidus,null
SLB-184918,e_lim,Galearctus umbilicatus,null
SLB-184953,e_lim,Ibacus pubescens,null
SLB-184954,e_lim,Petrarctus demani,null
SLB-186033,e_lim,Sinezona ferriezi,null
SLB-187225,e_lim,Platylambrus prensor,null
SLB-187826,e_lim,Lithophyllon concinna,null
SLB-189679,e_lim,Holothuria coronopertusa,null
SLB-191713,e_lim,Ancylomenes magnificus,null
SLB-191717,e_lim,Ancylomenes tosaensis,null
SLB-192953,e_lim,Pyrgoma cancellatum,null
SLB-20579,e_lim,Clianella brucei,null
SLB-37110,e_lim,Didemnum molle,null
SLB-61812,e_lim,Montipora solanderi,null
SLB-62376,e_lim,Barabattoia amicorum,null
SLB-62451,e_lim,Goniastrea aspera,null
SLB-62815,e_lim,Echinophyllia aspera,null
SLB-66022,e_lim,Holothuria scabra,null
SLB-68824,e_lim,Cucullaea labiata,null
SLB-71294,e_lim,Sepia rhoda,null
SLB-71330,e_lim,Idiosepius paradoxus,null
SLB-71332,e_lim,Idiosepius pygmaeus,null
SLB-72636,e_lim,Siphonaria atra,null
SLB-74454,e_lim,Vexillum unifasciatum,null
SLB-76681,e_lim,Cymatium rubeculum,null
SLB-76684,e_lim,Cymatium testudinarium,null
SLB-88170,e_lim,Nephasoma cutleri,null
SLB-88242,e_lim,Phascolosoma noduliferum,null
SLB-88305,e_lim,Harpiosquilla harpax,null
SLB-88314,e_lim,Miyakea nepa,null
SLB-88324,e_lim,Oratosquillina quinquedentata,null
SLB-88397,e_lim,Holothuria fuscopunctata,null
SLB-88532,e_lim,Calappa lophos,null
SLB-88572,e_lim,Charybdis feriatus,null
SLB-88573,e_lim,Charybdis natator,null
SLB-88577,e_lim,Portunus trituberculatus,null
SLB-88631,e_lim,Charybdis truncata,null
SLB-88747,e_lim,Paphia gallus,null
SLB-88750,e_lim,Paralomis aculeata,null
SLB-88835,e_lim,Scapharca pilula,null
SLB-88859,e_lim,Astrotia stokesii,null
SLB-88877,e_lim,Enhydrina schistosa,null
SLB-88920,e_lim,Lapemis curtus,null
SLB-89284,e_lim,Codakia interrupta,null
SLB-89477,e_lim,Trachycardium rugosum,null
SLB-89513,e_lim,Trachycardium angulatum,null
SLB-89632,e_lim,Meropesta pellucida,null
SLB-92432,e_lim,Donax deltoides,null
SLB-92514,e_lim,Batissa violacea,null
SLB-92612,e_lim,Himerometra robustipinna,null
SLB-92657,e_lim,Tapes dorsatus,null
SLB-92671,e_lim,Katelysia japonica,null
SLB-92733,e_lim,Periglypta clathrata,null
SLB-92757,e_lim,Placamen tiara,null
SLB-92805,e_lim,Laternula truncata,null
SLB-92817,e_lim,Haliotis planata,null
SLB-92874,e_lim,Tectus conus,null
SLB-92876,e_lim,Trochus maculatus,null
SLB-92888,e_lim,Trochus hanleyanus,null
SLB-92895,e_lim,Turbo chrysostomus,null
SLB-92918,e_lim,Turbo bruneus,null
SLB-92931,e_lim,Turbo crassus,null
SLB-92983,e_lim,Cerithium coralium,null
SLB-93065,e_lim,Strombus aurisdianae,null
SLB-93121,e_lim,Strombus sinuatus,null
SLB-93268,e_lim,Neverita albumen,null
SLB-93286,e_lim,Natica lineata,null
SLB-93314,e_lim,Ficus subintermedia,null
SLB-93382,e_lim,Murex pecten,null
SLB-93399,e_lim,Murex ternispina,null
SLB-93407,e_lim,Murex tribulus,1
SLB-93429,e_lim,Thais alouina,null
SLB-93469,e_lim,Pugilina colosseus,null
SLB-93492,e_lim,Latirus polygonus,null
SLB-93542,e_lim,Oliva vidua,null
SLB-93645,e_lim,Siphonaria javanica,null
SLB-93681,e_lim,Aplysia reticulata,null
SLB-93870,e_lim,Chromodoris tinctoria,null
SLB-93984,e_lim,Glossodoris symmetricus,null
SLB-94024,e_lim,Kentrodoris rubescens,null
SLB-94026,e_lim,Jorunna funebris,null
SLB-94042,e_lim,Halgerda willeyi,null
SLB-95494,e_lim,Perophora modificata,null
SLB-95617,e_lim,Colossendeis sinuosa,null
SLB-95860,e_lim,Cystodytes philippinensis,null
SLB-96787,e_lim,Dentalium octangulatum,null
SLB-96811,e_lim,Antalis longitrorsa,null
SLB-97079,e_lim,Herdmania pennata,null
SLB-97714,e_lim,Notopharyngoides aruensis,null
SLB-98108,e_lim,Antalis usitatum,null
SLB-98712,e_lim,Trochus histrio,null
SLB-98720,e_lim,Stomatia heckeliana,null
SLB-98762,e_lim,Cerithium balteatum,null
SLB-98767,e_lim,Cerithium munitum,null
SLB-98782,e_lim,Rhinoclavis diadema,null
SLB-98783,e_lim,Rhinoclavis sordidula,null
SLB-98842,e_lim,Eurysquilloides sibogae,null
SLB-98864,e_lim,Strombus haemastoma,null
SLB-98866,e_lim,Strombus microurceus,null
SLB-98911,e_lim,Cypraea errones,null
SLB-98914,e_lim,Cypraea globulus,null
SLB-98932,e_lim,Cypraea labrolineata,null
SLB-98947,e_lim,Cypraea ovum,null
SLB-98949,e_lim,Cypraea punctata,null
SLB-98951,e_lim,Cypraea stolida,null
SLB-99000,e_lim,Natica orientalis,null
SLB-99012,e_lim,Gyrineum roseum,null
SLB-99017,e_lim,Cymatium hepaticum,null
SLB-99034,e_lim,Gonodactylaceus glabrous,null
SLB-99050,e_lim,Gonodactylellus annularis,null
SLB-99078,e_lim,Aega umpara,null
SLB-99080,e_lim,Acutiserolis cidaris,null
SLB-99083,e_lim,Aega alazon,null
URM-2-1017,e_lim,Anoplodactylus longiceps,null
URM-2-1052,e_lim,Anoplodactylus simplex,null
URM-2-1064,e_lim,Anoplodactylus tenuicorpus,null
URM-2-1068,e_lim,Anoplodactylus tubiferus,null
URM-2-1075,e_lim,Anoplodactylus versluysi,null
URM-2-1082,e_lim,Pallenopsis angusta,null
URM-2-1112,e_lim,Pallenopsis hoeki,null
URM-2-1150,e_lim,Pallenopsis spinipes,null
URM-2-1163,e_lim,Pallenopsis virgata,null
URM-2-1190,e_lim,Pycnogonum aurilineatum,null
URM-2-1224,e_lim,Pycnogonum occa,null
URM-2-1245,e_lim,Pycnogonum tuberculatum,null
URM-2-143,e_lim,Ammothella tippula,null
URM-2-166,e_lim,Ascorhynchus compactus,null
URM-2-1818,e_lim,Megalocercus huxleyi,null
URM-2-1890,e_lim,Ascidia capillata,null
URM-2-1901,e_lim,Ascidia decepta,null
URM-2-1908,e_lim,Ascidia glabra,null
URM-2-1949,e_lim,Ascidia tapuni,null
URM-2-1967,e_lim,Phallusia julinea,null
URM-2-198,e_lim,Ascorhynchus minutus,null
URM-2-1985,e_lim,Clavelina arafurensis,null
URM-2-199,e_lim,Ascorhynchus okai,null
URM-2-2002,e_lim,Clavelina fecunda,null
URM-2-2009,e_lim,Clavelina meridionalis,null
URM-2-201,e_lim,Ascorhynchus orthorhynchus,null
URM-2-2013,e_lim,Clavelina moluccensis,null
URM-2-2026,e_lim,Clavelina robusta,null
URM-2-2067,e_lim,Atriolum robustum,null
URM-2-2086,e_lim,Rhopalaea crassa,null
URM-2-2088,e_lim,Rhopalaea desme,null
URM-2-2107,e_lim,Didemnum albopunctatum,null
URM-2-2121,e_lim,Didemnum biglutinum,null
URM-2-2125,e_lim,Didemnum caesium,null
URM-2-214,e_lim,Ascorhynchus seticauda,null
URM-2-2142,e_lim,Didemnum cuculliferum,null
URM-2-2161,e_lim,Didemnum fragile,null
URM-2-2171,e_lim,Didemnum guttatum,null
URM-2-2179,e_lim,Didemnum jedanense,null
URM-2-2182,e_lim,Didemnum lacertosum,null
URM-2-2213,e_lim,Didemnum nekozita,null
URM-2-2220,e_lim,Didemnum ossium,null
URM-2-2231,e_lim,Didemnum perplexum,null
URM-2-2257,e_lim,Didemnum stragulum,null
URM-2-2261,e_lim,Didemnum tabulatum,null
URM-2-230,e_lim,Bathyzetes setiger,null
URM-2-2312,e_lim,Diplosoma translucidum,null
URM-2-2315,e_lim,Diplosoma versicolor,null
URM-2-2317,e_lim,Leptoclinides aciculus,null
URM-2-2335,e_lim,Leptoclinides cuspidatus,null
URM-2-2339,e_lim,Leptoclinides dubius,null
URM-2-2342,e_lim,Leptoclinides durus,null
URM-2-2379,e_lim,Leptoclinides sulawesii,null
