am_sid,n_tot,lim,long,ncells
Fis-33986,16459,w_lim,77.0,16
Fis-33987,2325,w_lim,77.0,1
Fis-33989,8055,w_lim,77.0,10
Fis-33998,3192,w_lim,77.0,2
Fis-34000,2667,w_lim,77.0,1
Fis-34010,2022,w_lim,77.0,1
Fis-34013,3034,w_lim,77.0,1
Fis-34015,3684,w_lim,77.0,2
Fis-34019,1736,w_lim,79.5,2
Fis-34021,2666,w_lim,79.0,1
Fis-34024,1856,w_lim,105.0,1
Fis-34025,471,w_lim,79.5,4
Fis-34026,2287,w_lim,77.0,1
Fis-34031,2446,w_lim,73.0,17
Fis-34032,1965,w_lim,77.0,1
Fis-34035,2600,w_lim,79.5,3
Fis-34036,8873,w_lim,77.0,9
Fis-34038,2453,w_lim,103.5,1
Fis-34041,2439,w_lim,77.0,2
Fis-34044,2124,w_lim,77.0,1
Fis-34055,1318,w_lim,79.0,1
Fis-34056,1254,w_lim,103.0,5
Fis-34064,1887,w_lim,79.5,5
Fis-34065,3192,w_lim,101.5,1
Fis-34066,2076,w_lim,79.5,4
Fis-34072,2200,w_lim,77.0,1
Fis-34073,2616,w_lim,79.0,1
Fis-34100,1842,w_lim,104.5,1
Fis-34101,1031,w_lim,105.0,1
Fis-34108,2070,w_lim,77.0,1
Fis-34109,3233,w_lim,78.5,1
Fis-34117,2352,w_lim,78.5,1
Fis-34127,213,w_lim,96.0,1
Fis-34129,1837,w_lim,96.0,1
Fis-34135,29,w_lim,112.0,2
Fis-34136,332,w_lim,100.5,1
Fis-34140,2893,w_lim,78.0,1
Fis-34144,863,w_lim,96.0,1
Fis-34148,2200,w_lim,77.0,1
Fis-34149,1942,w_lim,103.5,1
Fis-34150,1516,w_lim,96.0,1
Fis-34156,2583,w_lim,77.0,2
Fis-34159,2160,w_lim,77.0,2
Fis-34161,3181,w_lim,77.0,2
Fis-34180,341,w_lim,127.0,8
Fis-34182,873,w_lim,129.0,4
Fis-34183,1919,w_lim,77.0,1
Fis-34217,57,w_lim,125.0,3
Fis-34221,1450,w_lim,79.0,1
Fis-34238,1382,w_lim,78.0,1
Fis-34245,3243,w_lim,77.0,2
Fis-34250,131,w_lim,190.0,1
Fis-34254,154,w_lim,185.0,6
Fis-34257,3405,w_lim,77.0,1
Fis-34258,2845,w_lim,77.0,2
Fis-34261,21,w_lim,96.0,1
Fis-34263,1166,w_lim,96.0,1
Fis-34264,1641,w_lim,103.5,1
Fis-34344,1630,w_lim,101.5,1
Fis-34362,168,w_lim,185.0,6
Fis-34368,1804,w_lim,103.5,1
Fis-34404,1655,w_lim,77.0,1
Fis-34415,2784,w_lim,77.0,2
Fis-34428,2587,w_lim,77.0,1
Fis-34445,827,w_lim,112.0,1
Fis-34447,1707,w_lim,78.5,1
Fis-34636,341,w_lim,199.5,1
Fis-34639,24093,w_lim,99.0,4
Fis-34672,1781,w_lim,79.0,1
Fis-34692,27158,w_lim,104.5,1
Fis-34710,9643,w_lim,105.5,4
Fis-34713,1858,w_lim,105.5,2
Fis-34717,224,w_lim,112.0,2
Fis-34720,2548,w_lim,99.0,4
Fis-34754,1908,w_lim,77.0,1
Fis-34755,1146,w_lim,96.0,1
Fis-34757,2500,w_lim,99.0,2
Fis-34763,2133,w_lim,78.5,1
Fis-34765,929,w_lim,112.0,2
Fis-34766,2275,w_lim,77.0,1
Fis-34767,3010,w_lim,77.0,1
Fis-34768,130,w_lim,109.5,4
Fis-34772,3247,w_lim,77.0,2
Fis-34784,1673,w_lim,79.5,5
Fis-34795,1381,w_lim,109.5,5
Fis-34831,31558,w_lim,99.0,2
Fis-34843,261,w_lim,197.5,2
Fis-34848,18703,w_lim,185.0,87
Fis-34872,39,w_lim,107.5,1
Fis-34873,38,w_lim,107.5,1
Fis-34874,120,w_lim,197.5,2
Fis-34879,2,w_lim,113.0,1
Fis-34882,278,w_lim,112.0,2
Fis-34883,2051,w_lim,77.0,1
Fis-34916,79,w_lim,107.0,5
Fis-34920,1136,w_lim,99.0,4
Fis-34924,14675,w_lim,77.0,16
Fis-34932,1213,w_lim,109.0,4
Fis-34949,362,w_lim,115.0,2
Fis-34960,15301,w_lim,99.0,1
Fis-34974,2929,w_lim,77.0,2
Fis-35001,667,w_lim,99.0,2
Fis-35070,53,w_lim,112.5,2
Fis-35124,2497,w_lim,104.5,1
Fis-35153,5309,w_lim,104.5,2
Fis-35157,2080,w_lim,103.0,1
Fis-35164,572,w_lim,102.5,1
Fis-35165,24,w_lim,110.0,3
Fis-35169,1323,w_lim,103.0,4
Fis-35171,135,w_lim,112.0,1
Fis-35179,353,w_lim,120.5,1
Fis-35181,640,w_lim,103.5,1
Fis-35187,5,w_lim,113.0,1
Fis-35189,8,w_lim,112.5,1
Fis-35192,2553,w_lim,92.0,6
Fis-35195,108,w_lim,80.0,6
Fis-35199,1834,w_lim,77.0,1
Fis-35200,251,w_lim,79.5,7
Fis-35203,821,w_lim,108.5,2
Fis-35204,1685,w_lim,99.0,4
Fis-35206,871,w_lim,101.5,1
Fis-35207,2442,w_lim,77.0,1
Fis-35210,2250,w_lim,78.0,1
Fis-35212,47,w_lim,92.0,6
Fis-35215,414,w_lim,103.0,2
Fis-35220,875,w_lim,99.0,4
Fis-35231,543,w_lim,103.0,2
Fis-35236,157,w_lim,185.0,4
Fis-35242,16759,w_lim,185.0,90
Fis-35245,2427,w_lim,79.5,4
Fis-35246,1815,w_lim,104.5,1
Fis-35247,2472,w_lim,77.0,1
Fis-35248,2440,w_lim,77.0,1
Fis-35249,3030,w_lim,77.0,1
Fis-35250,619,w_lim,113.0,2
Fis-35254,1873,w_lim,77.0,1
Fis-35255,2770,w_lim,79.0,1
Fis-35256,2427,w_lim,77.0,1
Fis-35261,506,w_lim,110.0,10
Fis-35262,441,w_lim,110.0,2
Fis-35263,1312,w_lim,100.5,1
Fis-35268,16,w_lim,190.0,1
Fis-35269,9,w_lim,190.0,1
Fis-35270,1061,w_lim,96.0,1
Fis-35271,1417,w_lim,103.0,1
Fis-35272,697,w_lim,130.0,1
Fis-35273,2080,w_lim,99.0,2
Fis-35276,2246,w_lim,99.0,4
Fis-35281,272,w_lim,143.0,4
Fis-35282,366,w_lim,120.5,2
Fis-35286,1157,w_lim,110.5,2
Fis-35287,1092,w_lim,103.5,3
Fis-35292,1739,w_lim,103.0,4
Fis-35294,1717,w_lim,104.5,1
Fis-35295,2299,w_lim,100.0,4
Fis-35297,152,w_lim,185.0,6
Fis-35313,2646,w_lim,99.0,4
Fis-35316,1418,w_lim,103.0,3
Fis-35318,2005,w_lim,103.0,6
Fis-35321,1578,w_lim,79.5,5
Fis-35327,1407,w_lim,104.5,1
Fis-35336,1833,w_lim,103.0,3
Fis-35339,323,w_lim,107.5,1
Fis-35346,1880,w_lim,104.5,1
Fis-35352,361,w_lim,71.0,7
Fis-35357,2181,w_lim,79.5,1
Fis-35375,1399,w_lim,108.5,2
Fis-35390,1480,w_lim,103.5,1
Fis-35391,43,w_lim,112.0,1
Fis-35394,197,w_lim,116.0,1
Fis-35397,1163,w_lim,103.5,1
Fis-35398,266,w_lim,142.5,3
Fis-35399,1664,w_lim,78.0,1
Fis-35400,1845,w_lim,103.0,6
Fis-35401,2082,w_lim,79.0,1
Fis-35402,317,w_lim,125.5,1
Fis-35409,1395,w_lim,110.0,1
Fis-35413,2088,w_lim,78.0,1
Fis-35414,2908,w_lim,99.0,4
Fis-35424,175,w_lim,79.5,1
Fis-35426,1820,w_lim,77.0,2
Fis-35432,4870,w_lim,185.0,10
Fis-35436,2572,w_lim,78.5,1
Fis-35437,2035,w_lim,104.5,1
Fis-35442,4453,w_lim,97.0,10
Fis-35443,327,w_lim,106.5,1
Fis-35444,1870,w_lim,102.5,1
Fis-35447,60,w_lim,107.0,3
Fis-35448,1740,w_lim,104.5,1
Fis-35449,2630,w_lim,77.0,1
Fis-35450,903,w_lim,102.5,1
Fis-35453,669,w_lim,130.5,1
Fis-35454,562,w_lim,135.5,2
Fis-35455,1826,w_lim,104.5,1
Fis-35456,1859,w_lim,103.0,5
Fis-35457,43,w_lim,106.5,1
Fis-35458,2508,w_lim,77.0,1
Fis-35461,1636,w_lim,103.0,5
Fis-35462,711,w_lim,103.0,1
Fis-35463,1764,w_lim,103.5,1
Fis-35464,1333,w_lim,103.0,1
Fis-35465,1866,w_lim,101.5,1
Fis-35466,608,w_lim,104.5,1
Fis-35472,24,w_lim,107.0,2
Fis-35474,1094,w_lim,99.0,4
Fis-35479,1952,w_lim,77.0,2
Fis-35480,1735,w_lim,77.0,2
Fis-35481,817,w_lim,96.0,1
Fis-35494,3150,w_lim,77.0,2
Fis-35495,863,w_lim,112.5,1
Fis-35500,629,w_lim,129.0,2
Fis-35506,786,w_lim,122.0,3
Fis-35520,109,w_lim,190.0,1
Fis-35524,210,w_lim,185.5,1
Fis-35536,245,w_lim,197.5,2
Fis-35549,51,w_lim,190.5,1
Fis-35561,642,w_lim,107.0,1
Fis-35563,127,w_lim,190.0,1
Fis-35569,2355,w_lim,99.0,2
Fis-35570,179,w_lim,197.0,1
Fis-35576,65,w_lim,190.0,1
Fis-35583,368,w_lim,185.0,5
Fis-35589,139,w_lim,197.5,2
Fis-35600,132,w_lim,190.0,1
Fis-35602,291,w_lim,197.5,2
Fis-35610,213,w_lim,190.0,1
Fis-35619,193,w_lim,188.0,1
Fis-35620,432,w_lim,185.0,6
Fis-35624,52,w_lim,116.5,1
Fis-35625,1401,w_lim,104.5,1
Fis-35630,1050,w_lim,121.0,1
Fis-35631,752,w_lim,125.0,1
Fis-35635,342,w_lim,143.0,2
Fis-35638,469,w_lim,129.5,2
Fis-35639,273,w_lim,197.5,2
Fis-35641,163,w_lim,197.0,2
Fis-35647,142,w_lim,197.0,2
Fis-35648,3013,w_lim,77.0,2
Fis-35651,2031,w_lim,99.0,4
Fis-35652,205,w_lim,197.0,1
Fis-35654,131,w_lim,190.0,1
Fis-35657,97,w_lim,197.0,1
Fis-35659,4111,w_lim,190.0,32
Fis-35685,298,w_lim,197.5,2
Fis-35690,263,w_lim,197.5,2
Fis-35698,289,w_lim,197.5,2
Fis-35701,380,w_lim,185.0,6
Fis-35702,422,w_lim,185.0,6
Fis-35703,337,w_lim,185.0,5
Fis-35707,14,w_lim,190.0,1
Fis-35711,1424,w_lim,112.0,9
Fis-35713,271,w_lim,96.0,1
Fis-35714,855,w_lim,112.0,3
Fis-35715,32,w_lim,112.0,2
Fis-35723,412,w_lim,185.0,6
Fis-35729,130,w_lim,190.0,1
Fis-35738,63,w_lim,112.0,1
Fis-35747,320,w_lim,185.5,2
Fis-35764,286,w_lim,197.5,2
Fis-35769,255,w_lim,197.5,2
Fis-35775,467,w_lim,185.0,6
Fis-35776,212,w_lim,185.5,2
Fis-35779,307,w_lim,104.5,1
Fis-35786,209,w_lim,188.0,1
Fis-35788,514,w_lim,185.0,6
Fis-35795,2833,w_lim,77.0,1
Fis-35801,480,w_lim,190.5,1
Fis-35802,280,w_lim,197.5,2
Fis-35803,2327,w_lim,95.0,4
Fis-35806,2671,w_lim,77.0,1
Fis-35819,301,w_lim,111.5,1
Fis-35820,12,w_lim,112.0,2
Fis-35821,3,w_lim,113.0,2
Fis-35829,13,w_lim,112.5,2
Fis-35841,14,w_lim,112.0,1
Fis-35843,5,w_lim,112.5,2
Fis-35850,2340,w_lim,79.0,1
Fis-35862,2090,w_lim,103.0,1
Fis-35863,3708,w_lim,77.0,2
Fis-35872,309,w_lim,83.0,1
Fis-35873,323,w_lim,96.0,5
Fis-35874,541,w_lim,112.0,2
Fis-35876,17,w_lim,111.5,2
Fis-35879,9,w_lim,112.5,2
Fis-35880,15,w_lim,112.0,1
Fis-35882,10,w_lim,112.0,2
Fis-35885,26,w_lim,112.0,1
Fis-35891,254,w_lim,140.0,4
Fis-35892,759,w_lim,79.5,4
Fis-35895,48,w_lim,112.0,8
Fis-35896,2230,w_lim,79.5,6
Fis-35910,539,w_lim,112.5,1
Fis-35912,1633,w_lim,79.0,1
Fis-35919,108,w_lim,112.0,2
Fis-35920,54,w_lim,149.5,2
Fis-35921,791,w_lim,121.0,1
Fis-35922,1626,w_lim,108.0,5
Fis-35925,841,w_lim,125.0,1
Fis-35926,1971,w_lim,101.5,1
Fis-35928,2152,w_lim,79.5,5
Fis-35929,10,w_lim,112.5,1
Fis-35934,668,w_lim,125.0,2
Fis-35935,1258,w_lim,121.0,6
Fis-35940,212,w_lim,143.0,4
Fis-35941,1721,w_lim,103.0,1
Fis-35943,18928,w_lim,77.0,10
Fis-35947,1990,w_lim,99.0,2
Fis-35957,2888,w_lim,79.0,1
Fis-35959,1102,w_lim,96.0,1
Fis-35964,1809,w_lim,95.0,3
Fis-35967,670,w_lim,105.0,1
Fis-35968,2423,w_lim,79.0,1
Fis-35969,2176,w_lim,79.0,1
Fis-35970,849,w_lim,129.0,1
Fis-35972,1023,w_lim,99.0,4
Fis-35974,367,w_lim,104.5,2
Fis-35975,2316,w_lim,99.0,4
Fis-35979,1886,w_lim,99.0,2
Fis-35980,9067,w_lim,77.0,8
Fis-4223,2436,w_lim,95.0,5
Fis-4320,2737,w_lim,77.0,2
Fis-46917,1366,w_lim,79.0,1
Fis-46919,2692,w_lim,77.0,1
Fis-46921,327,w_lim,101.5,1
Fis-46922,933,w_lim,99.0,4
Fis-46925,1035,w_lim,77.0,1
Fis-46954,525,w_lim,143.0,1
Fis-46990,246,w_lim,197.5,2
Fis-47000,2550,w_lim,99.0,4
Fis-47004,1450,w_lim,99.0,4
Fis-47016,1136,w_lim,109.0,4
Fis-47018,2275,w_lim,77.0,1
Fis-47024,1637,w_lim,77.0,2
Fis-47026,1364,w_lim,79.5,3
Fis-47036,957,w_lim,109.0,2
Fis-47050,2188,w_lim,77.0,1
Fis-47056,3405,w_lim,77.0,2
Fis-47096,625,w_lim,96.0,1
Fis-47124,308,w_lim,142.5,5
Fis-47201,75,w_lim,106.5,1
Fis-47217,2159,w_lim,100.5,1
Fis-47228,1546,w_lim,79.0,1
Fis-47232,1184,w_lim,104.5,1
Fis-47238,2024,w_lim,79.0,1
Fis-47240,147,w_lim,81.5,2
Fis-47242,248,w_lim,100.5,1
Fis-47246,2187,w_lim,99.0,4
Fis-47256,2342,w_lim,77.0,3
Fis-47270,2114,w_lim,79.0,1
Fis-47272,1667,w_lim,79.0,1
Fis-47307,2493,w_lim,77.0,1
Fis-47310,167,w_lim,185.0,5
Fis-47311,741,w_lim,129.5,3
Fis-47312,3142,w_lim,77.0,1
Fis-47319,568,w_lim,112.0,2
Fis-47341,2892,w_lim,99.0,4
Fis-47343,10,w_lim,151.5,1
Fis-47364,563,w_lim,99.0,2
Fis-47368,1434,w_lim,96.0,1
Fis-47408,1634,w_lim,100.5,1
Fis-47409,272,w_lim,100.5,1
Fis-47411,746,w_lim,99.0,4
Fis-47434,2294,w_lim,77.0,2
Fis-47439,2127,w_lim,102.5,1
Fis-47441,897,w_lim,99.0,4
Fis-47443,1554,w_lim,100.5,1
Fis-47488,3247,w_lim,77.0,2
Fis-47489,2681,w_lim,77.0,2
Fis-47495,1294,w_lim,96.0,1
Fis-47536,1317,w_lim,104.5,1
Fis-47537,560,w_lim,129.0,2
Fis-47541,2000,w_lim,99.0,2
Fis-47542,7082,w_lim,105.5,2
Fis-47543,773,w_lim,111.5,2
Fis-47545,2047,w_lim,79.0,1
Fis-47559,512,w_lim,123.0,1
Fis-47560,2674,w_lim,77.0,1
Fis-47564,3260,w_lim,77.0,1
Fis-47573,1560,w_lim,104.5,1
Fis-47574,1649,w_lim,105.0,1
Fis-47575,1695,w_lim,104.5,1
Fis-47582,439,w_lim,137.0,1
Fis-47584,2318,w_lim,77.0,3
Fis-47585,572,w_lim,123.0,3
Fis-47586,2055,w_lim,105.0,1
Fis-47587,1295,w_lim,79.0,1
Fis-47588,2345,w_lim,77.0,2
Fis-47589,320,w_lim,143.5,2
Fis-47651,1431,w_lim,109.0,4
Fis-47655,906,w_lim,87.5,3
Fis-47659,243,w_lim,96.0,1
Fis-47673,3556,w_lim,77.0,11
Fis-47704,787,w_lim,118.5,4
Fis-47748,90,w_lim,109.0,1
Fis-47751,103,w_lim,110.5,1
Fis-47774,11336,w_lim,185.0,22
Fis-47779,5584,w_lim,103.5,5
Fis-47804,10325,w_lim,77.0,12
Fis-47814,24029,w_lim,79.0,53
Fis-47835,923,w_lim,96.0,1
Fis-48095,2503,w_lim,100.5,1
Fis-48154,2279,w_lim,78.0,1
Fis-48308,48,w_lim,106.5,1
Fis-48438,973,w_lim,116.0,17
Fis-48518,14833,w_lim,77.0,16
Fis-48603,3264,w_lim,96.0,7
Fis-48651,75,w_lim,80.0,1
Fis-48669,146,w_lim,79.5,2
Fis-48951,8975,w_lim,104.5,1
Fis-48955,2729,w_lim,104.5,1
Fis-48976,1715,w_lim,104.5,1
Fis-49907,205,w_lim,195.5,1
Fis-50236,1480,w_lim,96.0,1
Fis-50240,1598,w_lim,99.0,4
Fis-50244,2911,w_lim,77.0,1
Fis-50245,2250,w_lim,77.0,1
Fis-50406,1404,w_lim,99.0,4
Fis-50418,16427,w_lim,77.0,15
Fis-50500,1747,w_lim,109.0,7
Fis-50864,1720,w_lim,100.5,1
Fis-51007,3598,w_lim,109.5,12
Fis-51015,1285,w_lim,120.5,2
Fis-51018,1572,w_lim,103.0,1
Fis-51025,64,w_lim,109.0,1
Fis-51030,25,w_lim,109.5,5
Fis-51165,114,w_lim,197.0,2
Fis-51215,2504,w_lim,77.0,1
Fis-51274,3179,w_lim,77.0,2
Fis-51289,1860,w_lim,101.5,1
Fis-51467,95,w_lim,118.5,1
Fis-51533,2510,w_lim,77.0,1
Fis-51619,23,w_lim,187.0,2
Fis-51707,1171,w_lim,100.5,1
Fis-51740,165,w_lim,118.5,1
Fis-51744,1276,w_lim,80.0,2
Fis-51774,1261,w_lim,103.0,3
Fis-51782,2646,w_lim,77.0,1
Fis-51785,1868,w_lim,102.0,3
Fis-51789,36,w_lim,117.5,1
Fis-51791,1549,w_lim,102.0,2
Fis-51802,2027,w_lim,99.0,4
Fis-51805,1466,w_lim,103.5,1
Fis-51806,1855,w_lim,103.0,3
Fis-51807,1922,w_lim,103.0,5
Fis-51818,2302,w_lim,79.0,1
Fis-51821,1889,w_lim,78.5,1
Fis-51826,2519,w_lim,95.0,5
Fis-51837,1215,w_lim,103.5,1
Fis-51841,1444,w_lim,104.5,2
Fis-51866,187,w_lim,111.0,1
Fis-51910,1310,w_lim,103.5,1
Fis-51969,1795,w_lim,100.5,1
Fis-51988,1974,w_lim,101.5,1
Fis-52006,1693,w_lim,103.5,1
Fis-52010,1830,w_lim,100.5,1
Fis-52026,2890,w_lim,77.0,2
Fis-52081,241,w_lim,104.5,1
Fis-52083,973,w_lim,130.0,9
Fis-52095,1419,w_lim,118.0,3
Fis-52106,64,w_lim,109.0,1
Fis-52108,80,w_lim,109.0,1
Fis-52109,56,w_lim,109.0,1
Fis-52113,38,w_lim,109.5,4
Fis-52119,9,w_lim,106.0,1
Fis-52133,78,w_lim,106.0,1
Fis-52138,19,w_lim,109.5,2
Fis-52159,16925,w_lim,185.0,89
Fis-52160,2555,w_lim,99.0,4
Fis-52195,2293,w_lim,104.5,1
Fis-52272,58,w_lim,106.5,3
Fis-52296,60,w_lim,109.5,1
Fis-52297,19,w_lim,110.0,2
Fis-52306,85,w_lim,81.5,2
Fis-52317,59,w_lim,109.5,2
Fis-52321,1824,w_lim,105.0,2
Fis-52329,8229,w_lim,104.5,1
Fis-52331,1093,w_lim,77.0,6
Fis-52332,2425,w_lim,103.0,7
Fis-52333,4075,w_lim,104.5,1
Fis-52338,529,w_lim,90.5,4
Fis-52342,76,w_lim,109.5,2
Fis-52346,16512,w_lim,130.0,23
Fis-52352,8799,w_lim,185.0,84
Fis-52372,2838,w_lim,94.0,4
Fis-52460,3428,w_lim,77.0,1
Fis-52465,91,w_lim,107.0,5
Fis-52518,1558,w_lim,104.5,1
Fis-52519,55,w_lim,108.0,3
Fis-52521,245,w_lim,105.5,1
Fis-52571,2755,w_lim,185.0,5
Fis-52589,203,w_lim,133.0,1
Fis-52694,26,w_lim,109.5,2
Fis-52697,36,w_lim,111.5,2
Fis-52739,6489,w_lim,108.5,3
Fis-52741,65,w_lim,106.5,1
Fis-52790,59,w_lim,109.5,4
Fis-52852,12095,w_lim,105.0,34
Fis-52866,814,w_lim,110.5,2
Fis-52878,14422,w_lim,77.0,13
Fis-52893,47,w_lim,106.0,2
Fis-52894,5735,w_lim,112.5,1
Fis-52896,7092,w_lim,109.5,3
Fis-52904,6639,w_lim,108.0,5
Fis-52926,2088,w_lim,79.5,4
Fis-52935,114,w_lim,105.5,1
Fis-52940,1637,w_lim,153.0,1
Fis-52985,1894,w_lim,77.0,1
Fis-53022,1437,w_lim,103.5,1
Fis-53124,374,w_lim,113.0,3
Fis-53152,9,w_lim,108.5,1
Fis-53166,2741,w_lim,79.5,6
Fis-53173,39,w_lim,109.0,1
Fis-53184,41,w_lim,109.0,1
Fis-53189,985,w_lim,109.5,1
Fis-53210,152,w_lim,112.5,1
Fis-53227,41,w_lim,106.5,1
Fis-53239,772,w_lim,109.5,2
Fis-53258,40,w_lim,109.5,4
Fis-53265,2122,w_lim,79.5,6
Fis-53273,1113,w_lim,104.5,1
Fis-53280,1836,w_lim,104.5,1
Fis-53283,43,w_lim,109.5,5
Fis-53289,2288,w_lim,104.5,1
Fis-53290,1552,w_lim,104.5,1
Fis-53296,81,w_lim,109.5,3
Fis-53334,33,w_lim,109.5,4
Fis-53337,67,w_lim,107.0,2
Fis-53340,2145,w_lim,104.5,1
Fis-53351,44,w_lim,109.5,3
Fis-53354,95,w_lim,109.0,2
Fis-53360,1959,w_lim,104.5,1
Fis-53362,70,w_lim,109.0,1
Fis-53363,2015,w_lim,104.5,1
Fis-53367,57,w_lim,108.0,3
Fis-53371,26,w_lim,110.0,2
Fis-53380,174,w_lim,108.5,1
Fis-53383,98,w_lim,106.5,1
Fis-53386,12,w_lim,190.0,1
Fis-53388,2655,w_lim,104.5,1
Fis-53397,21613,w_lim,77.0,14
Fis-53413,1819,w_lim,95.0,1
Fis-53418,44,w_lim,109.5,3
Fis-53437,57,w_lim,107.5,1
Fis-53446,1749,w_lim,103.5,1
Fis-53596,763,w_lim,107.5,2
Fis-53628,83,w_lim,108.5,1
Fis-53649,157,w_lim,105.5,1
Fis-53658,1240,w_lim,104.5,1
Fis-53661,1528,w_lim,104.5,1
Fis-53676,1446,w_lim,95.0,2
Fis-53679,2456,w_lim,78.5,1
Fis-53700,51,w_lim,109.0,1
Fis-53713,1779,w_lim,104.5,1
Fis-53721,2160,w_lim,103.0,5
Fis-53722,2350,w_lim,103.5,2
Fis-53728,5869,w_lim,109.5,1
Fis-53729,24312,w_lim,104.5,1
Fis-53810,3165,w_lim,77.0,1
Fis-53834,2315,w_lim,78.0,1
Fis-53858,758,w_lim,105.5,2
Fis-53861,3034,w_lim,104.5,1
Fis-53880,24513,w_lim,104.5,1
Fis-53895,869,w_lim,100.5,1
Fis-53918,1763,w_lim,100.5,1
Fis-53947,2436,w_lim,96.0,6
Fis-53955,1408,w_lim,119.0,23
Fis-53969,1032,w_lim,108.5,1
Fis-53974,530,w_lim,102.5,1
Fis-53975,2374,w_lim,101.5,1
Fis-53989,1794,w_lim,105.0,1
Fis-53991,1824,w_lim,103.5,1
Fis-53992,2008,w_lim,103.0,9
Fis-53996,198,w_lim,185.0,6
Fis-53997,31,w_lim,107.5,1
Fis-54014,51,w_lim,106.5,1
Fis-54018,59,w_lim,105.5,4
Fis-54023,2065,w_lim,104.5,1
Fis-54028,2447,w_lim,103.0,5
Fis-54034,2106,w_lim,102.5,1
Fis-54037,1808,w_lim,100.5,1
Fis-54038,669,w_lim,100.5,1
Fis-54054,672,w_lim,103.0,7
Fis-54058,2690,w_lim,77.0,1
Fis-54060,2544,w_lim,79.0,1
Fis-54062,2253,w_lim,99.0,4
Fis-54066,1725,w_lim,99.0,4
Fis-54078,1634,w_lim,103.5,1
Fis-54121,1524,w_lim,104.5,1
Fis-54122,2220,w_lim,79.0,1
Fis-54133,59,w_lim,109.5,2
Fis-54137,640,w_lim,99.0,4
Fis-54144,1947,w_lim,99.0,4
Fis-54145,1465,w_lim,103.0,5
Fis-54154,2064,w_lim,99.0,4
Fis-54155,2418,w_lim,78.0,1
Fis-54156,1605,w_lim,103.5,1
Fis-54166,1804,w_lim,103.5,1
Fis-54172,1951,w_lim,102.5,1
Fis-54179,1958,w_lim,99.0,4
Fis-54180,2603,w_lim,77.0,1
Fis-54181,2094,w_lim,77.0,1
Fis-54182,2628,w_lim,77.0,1
Fis-54185,230,w_lim,108.5,2
Fis-54188,2243,w_lim,99.0,4
Fis-54190,1343,w_lim,100.5,1
Fis-54195,154,w_lim,106.0,8
Fis-54217,2326,w_lim,79.0,1
Fis-54220,450,w_lim,100.5,1
Fis-54246,45,w_lim,108.0,5
Fis-54292,2847,w_lim,77.0,1
Fis-54316,17,w_lim,106.5,1
Fis-54335,568,w_lim,100.5,1
Fis-54337,1446,w_lim,100.5,1
Fis-54341,109,w_lim,105.5,3
Fis-54372,43,w_lim,106.5,1
Fis-54378,39,w_lim,109.0,1
Fis-54381,1,w_lim,108.0,1
Fis-54382,35,w_lim,106.0,2
Fis-54406,45,w_lim,106.0,2
Fis-54427,21,w_lim,110.0,3
Fis-54429,6,w_lim,111.5,2
Fis-54437,53,w_lim,106.0,2
Fis-54444,2998,w_lim,100.5,1
Fis-54446,38,w_lim,107.0,4
Fis-54447,71,w_lim,106.0,1
Fis-54452,10,w_lim,110.5,2
Fis-54456,9,w_lim,110.5,1
Fis-54459,78,w_lim,106.5,1
Fis-54464,70,w_lim,106.5,1
Fis-54468,919,w_lim,103.0,5
Fis-54470,400,w_lim,109.5,1
Fis-54480,7,w_lim,110.0,2
Fis-54482,60,w_lim,107.0,4
Fis-54493,1645,w_lim,121.0,4
Fis-54503,209,w_lim,105.5,1
Fis-54504,1186,w_lim,105.0,1
Fis-54506,58,w_lim,109.5,2
Fis-54514,2104,w_lim,103.0,6
Fis-54521,53,w_lim,108.0,5
Fis-54522,70,w_lim,107.0,3
Fis-54525,2082,w_lim,100.5,1
Fis-54529,98,w_lim,105.5,3
Fis-54536,80,w_lim,108.0,5
Fis-54558,87,w_lim,106.0,2
Fis-54572,16,w_lim,109.5,2
Fis-54585,1290,w_lim,104.5,1
Fis-54705,79,w_lim,105.5,1
Fis-54707,449,w_lim,103.0,7
Fis-54710,2332,w_lim,103.0,5
Fis-54720,33,w_lim,112.5,1
Fis-54723,71,w_lim,107.0,5
Fis-54724,1577,w_lim,104.5,1
Fis-54780,93,w_lim,105.5,4
Fis-54790,49,w_lim,112.0,2
Fis-54838,1034,w_lim,99.0,4
Fis-54847,1414,w_lim,104.5,1
Fis-54854,3029,w_lim,77.0,1
Fis-54860,58,w_lim,112.0,1
Fis-54864,1032,w_lim,111.5,1
Fis-54882,44,w_lim,109.0,1
Fis-54885,24,w_lim,109.5,3
Fis-54907,1697,w_lim,110.0,11
Fis-54976,2643,w_lim,99.0,4
Fis-54999,2308,w_lim,100.5,1
Fis-55019,2412,w_lim,103.0,7
Fis-55024,1734,w_lim,100.5,1
Fis-55055,100,w_lim,107.5,1
Fis-55070,31,w_lim,109.0,2
Fis-55077,588,w_lim,101.5,1
Fis-55089,56,w_lim,105.5,2
Fis-55096,640,w_lim,103.0,5
Fis-55097,2866,w_lim,77.0,1
Fis-55098,1237,w_lim,99.0,4
Fis-55102,1941,w_lim,102.5,1
Fis-55112,874,w_lim,104.5,1
Fis-55114,191,w_lim,107.0,5
Fis-55118,2593,w_lim,79.0,1
Fis-55121,1305,w_lim,108.5,2
Fis-55124,14,w_lim,108.5,2
Fis-55125,63,w_lim,105.5,2
