"","X.1","X","am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend","am_area","iucn_area","perc","am_perc","iucn_perc","sm_perc","sm_range"
"1687",1687,1687,"Fis-58778",187524,"Thalassoma rueppellii",NA,NA,"WRASSES","LC","Unknown",994836.686629503,632119.208216002,39.0804597701149,37.0689655172414,23.8505747126437,38.3098591549296,"IUCN"
"1688",1688,1688,"Fis-58799",48342516,"Salarias alboguttatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",12854926.8931389,6019908.06508024,17.3730787144853,53.2370749883559,29.3898462971588,27.0878721859114,"IUCN"
"1689",1689,1689,"Fis-59174",185168,"Aidablennius sphynx",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2911590.65226178,2471943.19808152,41.1960132890365,14.7840531561462,44.0199335548173,42.3931623931624,"AM"
"1690",1690,1690,"Fis-59414",165612,"Chaetodon zanzibarensis",NA,NA,"BUTTERFLYFISH","LC","Stable",3496924.25437857,2982730.42515793,29.2307692307692,14.6153846153846,56.1538461538462,40,"AM"
"1691",1691,1691,"Fis-59453",165860,"Centropyge vrolikii",NA,NA,"ANGELFISH","LC","Stable",19199676.1345558,15540778.6277656,27.8832574925467,19.1275694335478,52.9891730739055,37.2302535093233,"AM"
"1692",1692,1692,"Fis-59583",48342298,"Blenniella cyanostigma",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",4854917.87965079,3176934.11921572,23.5074626865672,34.7014925373134,41.7910447761194,28.7671232876712,"AM"
"1693",1693,1693,"Fis-59608",46080027,"Pereulixia kosiensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2078167.06473071,1313453.51786111,27.9266572637518,35.966149506347,36.1071932299013,30.4147465437788,"AM"
"1694",1694,1694,"Fis-59731",154972,"Parablennius zvonimiri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2135255.69063447,1454194.53943184,34.3784994400896,30.9070548712206,34.7144456886898,34.4943820224719,"AM"
"1695",1695,1695,"Fis-60581",193703,"Torquigener flavimaculosus",NA,NA,"PUFFERFISH","LC","Unknown",4992723.24144166,3103707.29305273,31.0763888888889,39.0625,29.8611111111111,33.7735849056604,"IUCN"
"1696",1696,1696,"Fis-61198",183260,"Scartichthys viridis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",970019.109806608,706518.656966011,19.8275862068966,27.0114942528736,53.1609195402299,29.7413793103448,"AM"
"1697",1697,1697,"Fis-6123",170253,"Sparus aurata",NA,NA,"SEABREAMS_PORGIES","LC","Stable",9337151.69985696,8193818.94570623,28.1898340248963,16.4678423236515,55.3423236514523,38.6970452118192,"AM"
"1698",1698,1698,"Fis-61510",48342489,"Blenniella caudolineata",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",11001920.4769587,8967293.87589198,22.5020531070353,18.3684642759376,59.1294826170271,35.5075593952484,"AM"
"1699",1699,1699,"Fis-61523",48342431,"Blenniella interrupta",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",8831293.3477014,7045773.06088643,29.1709666322669,20.4678362573099,50.3611971104231,37.0144041903099,"AM"
"1700",1700,1700,"Fis-61558",48342126,"Blenniella paula",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",11837965.593558,7972160.89902548,11.8969436726446,32.8113159888861,55.2917403384693,21.0174029451138,"AM"
"1701",1701,1701,"Fis-61706",183607,"Sphoeroides lispus",NA,NA,"PUFFERFISH","LC","Unknown",645232.611818245,387827.795430147,32.7659574468085,40.4255319148936,26.8085106382979,35.4838709677419,"IUCN"
"1702",1702,1702,"Fis-61804",187787,"Thalassoma noronhanum",NA,NA,"WRASSES","LC","Unknown",1348170.24637891,1182402.77631173,43.2967032967033,12.3076923076923,44.3956043956044,43.7777777777778,"AM"
"1703",1703,1703,"Fis-61993",48342501,"Ecsenius portenoyi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2741345.35630129,247057.500218617,1.63398692810458,91.0675381263617,7.29847494553377,15.4639175257732,"IUCN"
"1704",1704,1704,"Fis-61995",48342512,"Ecsenius tessera",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2262132.47676436,794394.051599184,11.0964332892999,64.4649933949802,24.4385733157199,23.7960339943343,"IUCN"
"1705",1705,1705,"Fis-62262",48342341,"Ecsenius fourmanoiri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1090109.46338567,876316.560487961,22.6063829787234,19.1489361702128,58.2446808510638,35.1239669421488,"AM"
"1706",1706,1706,"Fis-62298",48342201,"Entomacrodus niuafoouensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",10568682.0327777,2404147.17640291,5.30773574251835,76.5386787125918,18.1535855448899,18.4494602551521,"IUCN"
"1707",1707,1707,"Fis-62626",187812,"Bodianus unimaculatus",NA,NA,"WRASSES","LC","Unknown",3629129.54783489,877144.320697462,6.65634674922601,73.8390092879257,19.5046439628483,20.2830188679245,"IUCN"
"1708",1708,1708,"Fis-62637",193704,"Torquigener altipinnis",NA,NA,"PUFFERFISH","LC","Unknown",869728.769196122,637101.618888719,14.7239263803681,28.2208588957055,57.0552147239264,25.531914893617,"AM"
"1709",1709,1709,"Fis-62815",193785,"Marilyna darwinii",NA,NA,"PUFFERFISH","LC","Unknown",6856354.32303603,2663027.26930605,20.5921343349536,61.3787008395935,18.0291648254529,34.7761194029851,"IUCN"
"1710",1710,1710,"Fis-62867",48342383,"Entomacrodus epalzeocheilos",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",12060136.8756239,4692172.42146149,10.0896860986547,61.136023916293,28.7742899850523,20.6106870229008,"IUCN"
"1711",1711,1711,"Fis-62923",165660,"Chelmon muelleri",NA,NA,"BUTTERFLYFISH","LC","Stable",2888329.28650993,1767637.0962259,38.1294964028777,39.1572456320658,22.7132579650565,38.5254413291796,"IUCN"
"1712",1712,1712,"Fis-63048",193686,"Marilyna pleurosticta",NA,NA,"PUFFERFISH","LC","Unknown",2214711.67384594,1315878.69126499,37.6850605652759,39.8384925975774,22.4764468371467,38.5144429160935,"IUCN"
"1713",1713,1713,"Fis-63983",190715,"Chlorurus sordidus",NA,NA,"PARROTFISH","LC","Unknown",17347315.1909484,7658784.67588904,16.3809523809524,55.7575757575758,27.8614718614719,27.0208511853756,"IUCN"
"1714",1714,1714,"Fis-64430",193718,"Lagocephalus guentheri",NA,NA,"PUFFERFISH","LC","Unknown",15944024.6802066,2733274.78768129,6.32045832563297,82.6834226575494,10.9961190168176,26.7396403440188,"IUCN"
"1715",1715,1715,"Fis-7176",187705,"Iniistius pavo",NA,NA,"WRASSES","LC","Unknown",31723390.8197642,26134352.562056,33.6991485335856,17.8240302743614,48.476821192053,39.5426287744227,"AM"
"1716",1716,1716,"Fis-8229",170174,"Sparidentex hasta",NA,NA,"SEABREAMS_PORGIES","LC","Unknown",1812454.01885626,550352.232129836,23.8782051282051,68.2692307692308,7.8525641025641,42.9394812680115,"IUCN"
"1717",1717,1717,"Fis-8368",190704,"Scarus tricolor",NA,NA,"PARROTFISH","LC","Unknown",20937433.7863106,13371757.9722628,24.9210450760838,36.7068619006603,38.3720930232558,28.7941615524963,"AM"
"1718",1718,1718,"Fis-9972",48342333,"Ecsenius midas",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",22870621.4661995,15144025.1796796,25.9810376613116,34.211219383724,39.8077429549644,30.1497555012225,"AM"
"1719",1719,1719,"Fis-25661",187587,"Bodianus diana",NA,NA,"WRASSES","LC","Unknown",7219993.46749684,6856835.0408325,24.3029546400333,5.11860174781523,70.5784436121515,45.2362509682417,"AM"
"1720",1720,1720,"Fis-29373",132744,"Epinephelus analogus",NA,NA,"GROUPERS","LC","Stable",2103245.97919954,1957616.86158816,39.1304347826087,6.87237026647966,53.9971949509116,45.9637561779242,"AM"
"1721",1721,1721,"ITS-180420",20425,"Sousa teuszii",NA,NA,"MAMMMARINE","VU","Decreasing",2225139.71456216,2042407.27733763,32.6558265582656,8.67208672086721,58.6720867208672,44.1391941391941,"AM"
"1722",1722,1722,"ITS-180450",4160,"Cephalorhynchus eutropia",NA,NA,"MAMMMARINE","NT","Decreasing",788023.292822269,767026.286779657,64.010989010989,2.74725274725275,33.2417582417582,48.9495798319328,"AM"
"1723",1723,1723,"ITS-180452",4162,"Cephalorhynchus hectori",NA,39427,"MAMMMARINE","EN","Decreasing",407782.520007918,303703.361230015,36.8715083798883,25.1396648044693,37.9888268156425,37.2881355932203,"AM"
"1724",1724,1724,"ITS-180474",17028,"Phocoena sinus",NA,NA,"MAMMMARINE","CR","Decreasing",129697.492481236,37216.30536958,27.0833333333333,70.8333333333333,2.08333333333333,48.1481481481481,"IUCN"
"1725",1725,1725,"ITS-180478",198920,"Neophocaena phocaenoides",NA,NA,"MAMMMARINE","VU","Decreasing",7949814.90398866,5983290.23863564,54.5090909090909,23.7454545454545,21.7454545454545,41.6852057842047,"IUCN"
"1726",1726,1726,"ITS-180488",16370739,"Physeter macrocephalus",41755,NA,"MAMMMARINE","EN","Decreasing",360043056.825026,357499387.364687,92.7408337092019,1.33613110296184,5.92303518783624,49.6423972679431,"AM"
"1727",1727,1727,"ITS-180488",41755,"Physeter macrocephalus",NA,16370739,"MAMMMARINE","VU","Unknown",360043056.825026,357499387.364687,92.7408337092019,1.33613110296184,5.92303518783624,49.6423972679431,"AM"
"1728",1728,1728,"ITS-180617",17026,"Phocarctos hookeri",NA,NA,"MAMMMARINE","VU","Decreasing",1842738.42712397,974155.05753904,38.9189189189189,45.2972972972973,15.7837837837838,41.5704387990762,"IUCN"
"1729",1729,1729,"ITS-180629",2060,"Arctocephalus pusillus",NA,NA,"MAMMMARINE","LC","Increasing",2747437.20423367,2303346.61574843,28.4259259259259,15.8333333333333,55.7407407407407,39.1082802547771,"AM"
"1730",1730,1730,"ITS-180634",2057,"Arctocephalus galapagoensis",NA,NA,"MAMMMARINE","EN","Decreasing",179653.692937392,154872.937750919,53.448275862069,13.7931034482759,32.7586206896552,44.2857142857143,"AM"
"1731",1731,1731,"ITS-180635",2059,"Arctocephalus philippii",NA,NA,"MAMMMARINE","NT","Increasing",4112905.93118227,1308721.4574179,28.9340101522843,68.4644670050761,2.60152284263959,47.8488982161595,"IUCN"
"1732",1732,1732,"ITS-180659",13653,"Monachus monachus",NA,NA,"MAMMMARINE","CR","Decreasing",2548308.97634453,645752.3037199,19.140625,74.90234375,5.95703125,43.2671081677704,"IUCN"
"1733",1733,1733,"ITS-180661",13654,"Monachus schauinslandi",NA,NA,"MAMMMARINE","CR","Decreasing",3641494.20724601,475770.862737733,13.1455399061033,86.8544600938967,0,50,"IUCN"
"1734",1734,1734,"ITS-180671",13583,"Mirounga leonina",NA,NA,"MAMMMARINE","LC","Unknown",170674274.56515,73573243.6887555,52.2890940137098,44.2921131431117,3.4187928431785,48.4171812880237,"IUCN"
"1735",1735,1735,"ITS-612591",41711,"Eubalaena japonica",NA,133706,"MAMMMARINE","EN","Unknown",38146115.8842391,6769317.0105323,21.4687556711633,78.1924868429012,0.338757485935515,49.6086105675147,"IUCN"
"1736",1736,1736,"ITS-612591",133706,"Eubalaena japonica",41711,NA,"MAMMMARINE","CR","Unknown",38146115.8842391,6769317.0105323,21.4687556711633,78.1924868429012,0.338757485935515,49.6086105675147,"IUCN"
"1737",1737,1737,"Fis-112900",187465,"Halichoeres stigmaticus",NA,NA,"WRASSES","LC","Unknown",1560595.35782934,593756.603098714,14.1791044776119,60.8208955223881,25,26.5734265734266,"IUCN"
"1738",1738,1738,"Fis-113012",46079214,"Antennablennius adenensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1876904.50880188,1625906.30531698,22.5460122699387,13.0368098159509,64.4171779141104,38.7862796833773,"AM"
"1739",1739,1739,"Fis-113020",46079868,"Mimoblennius cirrosus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2265511.06262843,1508702.87918112,41.7201540436457,32.6059050064185,25.6739409499358,38.2352941176471,"IUCN"
"1740",1740,1740,"Fis-113024",46079911,"Parablennius opercularis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1263485.45041775,691059.367724955,19.1343963553531,43.7357630979499,37.129840546697,25.3776435045317,"IUCN"
"1741",1741,1741,"Fis-113197",187429,"Bodianus sanguineus",NA,NA,"WRASSES","LC","Unknown",477266.506776276,361663.524441125,18.452380952381,23.8095238095238,57.7380952380952,30.3921568627451,"AM"
"1742",1742,1742,"Fis-113245",187505,"Cirrhilabrus flavidorsalis",NA,NA,"WRASSES","LC","Unknown",5212494.07660941,3836768.09032942,29.1347851677457,26.3684520306062,44.496762801648,34.42280945758,"AM"
"1743",1743,1743,"Fis-113380",48342460,"Meiacanthus abditus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3303154.65469848,1076870.58625291,16.2011173184358,67.5046554934823,16.2942271880819,33.2695984703633,"IUCN"
"1744",1744,1744,"Fis-113466",48342398,"Meiacanthus crinitus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2837764.10012228,694890.137720409,11.2798264642082,75.4880694143167,13.2321041214751,31.5151515151515,"IUCN"
"1745",1745,1745,"Fis-113469",48342185,"Meiacanthus geminatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1735970.2097322,414227.367120029,7.58377425044092,76.1904761904762,16.2257495590829,24.1573033707865,"IUCN"
"1746",1746,1746,"Fis-113542",48342099,"Meiacanthus tongaensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",402918.434111401,177767.646977258,8.08823529411765,55.1470588235294,36.7647058823529,15.2777777777778,"IUCN"
"1747",1747,1747,"Fis-114176",187630,"Pictilabrus viridis",NA,NA,"WRASSES","LC","Unknown",604219.361909177,302795.329090104,23.9495798319328,50.4201680672269,25.6302521008403,32.5714285714286,"IUCN"
"1748",1748,1748,"Fis-115419",48342234,"Ecsenius lubbocki",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",467174.27164707,193559.432826986,14.4736842105263,58.5526315789474,26.9736842105263,25.8823529411765,"IUCN"
"1749",1749,1749,"Fis-121765",196065,"Myxine mcmillanae",NA,NA,"hagfishes","LC","Unknown",1933799.19587078,183860.062422892,5.68862275449102,90.1197604790419,4.19161676646707,36.5384615384615,"IUCN"
"1750",1750,1750,"Fis-125999",185136,"Parablennius salensis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",220253.70994432,220253.70994432,10.8108108108108,0,89.1891891891892,50,"AM"
"1751",1751,1751,"Fis-126141",187499,"Choerodon zosterophorus",NA,NA,"WRASSES","LC","Unknown",8453980.41371887,5090793.63264922,27.0728190338861,40.1946647440519,32.732516222062,31.1618257261411,"IUCN"
"1752",1752,1752,"Fis-127175",193637,"Torquigener andersonae",NA,NA,"PUFFERFISH","LC","Unknown",109975.746305278,78333.4799928782,13.953488372093,27.906976744186,58.1395348837209,25,"AM"
"1753",1753,1753,"Fis-131556",196072,"Nemamyxine kreffti",NA,NA,"hagfishes","NT","Unknown",1634819.1594961,186941.28337348,6.62650602409639,89.0060240963855,4.36746987951807,37.6068376068376,"IUCN"
"1754",1754,1754,"Fis-131591",196064,"Myxine mccoskeri",NA,NA,"hagfishes","LC","Unknown",2561138.12588405,675072.460410063,11.5083798882682,75.195530726257,13.2960893854749,31.6923076923077,"IUCN"
"1755",1755,1755,"Fis-131598",196068,"Myxine robinsorum",NA,NA,"hagfishes","LC","Unknown",353913.741903634,79110.7734865237,4.58015267175572,80.1526717557252,15.2671755725191,18.75,"IUCN"
"1756",1756,1756,"Fis-131607",196017,"Eptatretus caribbeaus",NA,NA,"hagfishes","LC","Unknown",1316909.79242626,444323.90431596,10.8888888888889,67.1111111111111,22,24.8730964467005,"IUCN"
"1757",1757,1757,"Fis-131620",196082,"Paramyxine fernholmi",NA,NA,"hagfishes","VU","Unknown",373282.404587367,25845.6044209245,4.65116279069767,93.0232558139535,2.32558139534884,40,"IUCN"
"1758",1758,1758,"Fis-131621",196022,"Eptatretus fritzi",NA,NA,"hagfishes","LC","Unknown",1391864.60837003,65023.8444523745,0.819672131147541,95.0819672131148,4.0983606557377,14.2857142857143,"IUCN"
"1759",1759,1759,"Fis-131624",154797,"Eptatretus mendozai",NA,NA,"hagfishes","LC","Unknown",1731630.67092769,108169.674634782,4,93.8333333333333,2.16666666666667,39.344262295082,"IUCN"
"1760",1760,1760,"Fis-131708",196043,"Eptatretus sinus",NA,NA,"hagfishes","LC","Unknown",986425.233901172,88168.1556440127,9.06432748538012,90.6432748538012,0.292397660818713,49.2063492063492,"IUCN"
"1761",1761,1761,"Fis-132096",187440,"Cirrhilabrus condei",NA,NA,"WRASSES","LC","Unknown",3104836.90742859,1264495.59966882,12.007874015748,59.4488188976378,28.5433070866142,22.8464419475655,"IUCN"
"1762",1762,1762,"Fis-132105",187580,"Cirrhilabrus pylei",NA,NA,"WRASSES","LC","Unknown",2967448.66207194,426965.775634848,3.7037037037037,85.4938271604938,10.8024691358025,20.3389830508475,"IUCN"
"1763",1763,1763,"Fis-132106",187770,"Cirrhilabrus walindi",NA,NA,"WRASSES","LC","Unknown",3729308.59005262,1594009.73410325,6.66118421052632,57.3190789473684,36.0197368421053,13.5,"IUCN"
"1764",1764,1764,"Fis-132342",187537,"Halichoeres orientalis",NA,NA,"WRASSES","LC","Unknown",1422569.84758785,1037531.33578642,28.4615384615385,25.9615384615385,45.5769230769231,34.338747099768,"AM"
"1765",1765,1765,"Fis-132415",196025,"Eptatretus grouseri",NA,NA,"hagfishes","LC","Unknown",99124.6722533128,6195.71960877179,6.25,93.75,0,50,"IUCN"
"1766",1766,1766,"Fis-134060",193614,"Torquigener vicinus",NA,NA,"PUFFERFISH","LC","Unknown",415016.201457789,172106.999135527,8.80503144654088,59.1194968553459,32.0754716981132,17.7215189873418,"IUCN"
"1767",1767,1767,"Fis-134084",193628,"Lagocephalus suezensis",NA,NA,"PUFFERFISH","LC","Unknown",19127961.6712836,17129078.8244431,4.08775252525253,10.7165404040404,85.1957070707071,21.6374269005848,"AM"
"1768",1768,1768,"Fis-134094",167006,"Takifugu ocellatus",NA,NA,"PUFFERFISH","NT","Decreasing",1363903.88927118,1363903.88927118,4.91803278688525,0,95.0819672131148,50,"AM"
"1769",1769,1769,"Fis-135029",187659,"Coris hewetti",NA,NA,"WRASSES","LC","Unknown",180390.751993621,174306.215727353,15.2542372881356,3.38983050847458,81.3559322033898,45,"AM"
"1770",1770,1770,"Fis-135071",187603,"Coris roseoviridis",NA,NA,"WRASSES","LC","Unknown",1047076.12136907,634913.656232319,3.59116022099448,38.3977900552486,58.0110497237569,7.87878787878788,"AM"
"1771",1771,1771,"Fis-138294",48342258,"Parablennius cyclops",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",914498.549422557,626064.270960577,41.4330218068536,32.398753894081,26.1682242990654,38,"IUCN"
"1772",1772,1772,"Fis-138523",187798,"Cirrhilabrus adornatus",NA,NA,"WRASSES","LC","Unknown",815696.690043452,352875.814581391,17.7358490566038,56.9811320754717,25.2830188679245,29.1925465838509,"IUCN"
"1773",1773,1773,"Fis-139509",187595,"Centrolabrus caeruleus",NA,NA,"WRASSES","LC","Unknown",203503.965105852,203503.965105852,10.7142857142857,0,89.2857142857143,50,"AM"
"1774",1774,1774,"Fis-139756",187738,"Stethojulis terina",NA,NA,"WRASSES","LC","Unknown",2476456.32794534,2147384.43916908,25.7174392935982,14.0176600441501,60.2649006622517,39.29173693086,"AM"
"1775",1775,1775,"Fis-140176",183754,"Xyrichtys mundiceps",NA,NA,"WRASSES","LC","Unknown",851445.395108456,372292.608556783,9.75609756097561,55.4006968641115,34.8432055749129,17.9487179487179,"IUCN"
"1776",1776,1776,"Fis-142115",187371,"Choerodon margaritiferus",NA,NA,"WRASSES","LC","Unknown",6094715.41845772,1378380.50501975,11.1441307578009,77.2164437840515,11.6394254581476,32.8467153284672,"IUCN"
"1777",1777,1777,"Fis-142137",187687,"Halichoeres chlorocephalus",NA,NA,"WRASSES","LC","Unknown",5525264.0517776,2601847.02939198,23.9046034387133,53.1891292290627,22.9062673322241,33.8039215686275,"IUCN"
"1778",1778,1778,"Fis-143520",196069,"Myxine sotoi",NA,NA,"hagfishes","VU","Unknown",430794.17122271,192759.066154627,10,53.3333333333333,36.6666666666667,17.6470588235294,"IUCN"
"1779",1779,1779,"Fis-143809",185140,"Parablennius sierraensis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",778211.394981068,282721.222812005,24.7058823529412,63.5294117647059,11.7647058823529,40.3846153846154,"IUCN"
"1780",1780,1780,"Fis-144755",48342256,"Salarias patzneri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",8539628.51667569,6155454.63670388,21.4772319827895,28.2179992828971,50.3047687343134,30.176322418136,"AM"
"1781",1781,1781,"Fis-145041",132803,"Cephalopholis polyspila",NA,NA,"GROUPERS","LC","Unknown",160612.634336758,160612.634336758,5.76923076923077,0,94.2307692307692,50,"AM"
"1782",1782,1782,"Fis-145098",48342518,"Entomacrodus williamsi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3890949.99267691,2600404.84034662,22.2924901185771,33.201581027668,44.5059288537549,28.6585365853659,"AM"
"1783",1783,1783,"Fis-145099",48342356,"Entomacrodus lemuria",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1184938.10148731,817179.872306459,11.2219451371571,30.1745635910224,58.6034912718205,21.3270142180095,"AM"
"1784",1784,1784,"Fis-145208",190748,"Scarus trispinosus",NA,NA,"PARROTFISH","EN","Decreasing",917707.224315309,820334.577027601,54.5454545454545,10.7142857142857,34.7402597402597,45.5284552845528,"AM"
"1785",1785,1785,"Fis-145245",187415,"Cirrhilabrus earlei",NA,NA,"WRASSES","LC","Unknown",3160743.61313774,236152.498067798,1.454898157129,92.5315227934045,6.01357904946654,16.304347826087,"IUCN"
"1786",1786,1786,"Fis-145250",187413,"Paracheilinus attenuatus",NA,NA,"WRASSES","LC","Unknown",1120659.63249817,241012.677449143,7.54716981132075,78.9757412398922,13.4770889487871,26.4150943396226,"IUCN"
"1787",1787,1787,"Fis-145261",196034,"Eptatretus menezesi",NA,NA,"hagfishes","LC","Unknown",786512.665616411,303000.154964978,13.5646687697161,64.3533123028391,22.0820189274448,27.5641025641026,"IUCN"
"1788",1788,1788,"Fis-145446",48342448,"Dodekablennos fraseri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",150946.11315399,141959.163216684,11.5384615384615,5.76923076923077,82.6923076923077,40,"AM"
"1789",1789,1789,"Fis-145460",48321164,"Alticus montanoi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",2388665.73450732,1599501.5863124,17.3482032218092,31.7224287484511,50.9293680297398,26.1194029850746,"AM"
"1790",1790,1790,"Fis-145524",193779,"Takifugu snyderi",NA,NA,"PUFFERFISH","LC","Unknown",1024198.74829408,999043.844859245,39.6551724137931,2.46305418719212,57.8817733990148,48.4939759036145,"AM"
"1791",1791,1791,"Fis-145527",193624,"Takifugu reticularis",NA,NA,"PUFFERFISH","LC","Decreasing",1349358.98198153,810109.557264174,1.89753320683112,39.4686907020873,58.6337760910816,4.3859649122807,"AM"
"1792",1792,1792,"Fis-145595",187635,"Paracheilinus flavianalis",NA,NA,"WRASSES","LC","Unknown",2473137.33880991,1651204.81445613,11.4914425427873,34.2298288508557,54.278728606357,20.0854700854701,"AM"
"1793",1793,1793,"Fis-145631",48342416,"Meiacanthus fraseri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",814275.809409114,161761.656256189,3.30882352941176,79.7794117647059,16.9117647058824,14.0625,"IUCN"
"1794",1794,1794,"Fis-145633",48342122,"Praealticus triangulus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",1843571.1539209,1720947.07998369,11.3144758735441,6.65557404326123,82.0299500831947,38.6363636363636,"AM"
"1795",1795,1795,"Fis-145639",196688,"Hypleurochilus multifilis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown",2312055.7518091,265405.721203365,8,87.75,4.25,39.5061728395062,"IUCN"
"1796",1796,1796,"Fis-145643",48342148,"Enchelyurus brunneolus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",571719.579804752,545773.636645017,18,4.5,77.5,44.4444444444444,"AM"
"1797",1797,1797,"Fis-146176",48342339,"Ecsenius tricolor",NA,NA,"COMBTOOTHBLENNIES","VU","Unknown",3780822.85168235,201343.861863382,2.02922077922078,94.6428571428571,3.32792207792208,27.4725274725275,"IUCN"
"1798",1798,1798,"Fis-146270",187427,"Cirrhilabrus bathyphilus",NA,NA,"WRASSES","LC","Unknown",1902674.50820848,303230.043304837,6.26959247648903,83.8557993730408,9.87460815047022,27.972027972028,"IUCN"
"1799",1799,1799,"Fis-148572",165613,"Prognathodes brasiliensis",NA,NA,"BUTTERFLYFISH","LC","Unknown",878991.290158115,658721.287336553,45.0847457627119,25.4237288135593,29.4915254237288,39.0029325513196,"AM"
"1800",1800,1800,"Fis-149115",187390,"Suezichthys caudavittatus",NA,NA,"WRASSES","LC","Unknown",2267340.07809195,1868748.93734595,42.2535211267606,17.4135723431498,40.3329065300896,41.4572864321608,"AM"
"1801",1801,1801,"Fis-149493",196033,"Eptatretus mccoskeri",NA,NA,"hagfishes","LC","Unknown",55758.1736437759,9292.28186435241,5.55555555555556,83.3333333333333,11.1111111111111,25,"IUCN"
"1802",1802,1802,"Fis-149524",190680,"Siphonognathus caninis",NA,NA,"PARROTFISH","LC","Unknown",935243.287437378,930247.311532649,45.1612903225806,0.537634408602151,54.3010752688172,49.7041420118343,"AM"
"1803",1803,1803,"Fis-150216",193725,"Canthigaster jamestyleri",NA,NA,"PUFFERFISH","LC","Unknown",2470240.74139958,2025439.63059591,17.5785797438882,17.6949941792782,64.7264260768335,33.2599118942731,"AM"
"1804",1804,1804,"Fis-150301",48342378,"Meiacanthus urostigma",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",873257.018164466,232125.789465179,10.1754385964912,73.3333333333333,16.4912280701754,27.6190476190476,"IUCN"
"1805",1805,1805,"Fis-150910",193695,"Canthigaster natalensis",NA,NA,"PUFFERFISH","LC","Unknown",1671911.23370403,508932.733281821,11.0320284697509,68.8612099644128,20.1067615658363,26.1603375527426,"IUCN"
"1806",1806,1806,"Fis-153187",187410,"Cirrhilabrus marjorie",NA,NA,"WRASSES","LC","Unknown",4201104.45142003,426837.269511039,3.89891696750903,89.5306859205776,6.57039711191336,27.1356783919598,"IUCN"
"1807",1807,1807,"Fis-160906",170179,"Acanthopagrus chinshira",NA,NA,"SEABREAMS_PORGIES","NT","Unknown",701352.002282528,70405.3007066007,7.08661417322835,90.1574803149606,2.75590551181102,41.8604651162791,"IUCN"
"1808",1808,1808,"Fis-161080",187622,"Epibulus brevis",NA,NA,"WRASSES","LC","Unknown",6965370.14496179,6536005.28329654,30.2776553547818,6.17011899515205,63.5522256500661,45.3764861294584,"AM"
"1809",1809,1809,"Fis-161183",187543,"Cirrhilabrus cenderawasih",NA,NA,"WRASSES","LC","Unknown",308495.377099924,74296.7407012036,6,76,18,20,"IUCN"
"1810",1810,1810,"Fis-161547",187742,"Cirrhilabrus beauperryi",NA,NA,"WRASSES","LC","Unknown",3938505.74857002,1726919.95559314,17.3508907823393,56.4678543764524,26.1812548412084,28.498727735369,"IUCN"
"1811",1811,1811,"Fis-161602",169679,"Centropyge abei",NA,NA,"ANGELFISH","LC","Stable",2468184.27236674,126208.359956924,1.36986301369863,94.8941469489415,3.7359900373599,21.1538461538462,"IUCN"
"1812",1812,1812,"Fis-162302",48342411,"Rhabdoblennius nigropunctatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable",3118845.29928809,644673.368101717,3.93852065321806,78.866474543708,17.195004803074,15.7088122605364,"IUCN"
